,Candidat,Circ,Departement,Parti,Score
321,Sophie Perrin,3.0,-circonscription-ardennes,EELV,"2,12%"
322,Marie-Claude Bihin-Dury,3.0,-circonscription-ardennes,Alliance écologiste indépendante,"0,49%"
323,Nadia Octave,3.0,-circonscription-ardennes,Lutte ouvrière,"0,37%"
324,André Trotin,3.0,-circonscription-ardennes,Sans étiquette,"0,12%"
325,Frédérique Massat,1.0,-circonscription-ariege,Parti socialiste,"51,69%"
326,Nicole Gerona,1.0,-circonscription-ariege,UMP,"15,83%"
327,Jacques Warnke,1.0,-circonscription-ariege,Rassemblement bleu Marine,"10,94%"
328,Michel Larive,1.0,-circonscription-ariege,Front de gauche,"10,88%"
329,Pascale Aoura,1.0,-circonscription-ariege,EELV,"5,54%"
330,Joël Rausa,1.0,-circonscription-ariege,Le Centre pour la France,"1,81%"
331,Céline Bara,1.0,-circonscription-ariege,Mouvement antithéiste et libertin,"1,58%"
332,Solange Fontaneau,1.0,-circonscription-ariege,Alliance écologiste indépendante,"0,61%"
333,Janine Lasserre,1.0,-circonscription-ariege,NPA,"0,60%"
334,Gisèle Lapeyre,1.0,-circonscription-ariege,Lutte ouvrière,"0,53%"
335,Alain Fauré,2.0,-circonscription-ariege,Parti socialiste,"44,53%"
336,Philippe Calleja,2.0,-circonscription-ariege,UMP,"23,56%"
337,Thérèse Aliot,2.0,-circonscription-ariege,Rassemblement bleu Marine,"12,57%"
338,Viviane Baudry,2.0,-circonscription-ariege,Front de gauche,"11,45%"
339,Jacques Pince,2.0,-circonscription-ariege,Partit occitan,"2,84%"
340,Jimmy Gimenez,2.0,-circonscription-ariege,Alliance écologiste indépendante,"1,61%"
341,Linda Manceau,2.0,-circonscription-ariege,Le Centre pour la France,"1,51%"
342,Pierre Granet,2.0,-circonscription-ariege,NPA,"0,79%"
343,Lucile Souche,2.0,-circonscription-ariege,Lutte ouvrière,"0,74%"
344,Chantal Clamer,2.0,-circonscription-ariege,MPF,"0,39%"
345,Nicolas Dhuicq,1.0,-circonscription-aube,UMP,"35,04%"
346,René Gaudot,1.0,-circonscription-aube,Parti radical de gauche,"27,99%"
347,Bruno Subtil,1.0,-circonscription-aube,Rassemblement bleu Marine,"25,29%"
348,Pascal Landréat,1.0,-circonscription-aube,Le Centre pour la France,"6,69%"
349,Marie-Laurence Egmann,1.0,-circonscription-aube,MEI,"2,08%"
350,Lionel Paillard,1.0,-circonscription-aube,Lutte ouvrière,"1,53%"
351,Elisabeth Marzé,1.0,-circonscription-aube,Debout la République,"1,38%"
352,Jean-Claude Mathis,2.0,-circonscription-aube,UMP,"38,55%"
353,Yves Fournier,2.0,-circonscription-aube,Parti socialiste,"30,15%"
354,Gérard Cianni,2.0,-circonscription-aube,Rassemblement bleu Marine,"20,20%"
355,Jean-Pierre Cornevin,2.0,-circonscription-aube,Front de gauche,"4,84%"
356,Karima Ouadah,2.0,-circonscription-aube,Le Centre pour la France,"1,44%"
357,Claudine François-Wilser,2.0,-circonscription-aube,MEI,"1,12%"
358,Sébastien Fournillon,2.0,-circonscription-aube,Parti chrétien démocrate,"1,03%"
359,Michèle Roux,2.0,-circonscription-aube,Alliance écologiste indépendante,"0,85%"
360,Claudia Martins-Amado,2.0,-circonscription-aube,Debout la République,"0,84%"
361,Marie-Pierre Marc,2.0,-circonscription-aube,Lutte ouvrière,"0,68%"
362,Bernard Waymel,2.0,-circonscription-aube,République solidaire,"0,31%"
363,François Baroin,3.0,-circonscription-aube,UMP,"41,42%"
364,Lorette Joly,3.0,-circonscription-aube,Parti socialiste,"28,79%"
365,Mireille Cazard,3.0,-circonscription-aube,Rassemblement bleu Marine,"17,79%"
366,Pierre Mathieu,3.0,-circonscription-aube,Front de gauche,"7,18%"
367,Alain Carsenti,3.0,-circonscription-aube,Le Centre pour la France,"1,51%"
368,Dominique Deharbe,3.0,-circonscription-aube,Divers gauche,"0,79%"
369,Véronique Guidat,3.0,-circonscription-aube,Debout la République,"0,71%"
370,Pierre Bissey,3.0,-circonscription-aube,Lutte ouvrière,"0,61%"
371,Ghislain Wysocinski,3.0,-circonscription-aube,Alliance écologiste indépendante,"0,53%"
372,Sylviane Kletty,3.0,-circonscription-aube,MEI,"0,45%"
373,Christian Bernaud,3.0,-circonscription-aube,Parti ouvrier indépendant,"0,23%"
374,Maurice Bernardie,3.0,-circonscription-aube,Divers gauche,"0,00%"
375,Jean-Claude Perez,1.0,-circonscription-aude,Parti socialiste,"41,37%"
376,Robert Morio,1.0,-circonscription-aude,Rassemblement bleu Marine,"20,67%"
377,Monique Boonen,1.0,-circonscription-aude,UMP,"17,64%"
378,Rosine Charlut,1.0,-circonscription-aude,Front de gauche,"7,88%"
379,Gérard Schivardi,1.0,-circonscription-aude,Parti ouvrier indépendant,"4,88%"
380,Christine Sthémer,1.0,-circonscription-aude,EELV,"3,17%"
381,Isabelle Fillon,1.0,-circonscription-aude,Le Centre pour la France,"1,44%"
382,André Zuliani,1.0,-circonscription-aude,RPF,"1,03%"
383,Jean-François Daraud,1.0,-circonscription-aude,Nouveau centre,"1,03%"
384,Lucile El Hedri,1.0,-circonscription-aude,Lutte ouvrière,"0,36%"
385,Jean-Marc Jouffroy,1.0,-circonscription-aude,Alliance écologiste indépendante,"0,28%"
386,Laurent Aslan,1.0,-circonscription-aude,Ligue du midi,"0,23%"
387,Marie Dugied-Soriano,1.0,-circonscription-aude,"
									L'engagement Pacifique et son Ethique 									","0,00%"
388,Marie-Hélène Fabre,2.0,-circonscription-aude,Parti socialiste,"26,84%"
389,Michel Py,2.0,-circonscription-aude,UMP,"23,14%"
390,Didier Codorniou,2.0,-circonscription-aude,Divers gauche,"21,89%"
391,Laure-Emmanuelle Philippe,2.0,-circonscription-aude,Rassemblement bleu Marine,"18,80%"
392,Jean-Paul Tournissa,2.0,-circonscription-aude,Front de gauche,"5,91%"
393,Laurence Funes,2.0,-circonscription-aude,Parti de la France,"0,74%"
394,Flora Biendicho,2.0,-circonscription-aude,Nouveau centre,"0,58%"
395,Patricia Cantegrel,2.0,-circonscription-aude,Debout la République,"0,53%"
396,Paule Chatain,2.0,-circonscription-aude,"
									Gauche républicaine et humaniste									","0,49%"
397,Laurent Billirat,2.0,-circonscription-aude,Divers gauche,"0,39%"
398,André Sarfati,2.0,-circonscription-aude,Alliance écologiste indépendante,"0,38%"
399,Annette Vigier,2.0,-circonscription-aude,Lutte ouvrière,"0,32%"
400,Jean-Paul Dupré,3.0,-circonscription-aude,Parti socialiste,"44,96%"
401,Emmanuel Bresson,3.0,-circonscription-aude,UMP,"22,55%"
402,Marie-Josée Sutter,3.0,-circonscription-aude,Rassemblement bleu Marine,"15,72%"
403,Marie-Angèle Larruy,3.0,-circonscription-aude,Front de gauche,"8,10%"
404,Lidwine Kempf,3.0,-circonscription-aude,Partit occitan,"2,54%"
405,Jean-Pierre Quaglieri,3.0,-circonscription-aude,Divers gauche,"2,53%"
406,Jacques Cros,3.0,-circonscription-aude,Le Trèfle,"1,66%"
407,André Arrans,3.0,-circonscription-aude,Nouveau centre,"0,70%"
408,Dominique Galonnier,3.0,-circonscription-aude,Lutte ouvrière,"0,53%"
409,Patrick Dhersin,3.0,-circonscription-aude,Alliance écologiste indépendante,"0,38%"
410,Maria Lesoeur,3.0,-circonscription-aude,Ligue du Midi,"0,32%"
411,Yves Censi,1.0,-circonscription-aveyron,UMP,"39,83%"
412,Monique Bultel-Herment,1.0,-circonscription-aveyron,Parti socialiste,"28,27%"
413,Stéphane Mazars,1.0,-circonscription-aveyron,Parti radical de gauche,"14,18%"
414,Jean-Guillaume Remise,1.0,-circonscription-aveyron,Rassemblement bleu Marine,"8,16%"
415,Guilhem Serieys,1.0,-circonscription-aveyron,Front de gauche,"5,54%"
416,Bruno Berardi,1.0,-circonscription-aveyron,EELV,"3,02%"
417,Marie-Line Faixa,1.0,-circonscription-aveyron,Alliance écologiste indépendante,"0,69%"
418,Arlette Saint-Avit,1.0,-circonscription-aveyron,Lutte ouvrière,"0,32%"
419,Marie-Lou Marcel,2.0,-circonscription-aveyron,Parti socialiste,"49,65%"
420,Laurent Tranier,2.0,-circonscription-aveyron,UMP,"27,47%"
421,Philippe Bramm,2.0,-circonscription-aveyron,Rassemblement bleu Marine,"7,70%"
422,Aline Louangvannasy,2.0,-circonscription-aveyron,Front de gauche,"6,43%"
423,Jean-Louis Calmettes,2.0,-circonscription-aveyron,EELV,"3,68%"
424,Christophe Pourcel,2.0,-circonscription-aveyron,Parti radical valoisien,"3,66%"
425,Yann Puech,2.0,-circonscription-aveyron,NPA,"0,95%"
426,Philippe Molinié,2.0,-circonscription-aveyron,Lutte ouvrière,"0,47%"
427,Alain Marc,3.0,-circonscription-aveyron,UMP,"38,16%"
428,Marie-Thérèse Foulquier,3.0,-circonscription-aveyron,EELV,"21,79%"
429,Béatrice Marre,3.0,-circonscription-aveyron,Divers gauche,"15,50%"
430,Marie-Claude Fayard,3.0,-circonscription-aveyron,Rassemblement bleu Marine,"8,48%"
431,Jean-Luc Pouget,3.0,-circonscription-aveyron,Front de gauche,"5,78%"
432,Philippe Ramondenc,3.0,-circonscription-aveyron,Divers droite,"4,86%"
433,Norbert Castelltort,3.0,-circonscription-aveyron,Divers droite,"2,83%"
434,Philippe Dargagnon,3.0,-circonscription-aveyron,Alliance écologiste indépendante,"1,04%"
435,Nicolas Bestard,3.0,-circonscription-aveyron,NPA,"0,79%"
436,Stéphane Cabrol,3.0,-circonscription-aveyron,Ligue du Midi,"0,41%"
437,Bernard Combes,3.0,-circonscription-aveyron,Lutte ouvrière,"0,37%"
438,Christophe Masse,1.0,-circonscription-bouches-du-rhone,Parti socialiste,"32,04%"
439,Valérie Boyer,1.0,-circonscription-bouches-du-rhone,UMP,"26,14%"
440,Elisabeth Philippe,1.0,-circonscription-bouches-du-rhone,Rassemblement bleu Marine,"21,88%"
441,Robert Assante,1.0,-circonscription-bouches-du-rhone,"
									Droite républicaine centriste									","7,26%"
442,Catherine Bartoli,1.0,-circonscription-bouches-du-rhone,Front de gauche,"5,77%"
443,Laurence Vichnievsky,1.0,-circonscription-bouches-du-rhone,EELV,"2,57%"
444,Mohamed Dahmani,1.0,-circonscription-bouches-du-rhone,Sans étiquette,"1,16%"
445,Nathalie Coullet,1.0,-circonscription-bouches-du-rhone,Le Centre pour la France,"0,90%"
446,Véronique Gomez,1.0,-circonscription-bouches-du-rhone,Sans étiquette,"0,78%"
447,Paul Roudier,1.0,-circonscription-bouches-du-rhone,Debout la République,"0,44%"
448,Eve Koulayan,1.0,-circonscription-bouches-du-rhone,Alliance écologiste indépendante,"0,37%"
449,Alain Persia,1.0,-circonscription-bouches-du-rhone,"
									Union de la droite républicaine									","0,31%"
450,Marc Cecon,1.0,-circonscription-bouches-du-rhone,Lutte ouvrière,"0,20%"
451,Nicole Bareau,1.0,-circonscription-bouches-du-rhone,Parti ouvrier indépendant,"0,19%"
452,Sophie Hairabedian,1.0,-circonscription-bouches-du-rhone,MNR,"0,00%"
453,Dominique Tian,2.0,-circonscription-bouches-du-rhone,UMP,"41,06%"
454,Jean-Pierre Mignard,2.0,-circonscription-bouches-du-rhone,Parti socialiste,"29,00%"
455,Alexandre Bartolini,2.0,-circonscription-bouches-du-rhone,Rassemblement bleu Marine,"17,84%"
456,Christian Pellicani,2.0,-circonscription-bouches-du-rhone,Front de gauche,"6,69%"
457,Florence Bistagne,2.0,-circonscription-bouches-du-rhone,Le Centre pour la France,"2,35%"
458,Dominique Surry,2.0,-circonscription-bouches-du-rhone,Le Trèfle,"1,17%"
459,Pierre-Marie Sanson,2.0,-circonscription-bouches-du-rhone,Alliance écologiste indépendante,"0,63%"
460,Louis Jacques Di Stefano,2.0,-circonscription-bouches-du-rhone,Debout la République,"0,52%"
461,Marie Contaux,2.0,-circonscription-bouches-du-rhone,NPA,"0,29%"
462,Patricia Dupuy,2.0,-circonscription-bouches-du-rhone,EELV,"0,25%"
463,Brigitte Espaze,2.0,-circonscription-bouches-du-rhone,Lutte ouvrière,"0,21%"
464,Stéphane Ravier,3.0,-circonscription-bouches-du-rhone,Rassemblement bleu Marine,"29,87%"
465,Sylvie Andrieux,3.0,-circonscription-bouches-du-rhone,Divers gauche,"29,80%"
466,Nora Preziosi,3.0,-circonscription-bouches-du-rhone,UMP,"20,21%"
467,Marie Batoux,3.0,-circonscription-bouches-du-rhone,Front de gauche,"11,19%"
468,Michèle Poncet-Ramade,3.0,-circonscription-bouches-du-rhone,EELV,"3,05%"
469,Anne-Marie Tapiero,3.0,-circonscription-bouches-du-rhone,Le Centre pour la France,"1,29%"
470,Gisèle Auriemma,3.0,-circonscription-bouches-du-rhone,Le Trèfle,"1,14%"
471,Mohyiddine Alabane,3.0,-circonscription-bouches-du-rhone,"
									Union de la droite républicaine									","0,77%"
472,Hubert Savon,3.0,-circonscription-bouches-du-rhone,MNR,"0,75%"
473,Victor Hugo Espinosa,3.0,-circonscription-bouches-du-rhone,NPA,"0,51%"
474,Nouriati Djambae,3.0,-circonscription-bouches-du-rhone,Alliance écologiste indépendante,"0,49%"
475,Isabelle Bonnet,3.0,-circonscription-bouches-du-rhone,Lutte ouvrière,"0,49%"
476,Simone Charin,3.0,-circonscription-bouches-du-rhone,Debout la République,"0,44%"
477,Patrick Mennucci,4.0,-circonscription-bouches-du-rhone,Parti socialiste,"33,26%"
478,Marie-Claude Aucouturier,4.0,-circonscription-bouches-du-rhone,Rassemblement bleu Marine,"14,30%"
479,Solange Biaggi,4.0,-circonscription-bouches-du-rhone,UMP,"13,96%"
480,Lisette Narducci,4.0,-circonscription-bouches-du-rhone,Divers gauche,"13,57%"
481,Marie-José Cermolacce,4.0,-circonscription-bouches-du-rhone,Front de gauche,"11,20%"
482,Sébastien Barles,4.0,-circonscription-bouches-du-rhone,EELV,"6,18%"
483,Mohamed El Rharbaye,4.0,-circonscription-bouches-du-rhone,Sans étiquette,"1,98%"
484,Sophie Goy,4.0,-circonscription-bouches-du-rhone,Le Centre pour la France,"1,16%"
485,Farid Soilihi,4.0,-circonscription-bouches-du-rhone,Alliance écologiste indépendante,"0,95%"
486,Bernard Talles,4.0,-circonscription-bouches-du-rhone,Le Trèfle,"0,71%"
487,Omar Djellil,4.0,-circonscription-bouches-du-rhone,Sans étiquette,"0,65%"
488,Thierry Noël,4.0,-circonscription-bouches-du-rhone,Parti des objecteurs de croissance,"0,52%"
489,Kévin Vacher,4.0,-circonscription-bouches-du-rhone,NPA,"0,52%"
490,Gérald Ubaud,4.0,-circonscription-bouches-du-rhone,Debout la République,"0,36%"
491,Rémy Bazzali,4.0,-circonscription-bouches-du-rhone,Lutte ouvrière,"0,25%"
492,Mihdhoir Ibrahima Said,4.0,-circonscription-bouches-du-rhone,Solidarité & Progrès,"0,21%"
493,Victor Villodre,4.0,-circonscription-bouches-du-rhone,Parti ouvrier indépendant,"0,21%"
494,Hamoud Benani,4.0,-circonscription-bouches-du-rhone,Sans étiquette,"0,00%"
495,Marie-Arlette Carlotti,5.0,-circonscription-bouches-du-rhone,Parti socialiste,"34,43%"
496,Renaud Muselier,5.0,-circonscription-bouches-du-rhone,UMP,"32,45%"
497,Jean Pierre Baumann,5.0,-circonscription-bouches-du-rhone,Rassemblement bleu Marine,"16,27%"
498,Frédéric Dutoit,5.0,-circonscription-bouches-du-rhone,Front de gauche,"7,59%"
499,Michèle Rubirola-Blanc,5.0,-circonscription-bouches-du-rhone,EELV,"3,42%"
500,Hélène Coulomb,5.0,-circonscription-bouches-du-rhone,Le Centre pour la France,"1,64%"
501,Chantal Sebag,5.0,-circonscription-bouches-du-rhone,"
									Renouveau Socialiste									","0,98%"
502,Mylène Gugliotta,5.0,-circonscription-bouches-du-rhone,Le Trèfle,"0,55%"
503,François Franceschi,5.0,-circonscription-bouches-du-rhone,France 21,"0,51%"
504,Hubert Fayard,5.0,-circonscription-bouches-du-rhone,CNIP,"0,47%"
505,Ahmed Azouaou,5.0,-circonscription-bouches-du-rhone,Alliance écologiste indépendante,"0,36%"
506,Michèle Alphonse,5.0,-circonscription-bouches-du-rhone,Debout la République,"0,35%"
507,Richard Bonacase,5.0,-circonscription-bouches-du-rhone,Le Parti de la France,"0,33%"
508,Junie Ciccione,5.0,-circonscription-bouches-du-rhone,NPA,"0,33%"
509,Corinne Raynaud,5.0,-circonscription-bouches-du-rhone,Parti ouvrier indépendant,"0,17%"
510,Nathalie Malhole,5.0,-circonscription-bouches-du-rhone,Lutte ouvrière,"0,14%"
511,Frédéric B?uf-Salor,5.0,-circonscription-bouches-du-rhone,Génération écologie,"0,00%"
512,Guy Teissier,6.0,-circonscription-bouches-du-rhone,UMP,"37,06%"
513,Pierre Sémériva,6.0,-circonscription-bouches-du-rhone,EELV,"27,10%"
514,Laurent Comas,6.0,-circonscription-bouches-du-rhone,Rassemblement bleu Marine,"22,68%"
515,Anna Rosso Roig,6.0,-circonscription-bouches-du-rhone,Front de gauche,"7,08%"
516,Cédric Matthews,6.0,-circonscription-bouches-du-rhone,MRC,"1,73%"
517,Patrick Filosa,6.0,-circonscription-bouches-du-rhone,Le Centre pour la France,"1,31%"
518,Eric Talles,6.0,-circonscription-bouches-du-rhone,Le Trèfle,"0,99%"
519,Dominique Esteve-Narsisyan,6.0,-circonscription-bouches-du-rhone,Alliance écologiste indépendante,"0,61%"
520,Patrick Placente,6.0,-circonscription-bouches-du-rhone,"
									Union de la droite nationale									","0,49%"
521,Stéphanie Brun-Pothin,6.0,-circonscription-bouches-du-rhone,Debout la République,"0,42%"
522,David Larriven,6.0,-circonscription-bouches-du-rhone,NPA,"0,28%"
523,Jacqueline Grandel,6.0,-circonscription-bouches-du-rhone,Lutte ouvrière,"0,25%"
524,Michel Villeneuve,6.0,-circonscription-bouches-du-rhone,Parti radical de gauche,"0,00%"
525,Henri Jibrayel,7.0,-circonscription-bouches-du-rhone,Parti socialiste,"27,51%"
526,Bernard Marandat,7.0,-circonscription-bouches-du-rhone,Rassemblement bleu Marine,"23,69%"
527,Karim Zeribi,7.0,-circonscription-bouches-du-rhone,EELV,"21,53%"
528,Jean-Marc Coppola,7.0,-circonscription-bouches-du-rhone,Front de gauche,"11,62%"
529,Sonia Léon,7.0,-circonscription-bouches-du-rhone,Nouveau centre,"8,29%"
530, Nassur,7.0,-circonscription-bouches-du-rhone,Divers gauche,"1,65%"
531,Salim Laïbi,7.0,-circonscription-bouches-du-rhone,Sans étiquette,"0,80%"
532,Zoubida Meguenni,7.0,-circonscription-bouches-du-rhone,NPA,"0,77%"
533,Nadia Maoudj,7.0,-circonscription-bouches-du-rhone,Le Trèfle,"0,71%"
534,Michèle Carayon,7.0,-circonscription-bouches-du-rhone,MNR,"0,66%"
535,Eddy Camilleri,7.0,-circonscription-bouches-du-rhone,"
									Union de la droite républicaine									","0,50%"
536,Michèle Latil,7.0,-circonscription-bouches-du-rhone,Le Centre pour la France,"0,48%"
537,Danièle Pécout,7.0,-circonscription-bouches-du-rhone,Lutte ouvrière,"0,46%"
538,Pierre Bonnet,7.0,-circonscription-bouches-du-rhone,MRC,"0,32%"
539,Mourad Goual,7.0,-circonscription-bouches-du-rhone,République solidaire,"0,31%"
540,Ayette Boudelaa,7.0,-circonscription-bouches-du-rhone,Alliance écologiste indépendante,"0,25%"
541,Claire Aymes,7.0,-circonscription-bouches-du-rhone,Debout la République,"0,23%"
542,Chérif Fahem,7.0,-circonscription-bouches-du-rhone,Sans étiquette,"0,21%"
543,Magda Hadji,7.0,-circonscription-bouches-du-rhone,Parti radical de gauche,"0,00%"
544,Nabil Kadri,7.0,-circonscription-bouches-du-rhone,Sans étiquette,"0,00%"
545,Nicolas Isnard,8.0,-circonscription-bouches-du-rhone,UMP,"32,60%"
546,Olivier Ferrand,8.0,-circonscription-bouches-du-rhone,Parti socialiste,"31,55%"
547,Gérald Gérin,8.0,-circonscription-bouches-du-rhone,Rassemblement bleu Marine,"21,97%"
548,Hélène Le Cacheux,8.0,-circonscription-bouches-du-rhone,Front de gauche,"5,76%"
549,Claude Cortesi,8.0,-circonscription-bouches-du-rhone,Le Centre pour la France,"2,67%"
550,Jean-Yves Pied,8.0,-circonscription-bouches-du-rhone,Sans étiquette,"1,13%"
551,Rosa Alba Silvestri,8.0,-circonscription-bouches-du-rhone,Parti radical de gauche,"1,08%"
552,Jean Frizzi,8.0,-circonscription-bouches-du-rhone,Le Trèfle,"0,92%"
553,Jean-François Dorbeaux,8.0,-circonscription-bouches-du-rhone,Debout la République,"0,60%"
554,Hakim Hallalen,8.0,-circonscription-bouches-du-rhone,Alliance centriste,"0,48%"
555,José-Ramon Guardia,8.0,-circonscription-bouches-du-rhone,MNR,"0,42%"
556,Denis Vial,8.0,-circonscription-bouches-du-rhone,Sans étiquette,"0,37%"
557,Antonia Luciani Garcia,8.0,-circonscription-bouches-du-rhone,Femu a Corsica,"0,25%"
558,Frédéric Kechra,8.0,-circonscription-bouches-du-rhone,Lutte ouvrière,"0,23%"
559,Bernard Deflesselles,9.0,-circonscription-bouches-du-rhone,UMP,"35,28%"
560,Joëlle Melin,9.0,-circonscription-bouches-du-rhone,Rassemblement bleu Marine,"22,25%"
561,Denis Grandjean,9.0,-circonscription-bouches-du-rhone,EELV,"19,03%"
562,Pierre Mingaud,9.0,-circonscription-bouches-du-rhone,Front de gauche,"14,91%"
563,Christian Musumeci,9.0,-circonscription-bouches-du-rhone,"
									Gauche socialiste									","3,86%"
564,Michèle Lesbrot,9.0,-circonscription-bouches-du-rhone,Le Trèfle,"1,58%"
565,Jean-Marie Orihuel,9.0,-circonscription-bouches-du-rhone,Le Centre pour la France,"1,38%"
566,Stéphanie Poggi,9.0,-circonscription-bouches-du-rhone,"
									Union de la droite républicaine									","0,66%"
567,Colette Géreux-Beltra,9.0,-circonscription-bouches-du-rhone,Debout la République,"0,40%"
568,Claude Diharçabal,9.0,-circonscription-bouches-du-rhone,NPA,"0,37%"
