,Candidat,Circ,Departement,Parti,Score
2699,Jean-Yves Le Drian,5.0,-circonscription-morbihan,PS,"32,76%"
2700,Catherine Giquel,5.0,-circonscription-morbihan,RPR,"27,11%"
2701,Daniel Gilles,5.0,-circonscription-morbihan,PCF,"12,23%"
2702,Carol Mettetal,5.0,-circonscription-morbihan,FN,"11,94%"
2703,Dominique Jeannes,5.0,-circonscription-morbihan,Les Verts,"3,13%"
2704,Cyril Le Bail,5.0,-circonscription-morbihan,LO,"2,74%"
2705,Jacques Bellanger,5.0,-circonscription-morbihan,Divers droite,"2,52%"
2706,Joël Guégan,5.0,-circonscription-morbihan,Union démocratique bretonne,"2,52%"
2707,Lionel Lemoine,5.0,-circonscription-morbihan,Génération écologie,"1,87%"
2708,Chantal Vigreux,5.0,-circonscription-morbihan,"
									Les nouveaux écologistes									","1,40%"
2709,Lucien Le Puil,5.0,-circonscription-morbihan,Divers droite,"0,90%"
2710,Michel Kernaléguen,5.0,-circonscription-morbihan,LCR,"0,88%"
2711,Jacques Le Nay,6.0,-circonscription-morbihan,UDF,"33,05%"
2712,Jean-Pierre Bageot,6.0,-circonscription-morbihan,PS,"26,96%"
2713,Michel Morvant,6.0,-circonscription-morbihan,RPR dissident,"12,77%"
2714,Jean Le Borgne,6.0,-circonscription-morbihan,PCF,"11,69%"
2715,Francis Schwaller,6.0,-circonscription-morbihan,FN,"7,64%"
2716,Michel Rolland,6.0,-circonscription-morbihan,Les Verts,"2,98%"
2717,Gérard Leseigneur,6.0,-circonscription-morbihan,Génération écologie,"2,59%"
2718,Christian Guyonvarc'h,6.0,-circonscription-morbihan,"
									Union démocratique bretonne									","2,32%"
2719,François Grosdidier,1.0,-circonscription-moselle,RPR,"28,78%"
2720,Gérard Terrier,1.0,-circonscription-moselle,PS,"24,13%"
2721,Guy Herlory,1.0,-circonscription-moselle,FN,"20,21%"
2722,Patrick Abate,1.0,-circonscription-moselle,PCF,"9,39%"
2723,Erwin Brum,1.0,-circonscription-moselle,Parti radical socialiste,"5,85%"
2724,Alain Monniaux,1.0,-circonscription-moselle,LO,"3,53%"
2725,Bernard Campani,1.0,-circonscription-moselle,Génération écologie,"2,40%"
2726,Hervé Colnot,1.0,-circonscription-moselle,Mouvement écologiste indépendant,"1,89%"
2727,Alain Renault,1.0,-circonscription-moselle,"
									LDI-MPF									","1,77%"
2728,Christian Druelle,1.0,-circonscription-moselle,Convention pour une alternative progressiste,"1,45%"
2729,Christian Godot,1.0,-circonscription-moselle,PNR,"0,61%"
2730,Denis Jacquat,2.0,-circonscription-moselle,UDF,"32,82%"
2731,Marie-Thérèse Gansoinat,2.0,-circonscription-moselle,PS,"25,58%"
2732,Jean-Marie Nicolay,2.0,-circonscription-moselle,FN,"21,48%"
2733,Jean-François Secondé,2.0,-circonscription-moselle,Mouvement écologiste indépendant,"8,07%"
2734,Danielle Bori,2.0,-circonscription-moselle,PCF,"4,30%"
2735,Thierry Schulz,2.0,-circonscription-moselle,LO,"4,19%"
2736,Jean-François Caspard,2.0,-circonscription-moselle,"
									LDI-MPF									","3,56%"
2737,Jean-Louis Masson,3.0,-circonscription-moselle,RPR,"27,54%"
2738,Marie-Anne Isler-Béguin,3.0,-circonscription-moselle,Les Verts,"19,65%"
2739,Jacques Marchal,3.0,-circonscription-moselle,FN,"18,49%"
2740,Nathalie Griesbeck,3.0,-circonscription-moselle,Divers droite,"14,49%"
2741,Daniel Delrez,3.0,-circonscription-moselle,Parti radical socialiste,"4,68%"
2742,Pierre Kugler,3.0,-circonscription-moselle,Génération écologie,"4,35%"
2743,Jacques Maréchal,3.0,-circonscription-moselle,PCF,"3,51%"
2744,Etienne Hodara,3.0,-circonscription-moselle,LO,"3,11%"
2745,Gabriel Crippa,3.0,-circonscription-moselle,Divers droite,"2,11%"
2746,Stéphane Kiffer,3.0,-circonscription-moselle,"
									LDI-CNIP									","2,07%"
2747,Aloyse Warhouver,4.0,-circonscription-moselle,Divers gauche,"30,85%"
2748,Alain Marty,4.0,-circonscription-moselle,RPR,"25,73%"
2749,Bernard Brion,4.0,-circonscription-moselle,FN,"20,44%"
2750,Charles Trompette,4.0,-circonscription-moselle,PS,"9,75%"
2751,Daniel Beguin,4.0,-circonscription-moselle,Les Verts,"6,15%"
2752,Daniel Hanryon,4.0,-circonscription-moselle,LO,"3,21%"
2753,Francisque Ravoire,4.0,-circonscription-moselle,"
									LDI-MPF									","2,08%"
2754,Céline Chamagne,4.0,-circonscription-moselle,PCF,"1,79%"
2755,Hubert Roth,5.0,-circonscription-moselle,RPR,"27,08%"
2756,Gilbert Maurer,5.0,-circonscription-moselle,PS,"21,75%"
2757,Jean-Louis Berger,5.0,-circonscription-moselle,FN,"19,85%"
2758,René Ludwig,5.0,-circonscription-moselle,Divers droite,"16,50%"
2759,Dominique Schenck,5.0,-circonscription-moselle,Génération écologie,"6,58%"
2760,Pierre Cristinelli,5.0,-circonscription-moselle,"
									LDI-MPF									","4,63%"
2761,Fernand Beckrich,5.0,-circonscription-moselle,PCF,"3,61%"
2762,Roland Metzinger,6.0,-circonscription-moselle,PS,"30,78%"
2763,Pierre Lang,6.0,-circonscription-moselle,UDF,"30,09%"
2764,Pierre Balle,6.0,-circonscription-moselle,FN,"22,05%"
2765,Philippe Leick,6.0,-circonscription-moselle,Mouvement écologiste indépendant,"6,44%"
2766,Paul Turlan,6.0,-circonscription-moselle,PCF,"4,13%"
2767,Pierre Varenne,6.0,-circonscription-moselle,LO,"3,82%"
2768,Jacques Raguccia,6.0,-circonscription-moselle,"
									LDI-MPF									","2,69%"
2769,André Berthol,7.0,-circonscription-moselle,RPR,"32,85%"
2770,Arthur Matecki,7.0,-circonscription-moselle,FN,"23,14%"
2771,Cecile Duppré,7.0,-circonscription-moselle,PS,"19,14%"
2772,Gilbert Poirot,7.0,-circonscription-moselle,Les Verts,"5,63%"
2773,Marc Boyer,7.0,-circonscription-moselle,Parti radical socialiste,"4,55%"
2774,Jean-Claude Brem,7.0,-circonscription-moselle,PCF,"3,57%"
2775,Diane Bousset,7.0,-circonscription-moselle,LO,"3,40%"
2776,Jean-Paul Mantout,7.0,-circonscription-moselle,Divers,"2,57%"
2777,Pascal Mackowiak,7.0,-circonscription-moselle,Divers,"2,13%"
2778,Daniel Baeza,7.0,-circonscription-moselle,"
									LDI-MPF									","1,39%"
2779,Denis Koch,7.0,-circonscription-moselle,Divers,"0,84%"
2780,Marcel Simon,7.0,-circonscription-moselle,"
									Parti de la loi naturelle									","0,79%"
2781,Jean Kiffer,8.0,-circonscription-moselle,RPR,"31,79%"
2782,Jean-Marie Aubron,8.0,-circonscription-moselle,PS,"29,25%"
2783,Michelle Lhuillier,8.0,-circonscription-moselle,FN,"20,96%"
2784,Brigitte Renn,8.0,-circonscription-moselle,Les Verts,"6,91%"
2785,Vito Laricchiuta,8.0,-circonscription-moselle,PCF,"5,72%"
2786,Annick Jolivet,8.0,-circonscription-moselle,LO,"5,36%"
2787,Jean-Marie Demange,9.0,-circonscription-moselle,RPR,"36,78%"
2788,Bertrand Mertz,9.0,-circonscription-moselle,PS,"23,12%"
2789,Guy Manoux,9.0,-circonscription-moselle,FN,"17,51%"
2790,Catherine Secondé,9.0,-circonscription-moselle,Génération écologie,"6,89%"
2791,Dominique Meli,9.0,-circonscription-moselle,PCF,"4,73%"
2792,Régis Lievrard,9.0,-circonscription-moselle,LO,"3,57%"
2793,Paul Palz,9.0,-circonscription-moselle,Divers gauche,"2,44%"
2794,Philippe Doublier,9.0,-circonscription-moselle,"
									LDI-MPF									","1,91%"
2795,Thérèse Rabatel,9.0,-circonscription-moselle,Convention pour une alternative progressiste,"1,84%"
2796,Joseph Cardillo,9.0,-circonscription-moselle,Mouvement des citoyens,"1,21%"
2797,Michel Liebgott,10.0,-circonscription-moselle,PS,"27,24%"
2798,Guy Alexandre,10.0,-circonscription-moselle,FN,"21,99%"
2799,Christiane Rolland-May,10.0,-circonscription-moselle,UDF,"16,62%"
2800,Luc Corradi,10.0,-circonscription-moselle,Divers gauche,"11,98%"
2801,Lucien Schaefer,10.0,-circonscription-moselle,PCF,"10,77%"
2802,Bernard Thierry,10.0,-circonscription-moselle,LO,"5,25%"
2803,Patrick Quinqueton,10.0,-circonscription-moselle,Mouvement des citoyens,"2,42%"
2804,Grégoire Kiffer,10.0,-circonscription-moselle,"
									LDI-CNIP									","1,93%"
2805,Albert Dal Pozzolo,10.0,-circonscription-moselle,Parti des travailleurs,"1,78%"
2806,Didier Boulaud,1.0,-circonscription-nievre,PS,"40,85%"
2807,Constantin Sollogoub,1.0,-circonscription-nievre,UDF,"23,29%"
2808,Jean-Marc Bily,1.0,-circonscription-nievre,FN,"11,31%"
2809,Daniel Surieu,1.0,-circonscription-nievre,PCF,"10,54%"
2810,Geneviève Lemoine,1.0,-circonscription-nievre,LO,"3,47%"
2811,Alain Nicolas,1.0,-circonscription-nievre,Les Verts,"2,88%"
2812,Jean-Michel Boizot,1.0,-circonscription-nievre,"
									LDI-MPF									","2,36%"
2813,Stéphane Berscheid,1.0,-circonscription-nievre,"
									Les nouveaux écologistes									","2,00%"
2814,Bruno Franchini,1.0,-circonscription-nievre,Divers gauche,"1,44%"
2815,Jean-François Daguin,1.0,-circonscription-nievre,Mouvement écologiste indépendant,"1,23%"
2816,Jean-Michel Fréguin,1.0,-circonscription-nievre,"
									Initiative républicaine									","0,62%"
2817,Gaétan Gorce,2.0,-circonscription-nievre,PS,"27,94%"
2818,Didier Béguin,2.0,-circonscription-nievre,UDF,"24,92%"
2819,André Périnaud,2.0,-circonscription-nievre,PCF,"22,58%"
2820,Robert Bouter,2.0,-circonscription-nievre,FN,"12,49%"
2821,Jean-Luc Dreumont,2.0,-circonscription-nievre,Les Verts,"2,92%"
2822,Martine Mazoyer,2.0,-circonscription-nievre,"
									LDI-MPF									","2,62%"
2823,François-Xavier Lalaison,2.0,-circonscription-nievre,Génération écologie,"1,64%"
2824,Michel Girand,2.0,-circonscription-nievre,Divers gauche,"1,53%"
2825,Lionel Duployez,2.0,-circonscription-nievre,"
									Les nouveaux écologistes									","1,39%"
2826,Jacques Chougny,2.0,-circonscription-nievre,Mouvement des citoyens,"1,12%"
2827,Luc Maillard,2.0,-circonscription-nievre,Divers,"0,84%"
2828,Christian Paul,3.0,-circonscription-nievre,PS,"38,33%"
2829,Simone Rignault,3.0,-circonscription-nievre,RPR,"34,00%"
2830,Cèdre Cadena,3.0,-circonscription-nievre,PCF,"13,96%"
2831,Régis de la Croix-Vaubois,3.0,-circonscription-nievre,FN,"10,75%"
2832,Olivier de Geffrier,3.0,-circonscription-nievre,"
									LDI-CNIP									","2,96%"
2833,Bernard Roman,1.0,-circonscription-nord,PS,"36,53%"
2834,Colette Codaccioni,1.0,-circonscription-nord,RPR,"26,58%"
2835,Eliane Coolzaet,1.0,-circonscription-nord,FN,"15,77%"
2836,Françoise Hénaut,1.0,-circonscription-nord,PCF,"6,58%"
2837,René Penet,1.0,-circonscription-nord,Les Verts,"4,35%"
2838,Nicole Baudrin,1.0,-circonscription-nord,LO,"3,68%"
2839,Marie-Anne Mirabel,1.0,-circonscription-nord,"
									LDI-MPF									","2,19%"
2840,Nadir Saifi,1.0,-circonscription-nord,Génération écologie,"1,52%"
2841,Dominique Labis,1.0,-circonscription-nord,"
									Les nouveaux écologistes									","1,43%"
2842,Michel Mercier,1.0,-circonscription-nord,"
									Alliance rouge et verte									","0,88%"
2843,Jean-Claude Demey,1.0,-circonscription-nord,PNR,"0,48%"
2844,Bernard Derosier,2.0,-circonscription-nord,PS,"36,26%"
2845,Dominique Rosselle,2.0,-circonscription-nord,RPR,"20,14%"
2846,Philippe Bernard,2.0,-circonscription-nord,FN,"15,46%"
2847,Jean-Raymond de Grève,2.0,-circonscription-nord,PCF,"8,69%"
2848,Gilles Boury,2.0,-circonscription-nord,LO,"4,46%"
2849,Ronald Charbaut,2.0,-circonscription-nord,Les Verts,"4,24%"
2850,Jean-Victor Lamon,2.0,-circonscription-nord,"
									LDI-CNIP									","2,14%"
2851,Patrick Breton,2.0,-circonscription-nord,Divers droite,"1,74%"
2852,Sylvie Flahaut,2.0,-circonscription-nord,"
									Les nouveaux écologistes									","1,55%"
2853,Paolo Ovan,2.0,-circonscription-nord,Génération écologie,"1,43%"
2854,David Alis,2.0,-circonscription-nord,"
									US4J									","1,39%"
2855,Chantal Nordez,2.0,-circonscription-nord,LCR,"1,28%"
2856,Anne-Marie Marmier,2.0,-circonscription-nord,"
									Ecologie citoyenne									","1,20%"
2857,Claude Dhinnin,3.0,-circonscription-nord,RPR,"32,34%"
2858,Alain Cacheux,3.0,-circonscription-nord,PS,"25,79%"
2859,Rémi Castermans,3.0,-circonscription-nord,FN,"16,21%"
2860,Sylviane Delacroix,3.0,-circonscription-nord,PCF,"7,92%"
2861,Dominique Plancke,3.0,-circonscription-nord,Les Verts,"5,94%"
2862,Alexandre Bouche,3.0,-circonscription-nord,"
									LDI-MPF									","2,88%"
2863,Jean-Marie Bauin,3.0,-circonscription-nord,Génération écologie,"2,08%"
2864,Nicole Donne,3.0,-circonscription-nord,Parti des travailleurs,"1,78%"
2865,Laetitia Laude,3.0,-circonscription-nord,"
									US4J									","1,77%"
2866,Patricia Facchetti,3.0,-circonscription-nord,"
									Les nouveaux écologistes									","1,68%"
2867,Dominique Gérardin,3.0,-circonscription-nord,LCR,"1,61%"
2868,Marc-Philippe Daubresse,4.0,-circonscription-nord,UDF,"36,75%"
2869,Thérèse Loridan,4.0,-circonscription-nord,PS,"24,35%"
2870,Gilles Alexandre,4.0,-circonscription-nord,FN,"16,28%"
2871,Roger Renard,4.0,-circonscription-nord,PCF,"9,16%"
2872,Jean-Marc Vandewoestyne,4.0,-circonscription-nord,"
									LDI-CNIP									","2,94%"
2873,Oscar Loubry,4.0,-circonscription-nord,Les Verts,"2,79%"
2874,Nicole Knecht,4.0,-circonscription-nord,Génération écologie,"2,59%"
2875,Winoc Deleplanque,4.0,-circonscription-nord,"
									US4J									","1,69%"
2876,Marcelle Peyrot,4.0,-circonscription-nord,"
									Les nouveaux écologistes									","1,47%"
2877,Christiane Ducamp-Lajournade,4.0,-circonscription-nord,Mouvement des citoyens,"1,19%"
2878,Isabelle Quehen-Bobin,4.0,-circonscription-nord,Divers,"0,79%"
2879,Martine Aubry,5.0,-circonscription-nord,PS,"34,69%"
2880,Jacques Donnay,5.0,-circonscription-nord,RPR,"22,59%"
2881,Jacques Bourrez,5.0,-circonscription-nord,FN,"18,04%"
2882,Jean-Claude Willem,5.0,-circonscription-nord,PCF,"12,61%"
2883,Régis Debliqui,5.0,-circonscription-nord,LO,"3,27%"
2884,Arnold Gil,5.0,-circonscription-nord,Les Verts,"2,38%"
2885,Chantal Pote,5.0,-circonscription-nord,"
									Les nouveaux écologistes									","1,77%"
2886,Jacques Bathiat,5.0,-circonscription-nord,"
									LDI-MPF									","1,58%"
2887,Eugène Delrue,5.0,-circonscription-nord,Mouvement écologiste indépendant,"1,10%"
2888,Johny Delayen,5.0,-circonscription-nord,Divers gauche,"0,81%"
2889,Rahma Beldjilali,5.0,-circonscription-nord,Génération écologie,"0,65%"
2890,Jean-Claude Delforge,5.0,-circonscription-nord,Divers droite,"0,50%"
2891,Thierry Lazaro,6.0,-circonscription-nord,RPR,"32,66%"
2892,Dominique Bailly,6.0,-circonscription-nord,PS,"27,40%"
2893,Christian Grenier,6.0,-circonscription-nord,FN,"14,99%"
2894,Jacques Roillet,6.0,-circonscription-nord,PCF,"9,10%"
2895,Maryse Faber-Rossi,6.0,-circonscription-nord,Les Verts,"3,94%"
2896,Françoise de Villepoix,6.0,-circonscription-nord,"
									LDI-MPF									","3,81%"
2897,Brigitte Colin,6.0,-circonscription-nord,"
									Les nouveaux écologistes									","2,06%"
2898,Jacques Vlieghe,6.0,-circonscription-nord,"
									US4J									","2,03%"
2899,Camille Lemaire,6.0,-circonscription-nord,Mouvement écologiste indépendant,"1,82%"
2900,Louis Pineau,6.0,-circonscription-nord,LCR,"1,60%"
2901,Gérard Somerlinck,6.0,-circonscription-nord,PNR,"0,58%"
2902,Guy Hascoët,7.0,-circonscription-nord,Les Verts,"30,27%"
2903,Michel Ghysel,7.0,-circonscription-nord,RPR,"24,59%"
2904,Philippe Guerard,7.0,-circonscription-nord,FN,"23,81%"
2905,Christian Maes,7.0,-circonscription-nord,Mouvement des citoyens,"5,97%"
2906,Marc Cecon,7.0,-circonscription-nord,LO,"4,04%"
2907,Georges Carlier,7.0,-circonscription-nord,Génération écologie,"2,84%"
2908,Marie-Claude Vanhoutte,7.0,-circonscription-nord,"
									Les nouveaux écologistes									","1,98%"
2909,Claudine Dauphin,7.0,-circonscription-nord,Divers droite,"1,97%"
2910,Abdlmajide Rokia,7.0,-circonscription-nord,Divers gauche,"1,43%"
2911,Guy Playoust,7.0,-circonscription-nord,"
									LDI-CNIP									","1,30%"
2912,Hubert Caron,7.0,-circonscription-nord,Divers droite,"0,86%"
2913,Daniel Gourmelon,7.0,-circonscription-nord,PNR,"0,46%"
2914,Raphaël Selosse,7.0,-circonscription-nord,"
									Parti de la loi naturelle									","0,26%"
2915,Jean-Pol Taffin,7.0,-circonscription-nord,"
									Parti pour la liberté									","0,22%"
2916,Gérard Vignoble,8.0,-circonscription-nord,UDF,"29,13%"
2917,Dominique Baert,8.0,-circonscription-nord,PS,"24,68%"
2918,Carl Lang,8.0,-circonscription-nord,FN,"22,22%"
2919,Françoise Thilliez,8.0,-circonscription-nord,PCF,"6,16%"
2920,Marc Dubrul,8.0,-circonscription-nord,LO,"3,59%"
2921,Jean-Paul Chahine,8.0,-circonscription-nord,"
									LDI-CNIP									","2,84%"
2922,Fabienne Pertel,8.0,-circonscription-nord,Génération écologie,"2,51%"
2923,Boualem Haddouche,8.0,-circonscription-nord,"
									Initiative républicaine									","2,23%"
2924,Patrick Mortal,8.0,-circonscription-nord,LCR,"2,06%"
2925,Yves Bouillon,8.0,-circonscription-nord,"
									Les nouveaux écologistes									","1,44%"
2926,Michel Droulez,8.0,-circonscription-nord,Mouvement écologiste indépendant,"1,29%"
2927,Said Habbas,8.0,-circonscription-nord,Divers gauche,"1,14%"
2928,Marc Detournay,8.0,-circonscription-nord,Divers droite,"0,73%"
2929,François Deboosere,8.0,-circonscription-nord,Divers droite,"0,00%"
2930,Patrick Delnatte,9.0,-circonscription-nord,RPR,"42,66%"
2931,Colette Huvenne,9.0,-circonscription-nord,Parti radical socialiste,"23,52%"
2932,Michel Ximenes,9.0,-circonscription-nord,FN,"18,96%"
2933,Elisabeth Bourgois,9.0,-circonscription-nord,"
									LDI-MPF									","4,94%"
2934,Etienne Forest,9.0,-circonscription-nord,Génération écologie,"3,69%"
2935,Jean-Pierre Lemai,9.0,-circonscription-nord,UDF dissident,"2,39%"
2936,Gérard Wozniak,9.0,-circonscription-nord,"
									Les nouveaux écologistes									","2,28%"
2937,Philippe Desoutter,9.0,-circonscription-nord,"
									US4J									","1,52%"
2938,Claude Demoustier,9.0,-circonscription-nord,PCF,"0,03%"
2939,Jean-Pierre Balduyck,10.0,-circonscription-nord,PS,"29,61%"
2940,Christian Vanneste,10.0,-circonscription-nord,RPR,"26,68%"
2941,Christian Baeckeroot,10.0,-circonscription-nord,FN,"25,15%"
2942,Dominique de Clercq Danel,10.0,-circonscription-nord,PCF,"6,02%"
2943,Bruno Vargiu,10.0,-circonscription-nord,LO,"3,02%"
2944,Patrick Beeusaert,10.0,-circonscription-nord,Génération écologie,"2,76%"
2945,Patrice Desrumaux,10.0,-circonscription-nord,"
									LDI-CNIP									","2,32%"
2946,Colette Hagard,10.0,-circonscription-nord,"
									Les nouveaux écologistes									","2,07%"
2947,Farid Zighem,10.0,-circonscription-nord,Divers gauche,"1,14%"
2948,Pierre Bouchery,10.0,-circonscription-nord,"
									US4J									","1,03%"
2949,René Giot,10.0,-circonscription-nord,Divers droite,"0,21%"
2950,Yves Durand,11.0,-circonscription-nord,PS,"34,27%"
2951,Françoise Hostalier,11.0,-circonscription-nord,UDF,"23,22%"
2952,Pascal Gannat,11.0,-circonscription-nord,FN,"17,72%"
2953,Eric Bocquet,11.0,-circonscription-nord,PCF,"9,89%"
2954,Yves-Marie Bernier,11.0,-circonscription-nord,"
									LDI-MPF									","3,37%"
2955,Hubert Sénéchal,11.0,-circonscription-nord,LO,"3,10%"
2956,Jean-Louis Maniez,11.0,-circonscription-nord,Les Verts,"2,78%"
2957,Jacqueline Montagne,11.0,-circonscription-nord,"
									Les nouveaux écologistes									","1,72%"
2958,Patrick Genelle,11.0,-circonscription-nord,Divers,"1,65%"
2959,Claudio Speziari,11.0,-circonscription-nord,"
									US4J									","1,27%"
2960,Charles Lemaire,11.0,-circonscription-nord,Mouvement écologiste indépendant,"1,01%"
2961,Jean Le Garrec,12.0,-circonscription-nord,PS,"23,75%"
2962,Patrick Lorant,12.0,-circonscription-nord,FN,"22,78%"
2963,Christian Hutin,12.0,-circonscription-nord,Divers droite,"18,05%"
2964,Régis Fauchoit,12.0,-circonscription-nord,Divers gauche,"13,32%"
2965,Didier Liennart,12.0,-circonscription-nord,PCF,"8,24%"
2966,Dominique Wailly,12.0,-circonscription-nord,LO,"5,28%"
2967,Daniel Dusart,12.0,-circonscription-nord,"
									LDI-MPF									","2,13%"
2968,Bernard de Veylder,12.0,-circonscription-nord,Les Verts,"1,98%"
2969,Nicole Castelain,12.0,-circonscription-nord,"
									Les nouveaux écologistes									","1,31%"
2970,François Romano,12.0,-circonscription-nord,Génération écologie,"1,15%"
2971,Jean-Marie Dubois,12.0,-circonscription-nord,Mouvement écologiste indépendant,"1,05%"
2972,Jean-claude Moret,12.0,-circonscription-nord,"
									Ecologie citoyenne									","0,96%"
2973,Michel Delebarre,13.0,-circonscription-nord,PS,"37,59%"
2974,Emmanuel Dewees,13.0,-circonscription-nord,RPR,"25,47%"
2975,Philippe Eymery,13.0,-circonscription-nord,FN,"17,52%"
2976,Gérard Miroux,13.0,-circonscription-nord,PCF,"4,87%"
2977,Marcel Lefevre,13.0,-circonscription-nord,Les Verts,"3,24%"
2978,Véronique de Miribel,13.0,-circonscription-nord,"
									LDI-CNIP									","2,89%"
2979,Jacques Volant,13.0,-circonscription-nord,LO,"2,83%"
2980,Henri Darbes,13.0,-circonscription-nord,Génération écologie,"1,71%"
2981,Christiane Lenglet,13.0,-circonscription-nord,"
									Les nouveaux écologistes									","1,52%"
2982,Marcel Fossaert,13.0,-circonscription-nord,LCR,"0,92%"
2983,Didier Schein,13.0,-circonscription-nord,Parti des travailleurs,"0,72%"
2984,Christian Joseph,13.0,-circonscription-nord,"
									Parti pour la liberté									","0,38%"
2985,Alain Delbecq,13.0,-circonscription-nord,Divers droite,"0,34%"
2986,Jean-Pierre Decool,14.0,-circonscription-nord,RPR,"35,08%"
2987,Monique Denise,14.0,-circonscription-nord,PS,"30,41%"
2988,Yannick Le Floch,14.0,-circonscription-nord,FN,"15,25%"
2989,Guillaume Dochez,14.0,-circonscription-nord,PCF,"5,84%"
2990,Alain Tredez,14.0,-circonscription-nord,Les Verts,"3,96%"
2991,Philippe Peene,14.0,-circonscription-nord,Divers droite,"3,82%"
2992,Anthony Roseau,14.0,-circonscription-nord,"
									Les nouveaux écologistes									","1,95%"
2993,Gérard Jonckheere,14.0,-circonscription-nord,Mouvement des citoyens,"1,86%"
2994,Serge Westelynck,14.0,-circonscription-nord,Génération écologie,"1,83%"
2995,Jean Delobel,15.0,-circonscription-nord,PS,"28,90%"
2996,Paul Blondel,15.0,-circonscription-nord,Divers droite,"28,53%"
2997,Hubert Maes,15.0,-circonscription-nord,FN,"13,91%"
2998,Alain Pocholle,15.0,-circonscription-nord,PCF,"9,59%"
2999,Christian Defebvre,15.0,-circonscription-nord,Divers gauche,"6,54%"
3000,Martin Masson,15.0,-circonscription-nord,"
									LDI-MPF									","5,12%"
3001,Dominique Chambaut,15.0,-circonscription-nord,Génération écologie,"3,05%"
3002,Modeste Vanhoutte,15.0,-circonscription-nord,"
									Les nouveaux écologistes									","2,19%"
3003,Alain Dubois,15.0,-circonscription-nord,"
									Ecologie citoyenne									","2,17%"
3004,Georges Hage,16.0,-circonscription-nord,PCF,"37,69%"
3005,Jeannine Marquaille,16.0,-circonscription-nord,PS,"18,57%"
3006,René Gambiez,16.0,-circonscription-nord,FN,"13,23%"
3007,Serge Gaillot,16.0,-circonscription-nord,RPR,"13,03%"
3008,Patrick Vanandrewelt,16.0,-circonscription-nord,UDF dissident,"7,71%"
3009,Laurence Viguie,16.0,-circonscription-nord,LO,"3,34%"
3010,Philippe Bernard,16.0,-circonscription-nord,Les Verts,"2,80%"
3011,Béatrice Pottier,16.0,-circonscription-nord,"
									Les nouveaux écologistes									","2,02%"
3012,Zdzislaw Sniadach,16.0,-circonscription-nord,"
									LDI-CNIP									","1,61%"
3013,Annie Paurisse,16.0,-circonscription-nord,Génération écologie,"0,00%"
3014,Marc Dolez,17.0,-circonscription-nord,PS,"31,43%"
3015,Jacques Vernier,17.0,-circonscription-nord,RPR,"28,66%"
3016,Pierre Lefebvre,17.0,-circonscription-nord,PCF,"16,05%"
3017,Jean-Marie Lamare,17.0,-circonscription-nord,FN,"13,97%"
3018,Roger Marie,17.0,-circonscription-nord,LO,"2,71%"
3019,Geneviève Pirierros,17.0,-circonscription-nord,Les Verts,"2,15%"
3020,Jean-Marc Sergent,17.0,-circonscription-nord,"
									LDI-CNIP									","1,66%"
3021,Jacqueline Campari,17.0,-circonscription-nord,Génération écologie,"1,45%"
3022,Annick Makala,17.0,-circonscription-nord,"
									US4J									","0,97%"
3023,Lucette Duquesne,17.0,-circonscription-nord,"
									Mouvement écologiste indépendant									","0,53%"
3024,Jean-Pierre Versini,17.0,-circonscription-nord,PNR,"0,42%"
3025,François-Xavier Villain,18.0,-circonscription-nord,Divers droite,"30,87%"
3026,Brigitte Douay,18.0,-circonscription-nord,PS,"24,49%"
3027,Albert Ponthieux,18.0,-circonscription-nord,FN,"16,39%"
3028,Colette Dessaint,18.0,-circonscription-nord,PCF,"13,80%"
3029,Pierre Doise,18.0,-circonscription-nord,Divers droite,"4,88%"
3030,Marie Cuvillier,18.0,-circonscription-nord,Les Verts,"3,63%"
3031,Vincent Cambier,18.0,-circonscription-nord,"
									LDI-MPF									","2,11%"
3032,Mercedes Mamane,18.0,-circonscription-nord,"
									Les nouveaux écologistes									","1,66%"
3033,Victor-Jean Sailly,18.0,-circonscription-nord,Divers droite,"1,17%"
3034,Claudine Sartiaux,18.0,-circonscription-nord,Mouvement des citoyens,"1,00%"
3035,Patrick Leroy,19.0,-circonscription-nord,PCF,"33,21%"
3036,Michel François,19.0,-circonscription-nord,PS,"22,23%"
3037,Serge Thomes,19.0,-circonscription-nord,FN,"17,64%"
3038,Bernard Godin,19.0,-circonscription-nord,RPR,"14,90%"
3039,Josiane Dubois,19.0,-circonscription-nord,LO,"3,83%"
3040,Philippe Nenert,19.0,-circonscription-nord,"
									LDI-MPF									","2,21%"
3041,Nathalie Dejaeghere,19.0,-circonscription-nord,"
									Les nouveaux écologistes									","1,75%"
3042,Michel Moreau,19.0,-circonscription-nord,"
									Ecologie citoyenne									","1,74%"
3043,Frabrizio Traballoni,19.0,-circonscription-nord,Génération écologie,"1,53%"
3044,Stephan Zarembski,19.0,-circonscription-nord,Divers gauche,"0,97%"
3045,Alain Bocquet,20.0,-circonscription-nord,PCF,"41,10%"
3046,Michelle Béal,20.0,-circonscription-nord,FN,"20,22%"
3047,Nadine Cochy,20.0,-circonscription-nord,PS,"14,02%"
3048,Alexis Massart,20.0,-circonscription-nord,UDF,"13,58%"
3049,Christian Atzori,20.0,-circonscription-nord,Génération écologie,"2,62%"
3050,Jean-Pierre Lecesne,20.0,-circonscription-nord,LO,"2,54%"
