,Candidat,Circ,Departement,Parti,Score
4372,Martine Souday,2.0,-circonscription-oise,LCR,"1,88%"
4373,Marie-Luce Flury,2.0,-circonscription-oise,MNR,"1,11%"
4374,Marie-France Contant,2.0,-circonscription-oise,Pôle républicain,"0,74%"
4375,Michel Françaix,3.0,-circonscription-oise,PS,"30,06%"
4376,Cécile Bremard,3.0,-circonscription-oise,UMP,"26,44%"
4377,Michel Guiniot,3.0,-circonscription-oise,FN,"20,28%"
4378,Alain Blanchard,3.0,-circonscription-oise,PCF,"8,22%"
4379,Marianne Picard,3.0,-circonscription-oise,Pôle républicain,"2,92%"
4380,Fabrice Ribere,3.0,-circonscription-oise,Divers droite,"2,83%"
4381,Florence Naillou,3.0,-circonscription-oise,MPF,"1,95%"
4382,Roland Szpirko,3.0,-circonscription-oise,LO,"1,78%"
4383,Monique Rey,3.0,-circonscription-oise,LCR,"1,71%"
4384,Jean-Pierre Steinhofer,3.0,-circonscription-oise,MNR,"1,46%"
4385,Jean-Marie Mignot,3.0,-circonscription-oise,CPNT,"1,13%"
4386,Hélène Mathe,3.0,-circonscription-oise,Parti des travailleurs,"0,75%"
4387,Georges Tourat,3.0,-circonscription-oise,CNIP,"0,47%"
4388,Bakari Foul,3.0,-circonscription-oise,UDF,"0,00%"
4389,Eric Woerth,4.0,-circonscription-oise,UMP,"44,62%"
4390,Delphine Schwindenhammer,4.0,-circonscription-oise,Les Verts,"20,69%"
4391,Nadine Moutel,4.0,-circonscription-oise,FN,"15,50%"
4392,Philippe Boulland,4.0,-circonscription-oise,Divers,"4,72%"
4393,Jean-Christophe Canter,4.0,-circonscription-oise,Pôle républicain,"4,27%"
4394,Jacqueline Léonard,4.0,-circonscription-oise,PCF,"3,26%"
4395,Loïc Abrassart,4.0,-circonscription-oise,LCR,"1,80%"
4396,Marie-Thérèse Kubera,4.0,-circonscription-oise,LO,"1,61%"
4397,Didier Durouchoux,4.0,-circonscription-oise,MPF,"1,30%"
4398,Jean-Marie Carlhian,4.0,-circonscription-oise,MNR,"1,26%"
4399,Bernard Hedin,4.0,-circonscription-oise,CPNT,"0,97%"
4400,Lucien Degauchy,5.0,-circonscription-oise,UMP,"48,21%"
4401,Laurence Rossignol,5.0,-circonscription-oise,PS,"23,54%"
4402,Monique Burel,5.0,-circonscription-oise,FN,"14,97%"
4403,Hélène Masure,5.0,-circonscription-oise,PCF,"3,74%"
4404,Eric Dancoisne,5.0,-circonscription-oise,Les Verts,"2,98%"
4405,Hélène Becherini,5.0,-circonscription-oise,LO,"1,38%"
4406,Sophie Joubert,5.0,-circonscription-oise,LCR,"1,24%"
4407,Christian Ganier,5.0,-circonscription-oise,CPNT,"1,00%"
4408,Dominique Ciavatti,5.0,-circonscription-oise,CNIP,"0,85%"
4409,Gustave Baillot,5.0,-circonscription-oise,MPF,"0,66%"
4410,Muguette Udry,5.0,-circonscription-oise,MNR,"0,61%"
4411,Sylvie Chorowicz,5.0,-circonscription-oise,Parti des travailleurs,"0,47%"
4412,Odile Tissot,5.0,-circonscription-oise,Pôle républicain,"0,35%"
4413,François-Michel Gonnot,6.0,-circonscription-oise,UMP,"38,13%"
4414,Patrice Carvalho,6.0,-circonscription-oise,PCF,"34,71%"
4415,Pierre Descaves,6.0,-circonscription-oise,FN,"17,15%"
4416,Bernard Hellal,6.0,-circonscription-oise,Pôle républicain,"2,73%"
4417,Françoise Hacquart,6.0,-circonscription-oise,Les Verts,"2,51%"
4418,Frédéric Létuvé,6.0,-circonscription-oise,CPNT,"1,22%"
4419,Jean-Marc Iskin,6.0,-circonscription-oise,LO,"1,12%"
4420,Yves Bayart,6.0,-circonscription-oise,LCR,"0,96%"
4421,Didier Andrieux,6.0,-circonscription-oise,MPF,"0,67%"
4422,Gérard Debergue,6.0,-circonscription-oise,MNR,"0,54%"
4423,Bernard Teper,6.0,-circonscription-oise,"
									Initiative républicaine									","0,25%"
4424,Gérard Weyn,7.0,-circonscription-oise,PS,"23,75%"
4425,Edouard Courtial,7.0,-circonscription-oise,UMP,"23,37%"
4426,Georges Moreau,7.0,-circonscription-oise,FN,"20,01%"
4427,Jean-Pierre Braine,7.0,-circonscription-oise,Divers gauche,"11,54%"
4428,Guilhem Ricalens,7.0,-circonscription-oise,RPF,"5,14%"
4429,Patrick Malaize,7.0,-circonscription-oise,Divers droite,"4,22%"
4430,Pierre Bouillon,7.0,-circonscription-oise,Les Verts,"3,38%"
4431,Raymond Hallard,7.0,-circonscription-oise,LO,"2,03%"
4432,Arnaud Bevilacqua,7.0,-circonscription-oise,LCR,"1,71%"
4433,Jean-Francis Bocquillet,7.0,-circonscription-oise,MNR,"1,40%"
4434,Claude Lemaire,7.0,-circonscription-oise,CPNT,"1,22%"
4435,Michel Guignes,7.0,-circonscription-oise,Divers,"1,11%"
4436,Marcel Barra,7.0,-circonscription-oise,MPF,"0,70%"
4437,Christophe Le Penru,7.0,-circonscription-oise,"
									Nouvelle donne									","0,22%"
4438,Alain Bock,7.0,-circonscription-oise,Divers gauche,"0,18%"
4439,Yves Deniaud,1.0,-circonscription-orne,UMP,"39,26%"
4440,Joaquim Pueyo,1.0,-circonscription-orne,PS,"29,58%"
4441,Yves Héricourt,1.0,-circonscription-orne,Divers droite,"12,25%"
4442,Christian Goré,1.0,-circonscription-orne,FN,"8,76%"
4443,Jean-Paul Buard,1.0,-circonscription-orne,Les Verts,"2,25%"
4444,Christine Coulon,1.0,-circonscription-orne,LCR,"1,57%"
4445,Marinette Dejean,1.0,-circonscription-orne,CPNT,"1,06%"
4446,Francine Brière,1.0,-circonscription-orne,PCF,"1,00%"
4447,Claudine Prod'homme,1.0,-circonscription-orne,MPF,"0,99%"
4448,Jean-Pierre Scaglia,1.0,-circonscription-orne,LO,"0,97%"
4449,Thibaut Vrakas,1.0,-circonscription-orne,Pôle républicain,"0,65%"
4450,Daniel Reichert,1.0,-circonscription-orne,MNR,"0,62%"
4451,Mickaël Lemée,1.0,-circonscription-orne,MEI,"0,58%"
4452,Denis Pottier,1.0,-circonscription-orne,Génération écologie,"0,31%"
4453,Frédéric Vanwierst,1.0,-circonscription-orne,Divers gauche,"0,15%"
4454,Jean-Claude Lenoir,2.0,-circonscription-orne,UMP,"52,31%"
4455,Anne-Marie Moretti,2.0,-circonscription-orne,PS,"19,14%"
4456,Claude Guitton,2.0,-circonscription-orne,FN,"14,98%"
4457,Sylvie Salaün,2.0,-circonscription-orne,Les Verts,"2,93%"
4458,Antoine Rocquemont,2.0,-circonscription-orne,MPF,"1,76%"
4459,Jean-Luc Cambon,2.0,-circonscription-orne,CPNT,"1,67%"
4460,Chantal Flores,2.0,-circonscription-orne,LO,"1,53%"
4461,Jean-Louis Mustière,2.0,-circonscription-orne,PCF,"1,44%"
4462,Jean-Yves Mitton,2.0,-circonscription-orne,LCR,"1,44%"
4463,Stéphane Guillemot,2.0,-circonscription-orne,Cap 21,"1,12%"
4464,Mireille Lemercier,2.0,-circonscription-orne,MNR,"1,12%"
4465,Roger Géraud,2.0,-circonscription-orne,MEI,"0,56%"
4466,Sylvia Bassot,3.0,-circonscription-orne,Démocratie libérale,"51,77%"
4467,Laurent Beauvais,3.0,-circonscription-orne,PS,"24,55%"
4468,Brigitte Lecoeur,3.0,-circonscription-orne,FN,"10,91%"
4469,Yannick Soubien,3.0,-circonscription-orne,Les Verts,"5,05%"
4470,Robert Levesque,3.0,-circonscription-orne,PCF,"1,99%"
4471,Jean-Pierre Lancre,3.0,-circonscription-orne,CPNT,"1,84%"
4472,François Cailly,3.0,-circonscription-orne,LCR,"1,67%"
4473,Sylvie Kohn,3.0,-circonscription-orne,LO,"1,52%"
4474,Stephan Zeymes,3.0,-circonscription-orne,MNR,"0,70%"
4475,Anne Quillard,3.0,-circonscription-orne,Parti blanc,"0,00%"
4476,Jean-Pierre Defontaine,1.0,-circonscription-pas-de-calais,PRG,"31,39%"
4477,Philippe Rapeneau,1.0,-circonscription-pas-de-calais,UMP,"23,17%"
4478,Denise Bocquillet,1.0,-circonscription-pas-de-calais,UDF,"12,01%"
4479,Jean-Marc Maurice,1.0,-circonscription-pas-de-calais,FN,"11,85%"
4480,Isabelle Carré,1.0,-circonscription-pas-de-calais,CPNT,"4,87%"
4481,Gérard Pavy,1.0,-circonscription-pas-de-calais,Divers droite,"3,70%"
4482,Christiane Ducamp,1.0,-circonscription-pas-de-calais,Les Verts,"2,71%"
4483,Michella Jaffré,1.0,-circonscription-pas-de-calais,PCF,"2,19%"
4484,Isabelle Brunet,1.0,-circonscription-pas-de-calais,LO,"1,77%"
4485,Fabien Besson,1.0,-circonscription-pas-de-calais,LCR,"1,68%"
4486,Bertrand Alexandre,1.0,-circonscription-pas-de-calais,Pôle républicain,"1,44%"
4487,Philippe Fourmaux,1.0,-circonscription-pas-de-calais,MPF,"0,84%"
4488,Danièle d'Hollander,1.0,-circonscription-pas-de-calais,MNR,"0,83%"
4489,Arnold Massart,1.0,-circonscription-pas-de-calais,Divers,"0,60%"
4490,Fatima Blaha,1.0,-circonscription-pas-de-calais,Génération écologie,"0,33%"
4491,Jean-Jacques Dambreville,1.0,-circonscription-pas-de-calais,"
									Parti pour la défense des animaux									","0,32%"
4492,Danielle Briche,1.0,-circonscription-pas-de-calais,Divers gauche,"0,30%"
4493,Bertrand Poullain,1.0,-circonscription-pas-de-calais,Divers droite,"0,00%"
4494,Catherine Génisson,2.0,-circonscription-pas-de-calais,PS,"32,71%"
4495,François Desmazière,2.0,-circonscription-pas-de-calais,UMP,"24,82%"
4496,Catherine Salagnac,2.0,-circonscription-pas-de-calais,FN,"12,47%"
4497,Jean-Marie Alexandre,2.0,-circonscription-pas-de-calais,Pôle républicain,"7,54%"
4498,Jean-François Depret,2.0,-circonscription-pas-de-calais,MPF,"6,82%"
4499,Jean-Michel Bécquet,2.0,-circonscription-pas-de-calais,CPNT,"4,61%"
4500,Jacques Partris,2.0,-circonscription-pas-de-calais,PCF,"2,77%"
4501,Monique Suckerdoff,2.0,-circonscription-pas-de-calais,Les Verts,"1,60%"
4502,Catherine Adamus,2.0,-circonscription-pas-de-calais,LO,"1,53%"
4503,Armelle Pertus,2.0,-circonscription-pas-de-calais,LCR,"1,47%"
4504,Dominique Lermoyer,2.0,-circonscription-pas-de-calais,Le trèfle,"1,34%"
4505,Dominique Denghin,2.0,-circonscription-pas-de-calais,MNR,"0,82%"
4506,Eric Venel,2.0,-circonscription-pas-de-calais,MEI,"0,65%"
4507,Eric Julien,2.0,-circonscription-pas-de-calais,Rassemblement des contribuables français,"0,47%"
4508,Shérif Blaha,2.0,-circonscription-pas-de-calais,Génération écologie,"0,21%"
4509,Guy Roaux,2.0,-circonscription-pas-de-calais,Divers droite,"0,16%"
4510,Jean-Claude Leroy,3.0,-circonscription-pas-de-calais,PS,"39,09%"
4511,Brigitte de Prémont,3.0,-circonscription-pas-de-calais,UMP,"33,41%"
4512,Catherine Mancheron,3.0,-circonscription-pas-de-calais,FN,"9,50%"
4513,Jean-Louis Desvignes,3.0,-circonscription-pas-de-calais,CPNT,"5,91%"
4514,Alain Libert,3.0,-circonscription-pas-de-calais,PCF,"2,91%"
4515,Hubert Houliez,3.0,-circonscription-pas-de-calais,MPF,"1,71%"
4516,Raymond Merlin,3.0,-circonscription-pas-de-calais,LO,"1,49%"
4517,Ingrid Hayes,3.0,-circonscription-pas-de-calais,LCR,"1,32%"
4518,Jean-François Marquis,3.0,-circonscription-pas-de-calais,Les Verts,"1,22%"
4519,Denise Fruchart,3.0,-circonscription-pas-de-calais,"
									Parti pour la défense des animaux									","1,13%"
4520,Jean-Pierre d'Hollander,3.0,-circonscription-pas-de-calais,MNR,"0,99%"
4521,Nicole Canlers,3.0,-circonscription-pas-de-calais,Pôle républicain,"0,72%"
4522,Frédéric Vidal,3.0,-circonscription-pas-de-calais,MEI,"0,43%"
4523,Khelifa Hamida,3.0,-circonscription-pas-de-calais,Génération écologie,"0,17%"
4524,Léonce Deprez,4.0,-circonscription-pas-de-calais,UMP,"37,35%"
4525,Danièle Lhomme,4.0,-circonscription-pas-de-calais,PS,"25,11%"
4526,Didier Frémaux,4.0,-circonscription-pas-de-calais,CPNT,"9,48%"
4527,Isabelle Leroy,4.0,-circonscription-pas-de-calais,FN,"9,42%"
4528,Jean-Pierre Level,4.0,-circonscription-pas-de-calais,Divers droite,"7,44%"
4529,Josette Samson,4.0,-circonscription-pas-de-calais,PCF,"2,22%"
4530,Patrick Macquet,4.0,-circonscription-pas-de-calais,LO,"1,52%"
4531,Julien Beuzard,4.0,-circonscription-pas-de-calais,"
									Droit de chasse									","1,52%"
4532,Antoine Duport,4.0,-circonscription-pas-de-calais,Divers droite,"1,40%"
4533,Martine Mocomble,4.0,-circonscription-pas-de-calais,Les Verts,"1,29%"
4534,Séverine Mucin,4.0,-circonscription-pas-de-calais,"
									Parti pour la défense des animaux									","0,92%"
4535,Françoise Dufour,4.0,-circonscription-pas-de-calais,Pôle républicain,"0,87%"
4536,Bernard Lebas,4.0,-circonscription-pas-de-calais,MEI,"0,51%"
4537,Mayté Varaut,4.0,-circonscription-pas-de-calais,MPF,"0,35%"
4538,Sophie Vermeulen,4.0,-circonscription-pas-de-calais,Les alternatifs,"0,29%"
4539,Corinne Guasmia,4.0,-circonscription-pas-de-calais,Les Verts,"0,16%"
4540,Pierre Secret,4.0,-circonscription-pas-de-calais,Démocratie active,"0,15%"
4541,Guy Lengagne,5.0,-circonscription-pas-de-calais,Divers gauche,"29,64%"
4542,Jean-Pierre Pont,5.0,-circonscription-pas-de-calais,UMP,"21,42%"
4543,Laurent Feutry,5.0,-circonscription-pas-de-calais,UDF,"18,08%"
4544,Jean-Claude Juda,5.0,-circonscription-pas-de-calais,PCF,"9,36%"
4545,Monique Sgard,5.0,-circonscription-pas-de-calais,FN,"9,31%"
4546,Danièle Nuttens,5.0,-circonscription-pas-de-calais,CPNT,"2,15%"
4547,Frédéric Garet,5.0,-circonscription-pas-de-calais,Les Verts,"1,95%"
4548,Pierre Madelain,5.0,-circonscription-pas-de-calais,LO,"1,70%"
4549,Stéphane Savard,5.0,-circonscription-pas-de-calais,LCR,"1,33%"
4550,Eric Legros,5.0,-circonscription-pas-de-calais,Pôle républicain,"1,26%"
4551,Marie-Lyse Demarque,5.0,-circonscription-pas-de-calais,"
									Parti pour la défense des animaux									","1,13%"
4552,Guy Molliens,5.0,-circonscription-pas-de-calais,MNR,"0,96%"
4553,Miguel Torres,5.0,-circonscription-pas-de-calais,MEI,"0,65%"
4554,Martine Lefèbure-Thévenet,5.0,-circonscription-pas-de-calais,MPF,"0,59%"
4555,Christian Louchez,5.0,-circonscription-pas-de-calais,Les alternatifs,"0,27%"
4556,Manuelle Guastalli,5.0,-circonscription-pas-de-calais,Génération écologie,"0,18%"
4557,Jack Lang,6.0,-circonscription-pas-de-calais,PS,"39,03%"
4558,Bernard Deram,6.0,-circonscription-pas-de-calais,UMP,"30,54%"
4559,Michel Somville,6.0,-circonscription-pas-de-calais,FN,"10,28%"
4560,Gisèle Cocquerelle,6.0,-circonscription-pas-de-calais,PCF,"4,54%"
4561,Remi Harle,6.0,-circonscription-pas-de-calais,CPNT,"4,04%"
4562,Gérard D'Andréa,6.0,-circonscription-pas-de-calais,Energies démocrates,"1,94%"
4563,Françoise Millot,6.0,-circonscription-pas-de-calais,LO,"1,50%"
4564,Marie-France Level,6.0,-circonscription-pas-de-calais,Les Verts,"1,50%"
4565,Jacques Fourny,6.0,-circonscription-pas-de-calais,MNR,"1,50%"
4566,Madeleine Cheuva,6.0,-circonscription-pas-de-calais,Pôle républicain,"1,14%"
4567,Monique Gumez,6.0,-circonscription-pas-de-calais,"
									Parti pour la défense des animaux									","0,87%"
4568,Angela Stefanatos,6.0,-circonscription-pas-de-calais,LCR,"0,71%"
4569,Jeanine Chaufour-Royer,6.0,-circonscription-pas-de-calais,MPF,"0,60%"
4570,Olivier Dumont,6.0,-circonscription-pas-de-calais,MEI,"0,48%"
4571,Daniel Leau,6.0,-circonscription-pas-de-calais,Divers gauche,"0,27%"
4572,Michel Monger,6.0,-circonscription-pas-de-calais,Divers droite,"0,26%"
4573,Arlette Deverdenne,6.0,-circonscription-pas-de-calais,Les alternatifs,"0,26%"
4574,Nicolas Thirez,6.0,-circonscription-pas-de-calais,RPF,"0,21%"
4575,Clotilde Seguy,6.0,-circonscription-pas-de-calais,Génération écologie,"0,17%"
4576,Laurent Condette,6.0,-circonscription-pas-de-calais,Divers gauche,"0,15%"
4577,Gilles Cocquempot,7.0,-circonscription-pas-de-calais,PS,"26,09%"
4578,Natacha Bouchart,7.0,-circonscription-pas-de-calais,UMP,"20,11%"
4579,Michel Ximenes,7.0,-circonscription-pas-de-calais,FN,"13,44%"
4580,Arnaud Leclair,7.0,-circonscription-pas-de-calais,UDF,"11,61%"
4581,Marcel Levaillant,7.0,-circonscription-pas-de-calais,PCF,"8,30%"
4582,Francis Fontaine,7.0,-circonscription-pas-de-calais,CPNT,"5,29%"
4583,Isabelle Dehouck,7.0,-circonscription-pas-de-calais,Divers droite,"4,65%"
4584,Dominique Wailly,7.0,-circonscription-pas-de-calais,LO,"2,42%"
4585,Catherine Bourgeois,7.0,-circonscription-pas-de-calais,Les Verts,"1,82%"
4586,Marijana Petrovic-Rignault,7.0,-circonscription-pas-de-calais,LCR,"1,52%"
4587,Michel Lenglin,7.0,-circonscription-pas-de-calais,Pôle républicain,"1,36%"
4588,Murielle Richet,7.0,-circonscription-pas-de-calais,Le trèfle,"1,31%"
4589,Catherine Lornier,7.0,-circonscription-pas-de-calais,MNR,"0,97%"
4590,Jean-Marc Ben,7.0,-circonscription-pas-de-calais,Les alternatifs,"0,83%"
4591,Geneviève Berthet,7.0,-circonscription-pas-de-calais,Génération écologie,"0,29%"
4592,Michel Lefait,8.0,-circonscription-pas-de-calais,PS,"44,13%"
4593,Marie-Pascale Bataille,8.0,-circonscription-pas-de-calais,UMP,"29,11%"
4594,Séverine Leturque,8.0,-circonscription-pas-de-calais,FN,"10,27%"
4595,Bruno Cottrez,8.0,-circonscription-pas-de-calais,CPNT,"4,26%"
4596,Laurent Clouet,8.0,-circonscription-pas-de-calais,LO,"2,23%"
4597,François Dubout,8.0,-circonscription-pas-de-calais,RPF,"2,02%"
4598,Michel Vanacker,8.0,-circonscription-pas-de-calais,Divers droite,"1,71%"
4599,Elsa Peskine,8.0,-circonscription-pas-de-calais,LCR,"1,35%"
4600,Dominique Debelle,8.0,-circonscription-pas-de-calais,Les Verts,"1,03%"
4601,Antoinette Hurtrez,8.0,-circonscription-pas-de-calais,Le trèfle,"1,01%"
4602,Monique Gheerardyn,8.0,-circonscription-pas-de-calais,PCF,"0,91%"
4603,Odile Fourny,8.0,-circonscription-pas-de-calais,MNR,"0,88%"
4604,Pierre Vandenbroucke,8.0,-circonscription-pas-de-calais,MEI,"0,47%"
4605,Véronique Devender,8.0,-circonscription-pas-de-calais,Les alternatifs,"0,23%"
4606,Marie-Isabelle Rosique,8.0,-circonscription-pas-de-calais,Génération écologie,"0,23%"
4607,Emile Lecocq,8.0,-circonscription-pas-de-calais,Divers,"0,17%"
4608,Nicolas Le Jean,8.0,-circonscription-pas-de-calais,Divers gauche,"0,00%"
4609,Bernadette Leroy,8.0,-circonscription-pas-de-calais,MNR,"0,00%"
4610,André Flajolet,9.0,-circonscription-pas-de-calais,UMP,"29,96%"
4611,Marie-Noëlle Lienemann,9.0,-circonscription-pas-de-calais,PS,"28,80%"
4612,Bernard Seux,9.0,-circonscription-pas-de-calais,Pôle républicain,"10,08%"
4613,Evelyne Géronnez,9.0,-circonscription-pas-de-calais,FN,"10,06%"
4614,Lucien Andriès,9.0,-circonscription-pas-de-calais,PCF,"9,46%"
4615,Jean-Pierre Méresse,9.0,-circonscription-pas-de-calais,CPNT,"2,70%"
4616,Joël Caron,9.0,-circonscription-pas-de-calais,Les Verts,"2,34%"
4617,Anne-Marie Duez,9.0,-circonscription-pas-de-calais,Divers droite,"2,01%"
4618,Jean-Paul Wallard,9.0,-circonscription-pas-de-calais,LO,"1,66%"
4619,Leïla Benallegue,9.0,-circonscription-pas-de-calais,LCR,"0,94%"
4620,Michel Hécquet,9.0,-circonscription-pas-de-calais,MEI,"0,78%"
4621,Pascal Ferey,9.0,-circonscription-pas-de-calais,MNR,"0,76%"
4622,Katia Scotto di Apollonia,9.0,-circonscription-pas-de-calais,Génération écologie,"0,27%"
4623,Pierre Prévot,9.0,-circonscription-pas-de-calais,Divers gauche,"0,19%"
4624,Serge Janquin,10.0,-circonscription-pas-de-calais,PS,"37,62%"
4625,Isabelle Morel,10.0,-circonscription-pas-de-calais,UMP,"17,15%"
4626,Daniel Dewalle,10.0,-circonscription-pas-de-calais,PCF,"16,45%"
4627,Jean-Baptiste Morchipont,10.0,-circonscription-pas-de-calais,FN,"14,26%"
4628,Marie-Danièle Duquenne,10.0,-circonscription-pas-de-calais,LO,"2,90%"
4629,Alice Alexandre,10.0,-circonscription-pas-de-calais,CPNT,"1,88%"
4630,Xavier Morel,10.0,-circonscription-pas-de-calais,LCR,"1,88%"
4631,Nathalie Voegele,10.0,-circonscription-pas-de-calais,Les Verts,"1,83%"
4632,Claudine Lescouf,10.0,-circonscription-pas-de-calais,"
									Parti pour la défense des animaux									","1,68%"
4633,Jean-Claude Baziuk,10.0,-circonscription-pas-de-calais,Pôle républicain,"1,54%"
4634,Michel Klock,10.0,-circonscription-pas-de-calais,RPF,"1,10%"
4635,Michelle Trouvillez,10.0,-circonscription-pas-de-calais,MEI,"0,72%"
4636,Emmanuel Rignaux,10.0,-circonscription-pas-de-calais,MNR,"0,68%"
4637,Malika Benyettou,10.0,-circonscription-pas-de-calais,Génération écologie,"0,32%"
4638,Nicodème Knopik,10.0,-circonscription-pas-de-calais,Divers,"0,00%"
4639,Marcel Cabiddu,11.0,-circonscription-pas-de-calais,PS,"30,16%"
4640,Eric Iorio,11.0,-circonscription-pas-de-calais,FN,"18,47%"
4641,MYRIAM Wonterghem-Billiaux,11.0,-circonscription-pas-de-calais,UMP,"13,46%"
4642,Rémy Auchedé,11.0,-circonscription-pas-de-calais,PCF,"11,59%"
4643,Annie Delannoy-Jumez,11.0,-circonscription-pas-de-calais,UDF,"9,01%"
4644,Muriel Dutrieu,11.0,-circonscription-pas-de-calais,PCF,"3,22%"
4645,Jacques Switalski,11.0,-circonscription-pas-de-calais,Les Verts,"2,62%"
4646,Régis Scheenaerts,11.0,-circonscription-pas-de-calais,LO,"2,26%"
4647,Chantal Creton,11.0,-circonscription-pas-de-calais,CPNT,"1,77%"
4648,Cathy Burgeat,11.0,-circonscription-pas-de-calais,Le trèfle,"1,66%"
4649,Séverine Duval,11.0,-circonscription-pas-de-calais,LCR,"1,54%"
4650,Marcel Part,11.0,-circonscription-pas-de-calais,MNR,"1,18%"
4651,Bernadette Dury,11.0,-circonscription-pas-de-calais,MPF,"1,12%"
4652,David Masson,11.0,-circonscription-pas-de-calais,Parti blanc,"1,05%"
4653,Catherine Lebrun,11.0,-circonscription-pas-de-calais,MEI,"0,56%"
4654,Eliane Stegner,11.0,-circonscription-pas-de-calais,Génération écologie,"0,33%"
4655,Jean-Pierre Kucheida,12.0,-circonscription-pas-de-calais,PS,"43,71%"
4656,Louis Lecoeuvre,12.0,-circonscription-pas-de-calais,FN,"16,05%"
4657,Jeanine Duquesne,12.0,-circonscription-pas-de-calais,UMP,"12,59%"
4658,Cathy Apourceau,12.0,-circonscription-pas-de-calais,PCF,"10,32%"
4659,Bernard Urbaniak,12.0,-circonscription-pas-de-calais,Pôle républicain,"4,25%"
4660,Nathalie Hubert,12.0,-circonscription-pas-de-calais,LO,"2,92%"
4661,Daniel Ludwikowski,12.0,-circonscription-pas-de-calais,Les Verts,"2,73%"
4662,Sylviane Charles,12.0,-circonscription-pas-de-calais,LCR,"1,75%"
4663,Rosemonde Lefrancq,12.0,-circonscription-pas-de-calais,CPNT,"1,44%"
4664,Marie-Paule Vasselle,12.0,-circonscription-pas-de-calais,MNR,"1,01%"
4665,Henri Bailleul,12.0,-circonscription-pas-de-calais,MEI,"0,99%"
4666,Christian Guffroy,12.0,-circonscription-pas-de-calais,Parti des travailleurs,"0,92%"
4667,Annette Parra,12.0,-circonscription-pas-de-calais,Génération écologie,"0,64%"
4668,Cendrine Duriez,12.0,-circonscription-pas-de-calais,Les alternatifs,"0,37%"
4669,Murielle Drelon,12.0,-circonscription-pas-de-calais,"
									Initiative républicaine									","0,31%"
4670,Jean-Claude Bois,13.0,-circonscription-pas-de-calais,PS,"38,20%"
4671,Marine Le Pen,13.0,-circonscription-pas-de-calais,FN,"24,24%"
4672,Yvan Druon,13.0,-circonscription-pas-de-calais,PCF,"13,93%"
4673,Béatrice Permuy,13.0,-circonscription-pas-de-calais,UMP,"13,34%"
4674,Christine Degrugillier,13.0,-circonscription-pas-de-calais,Les Verts,"1,83%"
4675,Renata Stankowiak,13.0,-circonscription-pas-de-calais,LO,"1,78%"
4676,Patricia Nowak,13.0,-circonscription-pas-de-calais,"
									Parti pour la défense des animaux									","1,48%"
4677,Gustave Ansart,13.0,-circonscription-pas-de-calais,Pôle républicain,"1,32%"
4678,Isabelle Krzywkowski,13.0,-circonscription-pas-de-calais,LCR,"1,00%"
4679,Marie-Josée Barbet,13.0,-circonscription-pas-de-calais,MNR,"0,96%"
4680,Marc Thorel,13.0,-circonscription-pas-de-calais,MEI,"0,70%"
4681,Micheline Ben Mohamed,13.0,-circonscription-pas-de-calais,CPNT,"0,67%"
4682,Naceira Vincent,13.0,-circonscription-pas-de-calais,Les alternatifs,"0,35%"
4683,Alexandra Nguyen-Van-Gam,13.0,-circonscription-pas-de-calais,Divers,"0,21%"
4684,Albert Facon,14.0,-circonscription-pas-de-calais,PS,"26,23%"
4685,Steeve Briois,14.0,-circonscription-pas-de-calais,FN,"20,06%"
4686,Gérard Dalongeville,14.0,-circonscription-pas-de-calais,Pôle républicain,"14,44%"
4687,Jean Urbaniak,14.0,-circonscription-pas-de-calais,Divers droite,"12,24%"
4688,Bernard Czerwinski,14.0,-circonscription-pas-de-calais,PCF,"11,08%"
4689,Muriel Bury-Crombez,14.0,-circonscription-pas-de-calais,UMP,"7,67%"
4690,Pascaline Blanchard,14.0,-circonscription-pas-de-calais,Les Verts,"1,53%"
4691,Dominique Guidon,14.0,-circonscription-pas-de-calais,LO,"1,39%"
4692,Philippe Burgeat,14.0,-circonscription-pas-de-calais,"
									Parti pour la défense des animaux									","1,34%"
4693,Sandrine Cypryszczak,14.0,-circonscription-pas-de-calais,LCR,"1,00%"
4694,Hélène Deroo,14.0,-circonscription-pas-de-calais,CPNT,"0,76%"
4695,Saverio Maldonato,14.0,-circonscription-pas-de-calais,Divers gauche,"0,66%"
4696,Philippe Martel,14.0,-circonscription-pas-de-calais,MEI,"0,57%"
4697,Mohamed Benhammou,14.0,-circonscription-pas-de-calais,Divers gauche,"0,54%"
4698,Jean-Marie Monka,14.0,-circonscription-pas-de-calais,Divers droite,"0,47%"
4699,Antoinette Cammilleri,14.0,-circonscription-pas-de-calais,Génération écologie,"0,00%"
4700,Odile Saugues,1.0,-circonscription-puy-de-dome,PS,"36,53%"
4701,Anne Courtille,1.0,-circonscription-puy-de-dome,UMP,"23,69%"
4702,Michel Fanget,1.0,-circonscription-puy-de-dome,UDF,"14,96%"
4703,Jean-Claude Lalanne de Haut,1.0,-circonscription-puy-de-dome,FN,"7,87%"
4704,Alain Laffont,1.0,-circonscription-puy-de-dome,LCR,"4,79%"
4705,Patricia Aucouturier,1.0,-circonscription-puy-de-dome,PCF,"3,38%"
4706,Renée Matasse,1.0,-circonscription-puy-de-dome,Les Verts,"2,34%"
4707,Danielle Pascual,1.0,-circonscription-puy-de-dome,Pôle républicain,"1,89%"
