,Candidat,Circ,Departement,Parti,Score
3635,Jean-Luc Mazzilli,10.0,-circonscription-moselle,Les Verts,"2,80%"
3636,Guy Alexandre,10.0,-circonscription-moselle,MNR,"1,73%"
3637,Bernard Thierry,10.0,-circonscription-moselle,LO,"1,60%"
3638,Marie-Michèle Blimer,10.0,-circonscription-moselle,MPF,"1,55%"
3639,Michel Jakubczyk,10.0,-circonscription-moselle,PT,"0,99%"
3640,Oonagh Weldon,10.0,-circonscription-moselle,Mouvement Ecologiste Indépendant,"0,78%"
3641,Alain Hugel,10.0,-circonscription-moselle,MNR,"0,68%"
3642,Serge Guersing,10.0,-circonscription-moselle,La France en Action,"0,46%"
3643,Martine Carrillon-Couvreur,1.0,-circonscription-nievre,PS,"40,33%"
3644,Daniel Rostein,1.0,-circonscription-nievre,UMP,"36,28%"
3645,Martine Mazoyer,1.0,-circonscription-nievre,MoDem,"6,38%"
3646,Régis de la Croix-Vaubois,1.0,-circonscription-nievre,FN,"4,35%"
3647,Catherine Perret,1.0,-circonscription-nievre,PCF,"4,05%"
3648,Jean-Yves Demortière,1.0,-circonscription-nievre,Les Verts,"3,44%"
3649,Fabienne Brifault,1.0,-circonscription-nievre,LCR,"2,22%"
3650,Geneviève Lemoine,1.0,-circonscription-nievre,LO,"1,31%"
3651,Isabelle Guimbellot,1.0,-circonscription-nievre,MPF,"1,10%"
3652,André Bouis,1.0,-circonscription-nievre,PT,"0,55%"
3653,Gaëtan Gorce,2.0,-circonscription-nievre,PS,"40,09%"
3654,Annie Legrain,2.0,-circonscription-nievre,UMP,"33,25%"
3655,Monique Choquel,2.0,-circonscription-nievre,PCF,"6,01%"
3656,Claude Le Bris,2.0,-circonscription-nievre,FN,"4,40%"
3657,Isabelle Bonnicel,2.0,-circonscription-nievre,MoDem,"4,21%"
3658,Wilfrid Sejeau,2.0,-circonscription-nievre,Les Verts,"2,78%"
3659,Thierry Guintrand,2.0,-circonscription-nievre,LCR,"2,09%"
3660,Alexis Richert,2.0,-circonscription-nievre,MPF,"1,94%"
3661,Madeleine Avizou,2.0,-circonscription-nievre,CPNT,"1,27%"
3662,Dominique Dupuis,2.0,-circonscription-nievre,LO,"1,16%"
3663,Lionel Duployez,2.0,-circonscription-nievre,Le Trèfle,"0,96%"
3664,Bernard Gagnepain,2.0,-circonscription-nievre,La France en Action,"0,70%"
3665,Olivier Mahu,2.0,-circonscription-nievre,MNR,"0,60%"
3666,Julien Gonzalez,2.0,-circonscription-nievre,DIV,"0,54%"
3667,Christian Paul,3.0,-circonscription-nievre,PS,"44,50%"
3668,Brigitte Freytag,3.0,-circonscription-nievre,UMP,"34,54%"
3669,Marcel Stephan,3.0,-circonscription-nievre,FN,"4,85%"
3670,Martine Garnier-Lorette,3.0,-circonscription-nievre,MoDem,"4,34%"
3671,Jean-Marc Soisson,3.0,-circonscription-nievre,PCF,"3,43%"
3672,Bernadette Orphelin,3.0,-circonscription-nievre,Les Verts,"2,84%"
3673,Henriette Frebault,3.0,-circonscription-nievre,MPF,"1,91%"
3674,Alissa El Ayeb,3.0,-circonscription-nievre,LCR,"1,70%"
3675,Denis Segonds,3.0,-circonscription-nievre,LO,"1,38%"
3676,Etienne Somazzi,3.0,-circonscription-nievre,MNR,"0,52%"
3677,Sébastien Gleynat,3.0,-circonscription-nievre,DIV,"0,00%"
3678,Bernard Roman,1.0,-circonscription-nord,PS,"40,17%"
3679,Khalida Sellali,1.0,-circonscription-nord,UMP,"26,64%"
3680,Nicolas Lebas,1.0,-circonscription-nord,MoDem,"13,82%"
3681,Philippe Bernard,1.0,-circonscription-nord,FN,"5,84%"
3682,Frédéric Sarkis,1.0,-circonscription-nord,Les Verts,"4,57%"
3683,Jan Pauwels,1.0,-circonscription-nord,LCR,"3,20%"
3684,Franck Jakubek,1.0,-circonscription-nord,PCF,"2,24%"
3685,Chantal Pote,1.0,-circonscription-nord,Le Trèfle,"1,44%"
3686,Nicole Baudrin,1.0,-circonscription-nord,LO,"1,13%"
3687,Daniel Jubert,1.0,-circonscription-nord,Le Nouveau Centre,"0,75%"
3688,Nicole Boucly,1.0,-circonscription-nord,La France en Action,"0,20%"
3689,Bernard Derosier,2.0,-circonscription-nord,PS,"36,29%"
3690,Caroline Vannier,2.0,-circonscription-nord,UMP,"28,88%"
3691,Christian Carnois,2.0,-circonscription-nord,MoDem,"12,85%"
3692,Jean-Pierre Mispelon,2.0,-circonscription-nord,Les Verts,"5,35%"
3693,Frédéric Gossart,2.0,-circonscription-nord,FN,"4,47%"
3694,Lydie Thouvenot,2.0,-circonscription-nord,LCR,"3,71%"
3695,Roger Maly,2.0,-circonscription-nord,PCF,"3,48%"
3696,Pascale Rougée,2.0,-circonscription-nord,LO,"1,46%"
3697,Corinne Miran,2.0,-circonscription-nord,Mouvement Ecologiste Indépendant,"1,08%"
3698,Marie-Claire Deffrennes,2.0,-circonscription-nord,MNR,"0,74%"
3699,Eric Brebion,2.0,-circonscription-nord,La France en Action,"0,70%"
3700,Yann Elias,2.0,-circonscription-nord,Le Nouveau Centre,"0,64%"
3701,Jean-Michel Carpentier,2.0,-circonscription-nord,PT,"0,34%"
3702,Christian Decocq,3.0,-circonscription-nord,UMP,"39,57%"
3703,Alain Cacheux,3.0,-circonscription-nord,PS,"28,73%"
3704,Thierry Pauchet,3.0,-circonscription-nord,MoDem,"12,88%"
3705,Philippe Tostain,3.0,-circonscription-nord,Les Verts,"5,70%"
3706,Eliane Coolzaet,3.0,-circonscription-nord,FN,"3,77%"
3707,Franck Vandecasteele,3.0,-circonscription-nord,EXG,"3,40%"
3708,Christian Bernard,3.0,-circonscription-nord,LCR,"2,88%"
3709,Dominique Labis,3.0,-circonscription-nord,Le Trèfle,"1,29%"
3710,Véronique Marseguerra,3.0,-circonscription-nord,LO,"0,95%"
3711,Rémi Castermans,3.0,-circonscription-nord,MNR,"0,66%"
3712,Murielle Jozefiak,3.0,-circonscription-nord,La France en Action,"0,16%"
3713,Marc-Philippe Daubresse,4.0,-circonscription-nord,UMP,"46,77%"
3714,Martine Filleul,4.0,-circonscription-nord,PS,"21,49%"
3715,Olivier Henno,4.0,-circonscription-nord,MoDem,"18,09%"
3716,Chantal Dubrulle,4.0,-circonscription-nord,FN,"4,11%"
3717,Vinciane Faber,4.0,-circonscription-nord,Les Verts,"3,52%"
3718,Emilie Samoy,4.0,-circonscription-nord,PCF,"2,83%"
3719,Gilles Boury,4.0,-circonscription-nord,LO,"1,21%"
3720,Jean Netchenawoe,4.0,-circonscription-nord,Mouvement Ecologiste Indépendant,"0,80%"
3721,Marie-Pierre Wexsteen,4.0,-circonscription-nord,CPNT,"0,69%"
3722,Jean Delval,4.0,-circonscription-nord,MNR,"0,31%"
3723,Michel Guillaume,4.0,-circonscription-nord,La France en Action,"0,17%"
3724,Bernard Larguèze,4.0,-circonscription-nord,DIV,"0,00%"
3725,Sébastien Huyghe,5.0,-circonscription-nord,UMP,"41,00%"
3726,Brigitte Parat,5.0,-circonscription-nord,PS,"25,96%"
3727,Dany Wattebled,5.0,-circonscription-nord,MoDem,"9,27%"
3728,Bernard Debreu,5.0,-circonscription-nord,PCF,"8,17%"
3729,Thérèse Lesaffre,5.0,-circonscription-nord,FN,"5,41%"
3730,Pascale Leroy,5.0,-circonscription-nord,Les Verts,"2,71%"
3731,Mathilde Horn,5.0,-circonscription-nord,LCR,"2,23%"
3732,Jacques Bourrez,5.0,-circonscription-nord,MPF,"1,58%"
3733,Jacqueline Montagne,5.0,-circonscription-nord,Le Trèfle,"1,24%"
3734,Xavier Lapierre,5.0,-circonscription-nord,LO,"1,15%"
3735,Béatrice Warlop,5.0,-circonscription-nord,CPNT,"0,80%"
3736,Danièle Roussez,5.0,-circonscription-nord,MNR,"0,29%"
3737,Jean-Pierre Thellier,5.0,-circonscription-nord,La France en Action,"0,17%"
3738,Thierry Lazaro,6.0,-circonscription-nord,UMP,"47,56%"
3739,Dominique Bailly,6.0,-circonscription-nord,PS,"26,56%"
3740,Alain Duchesne,6.0,-circonscription-nord,MoDem,"8,45%"
3741,Laurence Monteil,6.0,-circonscription-nord,FN,"5,11%"
3742,Nadine Savary,6.0,-circonscription-nord,PCF,"3,13%"
3743,Maryse Faber-Rossi,6.0,-circonscription-nord,Les Verts,"2,69%"
3744,Sarah Sardou,6.0,-circonscription-nord,LCR,"2,04%"
3745,Vincent Boitez,6.0,-circonscription-nord,CPNT,"1,55%"
3746,Brigitte Colin,6.0,-circonscription-nord,Le Trèfle,"1,32%"
3747,Fatima Abdellaoui,6.0,-circonscription-nord,LO,"0,59%"
3748,Marc Delfosse,6.0,-circonscription-nord,DIV,"0,53%"
3749,Violaine Tailliez,6.0,-circonscription-nord,MPF,"0,18%"
3750,Adrian Hildebrandt,6.0,-circonscription-nord,La France en Action,"0,17%"
3751,Isabelle Van Engelandt,6.0,-circonscription-nord,MNR,"0,13%"
3752,Fanny Bullaert,7.0,-circonscription-nord,PS,"30,96%"
3753,Francis Vercamer,7.0,-circonscription-nord,Le Nouveau Centre,"30,10%"
3754,Max-André Pick,7.0,-circonscription-nord,DVD,"17,76%"
3755,Sylvie Goddyn,7.0,-circonscription-nord,FN,"8,44%"
3756,Slimane Tir,7.0,-circonscription-nord,Les Verts,"4,79%"
3757,Patrick Mortal,7.0,-circonscription-nord,EXG,"2,67%"
3758,Françoise Delbarre,7.0,-circonscription-nord,LO,"2,29%"
3759,Marie-Claude Vanhoutte,7.0,-circonscription-nord,Le Trèfle,"1,94%"
3760,Luc Van Engelandt,7.0,-circonscription-nord,MNR,"0,55%"
3761,Isabelle Colas,7.0,-circonscription-nord,La France en Action,"0,52%"
3762,Dominique Baert,8.0,-circonscription-nord,PS,"37,77%"
3763,Salem Kacet,8.0,-circonscription-nord,UMP,"36,32%"
3764,Sylvie Langlois,8.0,-circonscription-nord,FN,"8,56%"
3765,Louisa Mokhtari,8.0,-circonscription-nord,MoDem,"5,96%"
3766,Zahia Rahni,8.0,-circonscription-nord,Les Verts,"2,61%"
3767,Fatma Menouer,8.0,-circonscription-nord,PCF,"2,06%"
3768,Chantal Sarazin,8.0,-circonscription-nord,LO,"1,84%"
3769,Claudine Lescouf,8.0,-circonscription-nord,Le Trèfle,"1,79%"
3770,Patrick Baeyaert,8.0,-circonscription-nord,MNR,"0,89%"
3771,Abdelkader Bergoug,8.0,-circonscription-nord,DIV,"0,85%"
3772,Rachid Rizoug,8.0,-circonscription-nord,Gauche Alternative 2007,"0,84%"
3773,Jean-Claude Blootacker,8.0,-circonscription-nord,La France en Action,"0,32%"
3774,Amar Benbahlouli Zouareg,8.0,-circonscription-nord,DVG,"0,21%"
3775,Bernard Gérard,9.0,-circonscription-nord,UMP,"60,20%"
3776,Maryse Brimont,9.0,-circonscription-nord,PS,"15,65%"
3777,Anne Collot,9.0,-circonscription-nord,MoDem,"9,49%"
3778,Frédéric Butez,9.0,-circonscription-nord,FN,"4,10%"
3779,Daniel Compère,9.0,-circonscription-nord,Les Verts,"2,81%"
3780,Martine Roussel,9.0,-circonscription-nord,PCF,"2,06%"
3781,Ingrid Bouffioux,9.0,-circonscription-nord,LCR,"1,74%"
3782,Jean-Luc Landru,9.0,-circonscription-nord,DVD,"0,86%"
3783,Rainier Gaumy,9.0,-circonscription-nord,Génération Ecologie,"0,79%"
3784,André Korb,9.0,-circonscription-nord,LO,"0,78%"
3785,Yann Phelippeau,9.0,-circonscription-nord,MNR,"0,56%"
3786,Thierry Bécourt,9.0,-circonscription-nord,La France en Action,"0,56%"
3787,Laëticia Nicolet,9.0,-circonscription-nord,MRC,"0,38%"
3788,Christian Vanneste,10.0,-circonscription-nord,DVD,"46,26%"
3789,Najat Azmy,10.0,-circonscription-nord,PS,"21,10%"
3790,Marie-Paule Heible,10.0,-circonscription-nord,MoDem,"9,12%"
3791,Christian Baeckeroot,10.0,-circonscription-nord,FN,"8,19%"
3792,Alain Lambre,10.0,-circonscription-nord,PCF,"3,65%"
3793,Bernard Despierre,10.0,-circonscription-nord,Les Verts,"3,47%"
3794,Yann Merlevede,10.0,-circonscription-nord,LCR,"2,83%"
3795,Régis Debliqui,10.0,-circonscription-nord,LO,"1,89%"
3796,Laurence Hernoult,10.0,-circonscription-nord,Le Trèfle,"1,40%"
3797,David Legauffre,10.0,-circonscription-nord,MNR,"0,79%"
3798,Pascale Risbourg,10.0,-circonscription-nord,MRC,"0,66%"
3799,Simina Cirjean,10.0,-circonscription-nord,La France en Action,"0,65%"
3800,Philippe Waymel,11.0,-circonscription-nord,UMP,"36,98%"
3801,Yves Durand,11.0,-circonscription-nord,PS,"34,84%"
3802,Brigitte Brame,11.0,-circonscription-nord,MoDem,"6,01%"
3803,Luc Pecharman,11.0,-circonscription-nord,FN,"5,98%"
3804,Eric Bocquet,11.0,-circonscription-nord,PCF,"5,61%"
3805,Lise Daleux,11.0,-circonscription-nord,Les Verts,"2,87%"
3806,Bérengère Michel,11.0,-circonscription-nord,MPF,"1,93%"
3807,Jean Vancomerbeke,11.0,-circonscription-nord,LCR,"1,73%"
3808,Priscilla Cherpin,11.0,-circonscription-nord,Le Trèfle,"1,13%"
3809,Claude Martin,11.0,-circonscription-nord,LO,"1,07%"
3810,Sylvie Loeuil,11.0,-circonscription-nord,CPNT,"0,90%"
3811,Didier Briquet,11.0,-circonscription-nord,MNR,"0,73%"
3812,Frédéric Béague,11.0,-circonscription-nord,La France en Action,"0,23%"
3813,Christian Hutin,12.0,-circonscription-nord,MRC,"37,08%"
3814,Jacqueline Gabant,12.0,-circonscription-nord,UMP,"23,17%"
3815,Léon Panier,12.0,-circonscription-nord,DVG,"9,83%"
3816,Yannick Le Floc'h,12.0,-circonscription-nord,FN,"7,69%"
3817,Gilles Willeman,12.0,-circonscription-nord,PCF,"3,62%"
3818,Pilar Surgers,12.0,-circonscription-nord,MoDem,"3,42%"
3819,Sylvain Madacsi,12.0,-circonscription-nord,LCR,"3,29%"
3820,Patrick Lebrun,12.0,-circonscription-nord,CPNT,"2,69%"
3821,Martine Beuraert,12.0,-circonscription-nord,Les Verts,"2,27%"
3822,Laure Bourel,12.0,-circonscription-nord,LO,"2,22%"
3823,Maurice Hernoult,12.0,-circonscription-nord,Le Trèfle,"1,65%"
3824,Muriel Montero,12.0,-circonscription-nord,Le Nouveau Centre,"1,39%"
3825,Roger Cuvelier,12.0,-circonscription-nord,MNR,"1,04%"
3826,Jeannine Gall,12.0,-circonscription-nord,La France en Action,"0,64%"
3827,Michel Delebarre,13.0,-circonscription-nord,PS,"40,50%"
3828,Franck Dhersin,13.0,-circonscription-nord,UMP,"39,90%"
3829,Sandrine Lejeune-le Pallac,13.0,-circonscription-nord,MoDem,"4,32%"
3830,Ursula Maltese,13.0,-circonscription-nord,FN,"3,53%"
3831,José Deswarte,13.0,-circonscription-nord,LCR,"2,26%"
3832,Paulo-Serge Lopes,13.0,-circonscription-nord,Les Verts,"2,25%"
3833,Véronique de Miribel,13.0,-circonscription-nord,Le Nouveau Centre,"1,51%"
3834,Patrice Haezebrouck,13.0,-circonscription-nord,PCF,"1,40%"
3835,Claudine Debove,13.0,-circonscription-nord,Le Trèfle,"1,24%"
3836,Patrick Nowe,13.0,-circonscription-nord,CPNT,"1,13%"
3837,Jacques Volant,13.0,-circonscription-nord,LO,"1,01%"
3838,Janine Bourel,13.0,-circonscription-nord,MNR,"0,50%"
3839,Cindy Bignardi,13.0,-circonscription-nord,Gauche Alternative 2007,"0,44%"
3840,Jean-Pierre Decool,14.0,-circonscription-nord,UMP,"56,67%"
3841,Francis Bassemon,14.0,-circonscription-nord,PRG,"16,89%"
3842,Séverine Potvin-Belet,14.0,-circonscription-nord,MoDem,"5,40%"
3843,Roger Lessieux,14.0,-circonscription-nord,FN,"5,05%"
3844,Marie Bouzat,14.0,-circonscription-nord,LCR,"4,12%"
3845,Laurence Hugues,14.0,-circonscription-nord,Les Verts,"3,00%"
3846,Daniel Wexsteen,14.0,-circonscription-nord,CPNT,"2,72%"
3847,David Dupuich,14.0,-circonscription-nord,LO,"2,15%"
3848,Annie Barois,14.0,-circonscription-nord,PCF,"1,26%"
3849,Jean-Luc Legarez,14.0,-circonscription-nord,Génération Ecologie,"1,08%"
3850,Victoire Lefort,14.0,-circonscription-nord,MPF,"1,08%"
3851,Agnès Secret,14.0,-circonscription-nord,MNR,"0,56%"
3852,Françoise Hostalier,15.0,-circonscription-nord,UMP,"36,19%"
3853,Françoise Polnecq,15.0,-circonscription-nord,PS,"23,23%"
3854,Marc Normand,15.0,-circonscription-nord,DVD,"10,78%"
3855,Dominique Hallynck,15.0,-circonscription-nord,MoDem,"10,23%"
3856,Marie Duchet,15.0,-circonscription-nord,FN,"5,50%"
3857,Sandrine Cypryszczak,15.0,-circonscription-nord,LCR,"2,67%"
3858,Ginette Verbrugghe,15.0,-circonscription-nord,Les Verts,"2,30%"
3859,Béatrice Veit-Torrez,15.0,-circonscription-nord,PCF,"2,10%"
3860,Anne Abadie,15.0,-circonscription-nord,CPNT,"1,75%"
3861,Jean-François Plouvier,15.0,-circonscription-nord,Le Trèfle,"1,67%"
3862,Sandrine Desrayaud,15.0,-circonscription-nord,LO,"1,27%"
3863,Bruno Laline,15.0,-circonscription-nord,MPF,"1,21%"
3864,Suzanne Secret,15.0,-circonscription-nord,MNR,"0,62%"
3865,Christophe Leroy,15.0,-circonscription-nord,La France en Action,"0,50%"
3866,Jean-Jacques Candelier,16.0,-circonscription-nord,PCF,"32,92%"
3867,Michelle Derain,16.0,-circonscription-nord,UMP,"23,84%"
3868,Jeannine Marquaille,16.0,-circonscription-nord,PS,"20,66%"
3869,Monique Delevallet,16.0,-circonscription-nord,FN,"6,46%"
3870,Angelo Errera-Muller,16.0,-circonscription-nord,MoDem,"4,46%"
3871,Philippe Bernard,16.0,-circonscription-nord,Les Verts,"2,11%"
3872,Christian Veldeman,16.0,-circonscription-nord,LCR,"1,77%"
3873,Jocelyne Lenglin,16.0,-circonscription-nord,CPNT,"1,47%"
3874,Thérèse Desmaretz,16.0,-circonscription-nord,Le Trèfle,"1,36%"
3875,Jean-Jacques Bracq,16.0,-circonscription-nord,DIV,"1,35%"
3876,Florence L'Hostis,16.0,-circonscription-nord,LO,"1,32%"
3877,Philippe Leroy,16.0,-circonscription-nord,Le Nouveau Centre,"0,91%"
3878,Rolande Perlican,16.0,-circonscription-nord,DVG,"0,85%"
3879,Gérard Tonnel,16.0,-circonscription-nord,MNR,"0,50%"
3880,Marc Dolez,17.0,-circonscription-nord,PS,"38,54%"
3881,Françoise Prouvost,17.0,-circonscription-nord,UMP,"31,60%"
3882,Jacques Michon,17.0,-circonscription-nord,PCF,"9,85%"
3883,Marie-Paule Darchicourt,17.0,-circonscription-nord,FN,"6,21%"
3884,Dominique Bécar-Rojée,17.0,-circonscription-nord,MoDem,"4,70%"
3885,Robert Pelletier,17.0,-circonscription-nord,LCR,"1,82%"
3886,Hélène Nihous,17.0,-circonscription-nord,CPNT,"1,76%"
3887,Marie-Andrée Coquelle,17.0,-circonscription-nord,Les Verts,"1,73%"
3888,Roger Marie,17.0,-circonscription-nord,LO,"1,30%"
3889,Djhorra Yahia,17.0,-circonscription-nord,Le Trèfle,"0,91%"
3890,Yves Gras,17.0,-circonscription-nord,EXG,"0,75%"
3891,Martine Manson,17.0,-circonscription-nord,MNR,"0,60%"
3892,Richard Nowecki,17.0,-circonscription-nord,La France en Action,"0,23%"
3893,François-Xavier Villain,18.0,-circonscription-nord,UMP,"48,03%"
3894,Brigitte Douay,18.0,-circonscription-nord,PS,"25,57%"
3895,Colette Dessaint,18.0,-circonscription-nord,PCF,"6,43%"
3896,Mélanie Disdier,18.0,-circonscription-nord,FN,"6,17%"
3897,Sylvain Tranoy,18.0,-circonscription-nord,MoDem,"5,92%"
3898,Eve Glatkowski,18.0,-circonscription-nord,LCR,"1,74%"
3899,Chantal Malpaux-Dupont,18.0,-circonscription-nord,Les Verts,"1,52%"
3900,Denis Bittner,18.0,-circonscription-nord,CPNT,"1,43%"
3901,Daniel Grimonprez,18.0,-circonscription-nord,Le Trèfle,"1,16%"
3902,Hélène Janisset,18.0,-circonscription-nord,LO,"1,10%"
3903,Isabelle Nogier,18.0,-circonscription-nord,MPF,"0,58%"
3904,Josiane Bazin,18.0,-circonscription-nord,MNR,"0,35%"
3905,Guillaume Buil,18.0,-circonscription-nord,La France en Action,"0,00%"
3906,Patrick Roy,19.0,-circonscription-nord,PS,"32,82%"
3907,Patrick Leroy,19.0,-circonscription-nord,PCF,"21,32%"
3908,Fatiha Rahaoui,19.0,-circonscription-nord,UMP,"14,21%"
3909,Jean-Claude Kikos,19.0,-circonscription-nord,DVD,"11,90%"
3910,Serge Thomes,19.0,-circonscription-nord,FN,"7,28%"
3911,Antonio Notarianni,19.0,-circonscription-nord,MoDem,"2,77%"
3912,Benoît Berthe,19.0,-circonscription-nord,Les Verts,"1,85%"
3913,Daniel Dubois,19.0,-circonscription-nord,CPNT,"1,69%"
3914,Raymond Adams,19.0,-circonscription-nord,LCR,"1,67%"
3915,Jacky Boucot,19.0,-circonscription-nord,LO,"0,91%"
3916,Battistina Toia,19.0,-circonscription-nord,Le Trèfle,"0,89%"
3917,Pierre Fabre,19.0,-circonscription-nord,EXG,"0,74%"
3918,Bernard Decallonne,19.0,-circonscription-nord,MPF,"0,68%"
3919,Claire Wacrenier,19.0,-circonscription-nord,MNR,"0,48%"
3920,Nordine Bahri,19.0,-circonscription-nord,"
									Parti Rachid Nekkaz									","0,44%"
3921,Dominique Plouvier,19.0,-circonscription-nord,UMP,"0,28%"
3922,Grégoire Bouthillier,19.0,-circonscription-nord,La France en Action,"0,07%"
3923,Alain Bocquet,20.0,-circonscription-nord,PCF,"46,49%"
3924,Marie-Thérèse Garcia,20.0,-circonscription-nord,UMP,"21,78%"
3925,Marie-Geneviève Degrandsart,20.0,-circonscription-nord,PS,"9,09%"
3926,Eric Castelain,20.0,-circonscription-nord,DVD,"6,30%"
3927,Michelle Béal,20.0,-circonscription-nord,FN,"5,44%"
3928,Françoise Mascotto,20.0,-circonscription-nord,MoDem,"4,08%"
3929,Jean-Claude Brunebarbe,20.0,-circonscription-nord,Les Verts,"1,88%"
3930,Monique Huon,20.0,-circonscription-nord,CPNT,"1,71%"
3931,Helyette Roest,20.0,-circonscription-nord,LCR,"1,20%"
3932,Jacques Caudron,20.0,-circonscription-nord,LO,"0,64%"
3933,Annette Dubois,20.0,-circonscription-nord,MPF,"0,51%"
3934,Stéphane Bisman,20.0,-circonscription-nord,La France en Action,"0,48%"
3935,Marie Dhalluin,20.0,-circonscription-nord,MNR,"0,40%"
3936,Jean-Louis Borloo,21.0,-circonscription-nord,UMP,"53,69%"
3937,Fabien Thiémé,21.0,-circonscription-nord,PCF,"19,36%"
3938,Jean-Luc Chagnon,21.0,-circonscription-nord,PS,"14,22%"
3939,Dominique Slabolepszy,21.0,-circonscription-nord,FN,"5,10%"
3940,Katia Bittner,21.0,-circonscription-nord,Les Verts,"1,91%"
3941,Anne Wattel,21.0,-circonscription-nord,LCR,"1,68%"
3942,Laurence Gilbert,21.0,-circonscription-nord,CPNT,"1,20%"
3943,Eric Pecqueur,21.0,-circonscription-nord,LO,"0,96%"
3944,Luc Lebrun,21.0,-circonscription-nord,Mouvement Ecologiste Indépendant,"0,67%"
3945,Béatrice Jobbe-Duval,21.0,-circonscription-nord,MPF,"0,61%"
3946,Noël Dugardin,21.0,-circonscription-nord,MNR,"0,40%"
3947,Pierre Liso,21.0,-circonscription-nord,La France en Action,"0,18%"
3948,Vincent Roussel,21.0,-circonscription-nord,La France en Action,"0,02%"
3949,Marie-Sophie Lesne,22.0,-circonscription-nord,UMP,"36,48%"
3950,Christian Bataille,22.0,-circonscription-nord,PS,"30,28%"
3951,Bernard Baudoux,22.0,-circonscription-nord,PCF,"13,92%"
3952,Jacques Disdier,22.0,-circonscription-nord,FN,"6,26%"
3953,Cécile Mercier,22.0,-circonscription-nord,MoDem,"4,59%"
3954,Serge Pralat,22.0,-circonscription-nord,LCR,"2,34%"
3955,Bruno Semaille,22.0,-circonscription-nord,CPNT,"2,17%"
3956,Mostafa Ghezal,22.0,-circonscription-nord,Les Verts,"1,58%"
3957,Marie-Claude Rondeaux,22.0,-circonscription-nord,LO,"1,29%"
3958,Xavier Dillies,22.0,-circonscription-nord,MPF,"0,78%"
3959,Brigitte Delnatte,22.0,-circonscription-nord,MNR,"0,31%"
3960,Christine Marin,23.0,-circonscription-nord,UMP,"39,04%"
3961,Rémi Pauvros,23.0,-circonscription-nord,PS,"28,19%"
3962,Carl Lang,23.0,-circonscription-nord,FN,"11,60%"
3963,Annick Mattighello,23.0,-circonscription-nord,PCF,"9,45%"
3964,Jean-Marie Allain,23.0,-circonscription-nord,MoDem,"4,66%"
3965,Martine Dupont,23.0,-circonscription-nord,LO,"1,28%"
3966,Aurore Dumetz,23.0,-circonscription-nord,LCR,"1,27%"
3967,Nasser Achour,23.0,-circonscription-nord,Les Verts,"1,20%"
3968,Jean-Pierre Rombeaut,23.0,-circonscription-nord,DVD,"1,10%"
3969,Alain Demarthe,23.0,-circonscription-nord,Le Trèfle,"1,05%"
3970,Anne Bittner,23.0,-circonscription-nord,CPNT,"0,88%"
3971,Michel Sauveplane,23.0,-circonscription-nord,La France en Action,"0,29%"
3972,Alain Poyart,24.0,-circonscription-nord,UMP,"39,62%"
3973,Jean-Luc Perat,24.0,-circonscription-nord,PS,"30,17%"
3974,Alain Berteaux,24.0,-circonscription-nord,PCF,"8,77%"
3975,Jean-Luc Duhautois,24.0,-circonscription-nord,FN,"6,94%"
3976,Marie-Odile Van Den Bossche,24.0,-circonscription-nord,MoDem,"4,64%"
3977,Thierry Denys,24.0,-circonscription-nord,Les Verts,"2,25%"
3978,Gérard Amat,24.0,-circonscription-nord,CPNT,"1,85%"
3979,Jean-Pierre Machart,24.0,-circonscription-nord,LCR,"1,76%"
3980,Jean-Charles Cournut,24.0,-circonscription-nord,LO,"1,36%"
3981,Guy Dutron,24.0,-circonscription-nord,Gauche Alternative 2007,"1,17%"
3982,Ghislaine Baudin,24.0,-circonscription-nord,PT,"0,55%"
3983,Danielle Fortunado-Calmels,24.0,-circonscription-nord,MPF,"0,47%"
3984,Nicole Baeyaert,24.0,-circonscription-nord,MNR,"0,44%"
3985,Olivier Dassault,1.0,-circonscription-oise,UMP,"49,04%"
3986,Yves Rome,1.0,-circonscription-oise,PS,"26,01%"
3987,Thomas Joly,1.0,-circonscription-oise,FN,"6,23%"
3988,Olivier Riquet,1.0,-circonscription-oise,MoDem,"4,21%"
3989,Thierry Aury,1.0,-circonscription-oise,PCF,"3,98%"
3990,Frédéric Lagneau,1.0,-circonscription-oise,Les Verts,"2,43%"
3991,Eric Mardyla,1.0,-circonscription-oise,MPF,"1,84%"
3992,Gabriel Hauet,1.0,-circonscription-oise,LCR,"1,58%"
3993,Daniel Caboche,1.0,-circonscription-oise,CPNT,"1,34%"
3994,Angéline Lassarre,1.0,-circonscription-oise,LO,"1,19%"
3995,Jean-Baptiste Cervera,1.0,-circonscription-oise,DIV,"0,75%"
3996,Myriam de Lardemelle,1.0,-circonscription-oise,La France en Action,"0,58%"
3997,Joël Wittendal,1.0,-circonscription-oise,Génération Ecologie,"0,53%"
3998,Sébastien Rins,1.0,-circonscription-oise,UMP,"0,30%"
3999,Géraldine Desbrousses,1.0,-circonscription-oise,MRC,"0,00%"
4000,Jean-François Mancel,2.0,-circonscription-oise,UMP,"41,92%"
4001,Sylvie Houssin,2.0,-circonscription-oise,PS,"21,06%"
4002,Annie Fouet,2.0,-circonscription-oise,FN,"8,21%"
4003,Hugues de Poncins,2.0,-circonscription-oise,MoDem,"7,74%"
4004,Jean-Claude Giret,2.0,-circonscription-oise,MPF,"4,94%"
