numdep,circ,parti,score
988,1.0,l_D,77.61
988,1.0,l_ED,6.75
988,1.0,l_EG,2.36
988,1.0,l_autre,13.28
988,2.0,l_D,32.19
988,2.0,l_ED,11.69
988,2.0,l_autre,56.12
99,1.0,l_C,57.53
99,1.0,l_D,16.85
99,1.0,l_ED,2.02
99,1.0,l_EG,12.18
99,1.0,l_G,9.51
99,1.0,l_autre,1.89
99,2.0,l_C,43.17
99,2.0,l_D,17.02
99,2.0,l_ED,2.53
99,2.0,l_EG,25.06
99,2.0,l_G,2.37
99,2.0,l_autre,9.85
99,3.0,l_C,57.8
99,3.0,l_D,9.74
99,3.0,l_ED,1.76
99,3.0,l_EG,13.9
99,3.0,l_G,9.83
99,3.0,l_autre,6.99
99,4.0,l_C,52.27
99,4.0,l_D,11.88
99,4.0,l_ED,3.42
99,4.0,l_EG,20.73
99,4.0,l_G,6.52
99,4.0,l_autre,5.16
99,5.0,l_C,50.36
99,5.0,l_D,17.13
99,5.0,l_ED,6.41
99,5.0,l_EG,16.39
99,5.0,l_G,8.13
99,5.0,l_autre,1.58
99,6.0,l_C,63.55
99,6.0,l_D,17.46
99,6.0,l_ED,3.32
99,6.0,l_EG,13.71
99,6.0,l_G,0.59
99,6.0,l_autre,1.36
99,7.0,l_C,54.03
99,7.0,l_D,8.64
99,7.0,l_ED,2.47
99,7.0,l_EG,17.7
99,7.0,l_G,13.88
99,7.0,l_autre,3.3
99,8.0,l_C,36.73
99,8.0,l_D,1.3
99,8.0,l_ED,2.8
99,8.0,l_EG,13.59
99,8.0,l_G,2.13
99,8.0,l_autre,43.46
99,9.0,l_D,46.14
99,9.0,l_ED,3.17
99,9.0,l_EG,13.66
99,9.0,l_G,12.21
99,9.0,l_autre,24.83
99,10.0,l_C,60.08
99,10.0,l_D,23.13
99,10.0,l_ED,5.53
99,10.0,l_EG,1.87
99,10.0,l_G,7.35
99,10.0,l_autre,2.05
99,11.0,l_C,54.11
99,11.0,l_D,25.03
99,11.0,l_ED,3.32
99,11.0,l_EG,6.94
99,11.0,l_G,7.13
99,11.0,l_autre,3.47
