year,Departement,Circ,Parti,Score
2002.0,cote-d-or,5.0,G,37.59
2002.0,cotes-d-armor,1.0,Autres,3.73
2002.0,cotes-d-armor,1.0,C,12.97
2002.0,cotes-d-armor,1.0,D,25.32
2002.0,cotes-d-armor,1.0,ED,5.98
2002.0,cotes-d-armor,1.0,EG,17.03
2002.0,cotes-d-armor,1.0,G,34.98
2002.0,cotes-d-armor,2.0,Autres,2.92
2002.0,cotes-d-armor,2.0,D,42.62
2002.0,cotes-d-armor,2.0,ED,6.76
2002.0,cotes-d-armor,2.0,EG,10.35
2002.0,cotes-d-armor,2.0,G,37.35
2002.0,cotes-d-armor,3.0,Autres,5.62
2002.0,cotes-d-armor,3.0,D,43.64
2002.0,cotes-d-armor,3.0,ED,5.03
2002.0,cotes-d-armor,3.0,EG,9.87
2002.0,cotes-d-armor,3.0,G,35.82
2002.0,cotes-d-armor,4.0,Autres,2.84
2002.0,cotes-d-armor,4.0,D,41.03
2002.0,cotes-d-armor,4.0,ED,5.14
2002.0,cotes-d-armor,4.0,EG,24.77
2002.0,cotes-d-armor,4.0,G,26.21
2002.0,cotes-d-armor,5.0,Autres,5.08
2002.0,cotes-d-armor,5.0,D,42.0
2002.0,cotes-d-armor,5.0,ED,6.24
2002.0,cotes-d-armor,5.0,EG,10.53
2002.0,cotes-d-armor,5.0,G,36.13
2002.0,creuse,1.0,Autres,1.26
2002.0,creuse,1.0,C,0.4
2002.0,creuse,1.0,D,42.45
2002.0,creuse,1.0,ED,4.93
2002.0,creuse,1.0,EG,9.88
2002.0,creuse,1.0,G,41.07
2002.0,creuse,2.0,Autres,5.0
2002.0,creuse,2.0,C,0.36
2002.0,creuse,2.0,D,46.46
2002.0,creuse,2.0,ED,8.0
2002.0,creuse,2.0,EG,7.94
2002.0,creuse,2.0,G,32.22
2002.0,deux-sevres,1.0,Autres,1.29
2002.0,deux-sevres,1.0,C,31.47
2002.0,deux-sevres,1.0,D,13.24
2002.0,deux-sevres,1.0,ED,4.04
2002.0,deux-sevres,1.0,EG,8.32
2002.0,deux-sevres,1.0,G,41.66
2002.0,deux-sevres,2.0,Autres,3.59
2002.0,deux-sevres,2.0,D,36.67
2002.0,deux-sevres,2.0,ED,6.22
2002.0,deux-sevres,2.0,EG,7.31
2002.0,deux-sevres,2.0,G,46.21
2002.0,deux-sevres,3.0,Autres,0.54
2002.0,deux-sevres,3.0,D,61.62
2002.0,deux-sevres,3.0,ED,6.27
2002.0,deux-sevres,3.0,EG,8.77
2002.0,deux-sevres,3.0,G,22.8
2002.0,deux-sevres,4.0,Autres,0.72
2002.0,deux-sevres,4.0,D,56.52
2002.0,deux-sevres,4.0,ED,6.95
2002.0,deux-sevres,4.0,EG,3.74
2002.0,deux-sevres,4.0,G,32.09
2002.0,dordogne,1.0,Autres,2.14
2002.0,dordogne,1.0,D,40.92
2002.0,dordogne,1.0,ED,8.09
2002.0,dordogne,1.0,EG,15.74
2002.0,dordogne,1.0,G,33.12
2002.0,dordogne,2.0,Autres,17.27
2002.0,dordogne,2.0,D,42.68
2002.0,dordogne,2.0,ED,9.52
2002.0,dordogne,2.0,EG,6.06
2002.0,dordogne,2.0,G,24.48
2002.0,dordogne,3.0,Autres,2.72
2002.0,dordogne,3.0,D,41.42
2002.0,dordogne,3.0,ED,6.54
2002.0,dordogne,3.0,EG,29.85
2002.0,dordogne,3.0,G,19.46
2002.0,dordogne,4.0,Autres,4.07
2002.0,dordogne,4.0,C,2.54
2002.0,dordogne,4.0,D,37.28
2002.0,dordogne,4.0,ED,7.15
2002.0,dordogne,4.0,EG,16.81
2002.0,dordogne,4.0,G,32.15
2002.0,doubs,1.0,Autres,3.51
2002.0,doubs,1.0,C,0.5
2002.0,doubs,1.0,D,39.92
2002.0,doubs,1.0,ED,12.41
2002.0,doubs,1.0,EG,9.37
2002.0,doubs,1.0,G,34.28
2002.0,doubs,2.0,Autres,4.72
2002.0,doubs,2.0,C,0.62
2002.0,doubs,2.0,D,37.42
2002.0,doubs,2.0,ED,11.13
2002.0,doubs,2.0,EG,7.25
2002.0,doubs,2.0,G,38.86
2002.0,doubs,3.0,Autres,5.61
2002.0,doubs,3.0,C,0.22
2002.0,doubs,3.0,D,39.2
2002.0,doubs,3.0,ED,15.09
2002.0,doubs,3.0,EG,5.8
2002.0,doubs,3.0,G,34.08
2002.0,doubs,4.0,Autres,4.18
2002.0,doubs,4.0,C,0.43
2002.0,doubs,4.0,D,34.28
2002.0,doubs,4.0,ED,19.61
2002.0,doubs,4.0,EG,6.92
2002.0,doubs,4.0,G,34.58
2002.0,doubs,5.0,Autres,5.93
2002.0,doubs,5.0,C,8.92
2002.0,doubs,5.0,D,49.2
2002.0,doubs,5.0,ED,13.46
2002.0,doubs,5.0,EG,22.5
2002.0,drome,1.0,Autres,2.82
2002.0,drome,1.0,C,7.83
2002.0,drome,1.0,D,39.62
2002.0,drome,1.0,ED,11.69
2002.0,drome,1.0,EG,3.97
2002.0,drome,1.0,G,34.07
2002.0,drome,2.0,Autres,4.73
2002.0,drome,2.0,C,29.14
2002.0,drome,2.0,D,8.11
2002.0,drome,2.0,ED,17.92
2002.0,drome,2.0,EG,5.53
2002.0,drome,2.0,G,34.57
2002.0,drome,3.0,Autres,5.39
2002.0,drome,3.0,C,3.5
2002.0,drome,3.0,D,38.47
2002.0,drome,3.0,ED,12.3
2002.0,drome,3.0,EG,11.02
2002.0,drome,3.0,G,29.33
2002.0,drome,4.0,Autres,3.72
2002.0,drome,4.0,D,41.09
2002.0,drome,4.0,ED,18.99
2002.0,drome,4.0,EG,8.4
2002.0,drome,4.0,G,27.81
2002.0,essonne,1.0,Autres,4.26
2002.0,essonne,1.0,D,36.18
2002.0,essonne,1.0,ED,11.77
2002.0,essonne,1.0,EG,11.46
2002.0,essonne,1.0,G,36.34
2002.0,essonne,2.0,Autres,3.8
2002.0,essonne,2.0,D,49.81
2002.0,essonne,2.0,ED,14.88
2002.0,essonne,2.0,EG,31.5
2002.0,essonne,3.0,Autres,6.26
2002.0,essonne,3.0,C,8.94
2002.0,essonne,3.0,D,33.94
2002.0,essonne,3.0,ED,12.22
2002.0,essonne,3.0,EG,4.12
2002.0,essonne,3.0,G,34.53
2002.0,essonne,4.0,Autres,6.23
2002.0,essonne,4.0,D,44.84
2002.0,essonne,4.0,ED,10.91
2002.0,essonne,4.0,EG,9.81
2002.0,essonne,4.0,G,28.23
2002.0,essonne,5.0,Autres,13.27
2002.0,essonne,5.0,D,45.81
2002.0,essonne,5.0,ED,6.16
2002.0,essonne,5.0,EG,34.76
2002.0,essonne,6.0,Autres,5.47
2002.0,essonne,6.0,C,19.73
2002.0,essonne,6.0,D,22.49
2002.0,essonne,6.0,ED,9.07
2002.0,essonne,6.0,EG,8.37
2002.0,essonne,6.0,G,34.85
2002.0,essonne,7.0,Autres,4.15
2002.0,essonne,7.0,D,42.58
2002.0,essonne,7.0,ED,12.18
2002.0,essonne,7.0,EG,9.08
2002.0,essonne,7.0,G,32.01
2002.0,essonne,8.0,Autres,2.59
2002.0,essonne,8.0,D,54.67
2002.0,essonne,8.0,ED,8.19
2002.0,essonne,8.0,EG,10.26
2002.0,essonne,8.0,G,24.3
2002.0,essonne,9.0,Autres,4.64
2002.0,essonne,9.0,D,47.49
2002.0,essonne,9.0,ED,11.36
2002.0,essonne,9.0,EG,10.27
2002.0,essonne,9.0,G,26.25
2002.0,essonne,10.0,Autres,9.76
2002.0,essonne,10.0,D,27.44
2002.0,essonne,10.0,ED,13.42
2002.0,essonne,10.0,EG,15.81
2002.0,essonne,10.0,G,33.57
2002.0,eure,1.0,Autres,3.95
2002.0,eure,1.0,D,47.7
2002.0,eure,1.0,ED,14.78
2002.0,eure,1.0,EG,33.57
2002.0,eure,2.0,Autres,5.96
2002.0,eure,2.0,D,39.89
2002.0,eure,2.0,ED,11.93
2002.0,eure,2.0,EG,10.01
2002.0,eure,2.0,G,32.21
2002.0,eure,3.0,Autres,4.04
2002.0,eure,3.0,C,45.88
2002.0,eure,3.0,D,3.27
2002.0,eure,3.0,ED,11.8
2002.0,eure,3.0,EG,6.59
2002.0,eure,3.0,G,28.41
2002.0,eure,4.0,Autres,7.09
2002.0,eure,4.0,D,32.48
2002.0,eure,4.0,ED,15.84
2002.0,eure,4.0,EG,10.79
2002.0,eure,4.0,G,33.8
2002.0,eure,5.0,Autres,4.93
2002.0,eure,5.0,D,37.1
2002.0,eure,5.0,ED,20.49
2002.0,eure,5.0,EG,3.39
2002.0,eure,5.0,G,34.08
2002.0,eure-et-loir,1.0,Autres,2.12
2002.0,eure-et-loir,1.0,C,14.69
2002.0,eure-et-loir,1.0,D,32.92
2002.0,eure-et-loir,1.0,ED,12.24
2002.0,eure-et-loir,1.0,EG,8.47
2002.0,eure-et-loir,1.0,G,29.56
2002.0,eure-et-loir,2.0,Autres,3.75
2002.0,eure-et-loir,2.0,D,48.08
2002.0,eure-et-loir,2.0,ED,18.53
2002.0,eure-et-loir,2.0,EG,5.43
2002.0,eure-et-loir,2.0,G,24.21
2002.0,eure-et-loir,3.0,Autres,2.07
2002.0,eure-et-loir,3.0,D,42.38
2002.0,eure-et-loir,3.0,ED,17.79
2002.0,eure-et-loir,3.0,EG,37.75
2002.0,eure-et-loir,4.0,Autres,2.07
2002.0,eure-et-loir,4.0,C,25.38
2002.0,eure-et-loir,4.0,D,28.59
2002.0,eure-et-loir,4.0,ED,15.15
2002.0,eure-et-loir,4.0,EG,28.81
2002.0,finistere,1.0,Autres,16.82
2002.0,finistere,1.0,C,1.71
2002.0,finistere,1.0,D,46.8
2002.0,finistere,1.0,ED,4.37
2002.0,finistere,1.0,EG,30.3
2002.0,finistere,2.0,Autres,3.83
2002.0,finistere,2.0,D,41.87
2002.0,finistere,2.0,ED,5.75
2002.0,finistere,2.0,EG,9.17
2002.0,finistere,2.0,G,39.36
2002.0,finistere,3.0,Autres,2.45
2002.0,finistere,3.0,C,22.26
2002.0,finistere,3.0,D,23.54
2002.0,finistere,3.0,ED,6.15
2002.0,finistere,3.0,EG,10.44
2002.0,finistere,3.0,G,35.16
2002.0,finistere,4.0,Autres,2.17
2002.0,finistere,4.0,D,41.33
2002.0,finistere,4.0,ED,4.63
2002.0,finistere,4.0,EG,8.23
2002.0,finistere,4.0,G,43.63
2002.0,finistere,5.0,Autres,2.11
2002.0,finistere,5.0,D,51.99
2002.0,finistere,5.0,ED,5.8
2002.0,finistere,5.0,EG,9.17
2002.0,finistere,5.0,G,30.94
2002.0,finistere,6.0,Autres,1.42
2002.0,finistere,6.0,D,45.52
2002.0,finistere,6.0,ED,4.48
2002.0,finistere,6.0,EG,6.14
2002.0,finistere,6.0,G,42.44
2002.0,finistere,7.0,Autres,3.78
2002.0,finistere,7.0,C,18.51
2002.0,finistere,7.0,D,32.84
2002.0,finistere,7.0,ED,4.71
2002.0,finistere,7.0,EG,7.78
2002.0,finistere,7.0,G,32.38
2002.0,finistere,8.0,Autres,2.56
2002.0,finistere,8.0,D,39.87
2002.0,finistere,8.0,ED,6.68
2002.0,finistere,8.0,EG,12.22
2002.0,finistere,8.0,G,38.68
2002.0,gard,1.0,Autres,5.19
2002.0,gard,1.0,C,1.8
2002.0,gard,1.0,D,37.24
2002.0,gard,1.0,ED,20.04
2002.0,gard,1.0,EG,35.61
2002.0,gard,1.0,G,0.12
2002.0,gard,2.0,Autres,4.54
2002.0,gard,2.0,C,2.56
2002.0,gard,2.0,D,40.06
2002.0,gard,2.0,ED,21.74
2002.0,gard,2.0,EG,3.23
2002.0,gard,2.0,G,27.86
2002.0,gard,3.0,Autres,9.24
2002.0,gard,3.0,C,12.05
2002.0,gard,3.0,D,28.32
2002.0,gard,3.0,ED,20.01
2002.0,gard,3.0,EG,5.45
2002.0,gard,3.0,G,24.95
2002.0,gard,4.0,Autres,7.44
2002.0,gard,4.0,D,37.56
2002.0,gard,4.0,ED,14.9
2002.0,gard,4.0,EG,26.07
2002.0,gard,4.0,G,14.02
2002.0,gard,5.0,Autres,7.09
2002.0,gard,5.0,D,30.81
2002.0,gard,5.0,ED,16.17
2002.0,gard,5.0,EG,6.13
2002.0,gard,5.0,G,39.8
2002.0,gers,1.0,Autres,4.35
2002.0,gers,1.0,C,13.77
2002.0,gers,1.0,D,24.99
2002.0,gers,1.0,ED,7.64
2002.0,gers,1.0,EG,9.01
2002.0,gers,1.0,G,40.25
2002.0,gers,2.0,Autres,4.53
2002.0,gers,2.0,D,46.41
2002.0,gers,2.0,ED,9.26
2002.0,gers,2.0,EG,8.14
2002.0,gers,2.0,G,31.65
2002.0,gironde,1.0,Autres,4.63
2002.0,gironde,1.0,C,0.15
2002.0,gironde,1.0,D,49.46
2002.0,gironde,1.0,ED,9.75
2002.0,gironde,1.0,EG,10.51
2002.0,gironde,1.0,G,25.5
2002.0,gironde,2.0,Autres,1.64
2002.0,gironde,2.0,C,0.23
2002.0,gironde,2.0,D,49.41
2002.0,gironde,2.0,ED,6.98
2002.0,gironde,2.0,EG,11.24
2002.0,gironde,2.0,G,30.52
2002.0,gironde,3.0,Autres,2.22
2002.0,gironde,3.0,C,34.84
2002.0,gironde,3.0,D,2.12
2002.0,gironde,3.0,ED,8.26
2002.0,gironde,3.0,EG,52.56
2002.0,gironde,4.0,Autres,3.99
2002.0,gironde,4.0,D,32.14
2002.0,gironde,4.0,ED,11.23
2002.0,gironde,4.0,EG,12.36
2002.0,gironde,4.0,G,40.29
2002.0,gironde,5.0,Autres,7.21
2002.0,gironde,5.0,C,28.97
2002.0,gironde,5.0,D,12.75
2002.0,gironde,5.0,ED,12.11
2002.0,gironde,5.0,EG,7.91
2002.0,gironde,5.0,G,31.05
2002.0,gironde,6.0,Autres,5.02
2002.0,gironde,6.0,D,39.47
2002.0,gironde,6.0,ED,7.86
2002.0,gironde,6.0,EG,9.15
2002.0,gironde,6.0,G,38.53
2002.0,gironde,7.0,Autres,2.56
2002.0,gironde,7.0,D,36.73
2002.0,gironde,7.0,ED,7.51
2002.0,gironde,7.0,EG,10.08
2002.0,gironde,7.0,G,43.11
2002.0,gironde,8.0,Autres,4.68
2002.0,gironde,8.0,D,48.47
2002.0,gironde,8.0,ED,9.56
2002.0,gironde,8.0,EG,5.54
2002.0,gironde,8.0,G,31.77
2002.0,gironde,9.0,Autres,2.24
2002.0,gironde,9.0,D,38.93
2002.0,gironde,9.0,ED,10.64
2002.0,gironde,9.0,EG,19.32
2002.0,gironde,9.0,G,28.87
2002.0,gironde,10.0,Autres,5.95
2002.0,gironde,10.0,C,13.77
2002.0,gironde,10.0,D,28.1
2002.0,gironde,10.0,ED,10.49
2002.0,gironde,10.0,EG,6.73
2002.0,gironde,10.0,G,34.96
2002.0,gironde,11.0,Autres,3.72
2002.0,gironde,11.0,C,33.85
2002.0,gironde,11.0,D,5.71
2002.0,gironde,11.0,ED,12.38
2002.0,gironde,11.0,EG,9.35
2002.0,gironde,11.0,G,34.98
2002.0,guadeloupe,1.0,Autres,2.01
2002.0,guadeloupe,1.0,D,12.51
2002.0,guadeloupe,1.0,EG,13.07
2002.0,guadeloupe,1.0,G,72.41
2002.0,guadeloupe,2.0,Autres,9.22
2002.0,guadeloupe,2.0,C,2.18
2002.0,guadeloupe,2.0,D,46.33
2002.0,guadeloupe,2.0,EG,42.26
2002.0,guadeloupe,3.0,Autres,0.91
2002.0,guadeloupe,3.0,C,3.36
2002.0,guadeloupe,3.0,D,49.72
2002.0,guadeloupe,3.0,EG,4.38
2002.0,guadeloupe,3.0,G,41.62
2002.0,guadeloupe,4.0,Autres,1.41
2002.0,guadeloupe,4.0,D,56.84
2002.0,guadeloupe,4.0,ED,1.4
2002.0,guadeloupe,4.0,EG,1.64
2002.0,guadeloupe,4.0,G,38.72
2002.0,guyane,1.0,Autres,11.27
2002.0,guyane,1.0,C,4.18
2002.0,guyane,1.0,D,18.54
2002.0,guyane,1.0,G,66.02
2002.0,guyane,2.0,Autres,11.03
2002.0,guyane,2.0,D,53.5
2002.0,guyane,2.0,ED,3.69
2002.0,guyane,2.0,G,31.78
2002.0,haut-rhin,1.0,Autres,5.56
2002.0,haut-rhin,1.0,C,0.51
2002.0,haut-rhin,1.0,D,52.13
2002.0,haut-rhin,1.0,ED,13.86
2002.0,haut-rhin,1.0,EG,7.08
2002.0,haut-rhin,1.0,G,20.86
2002.0,haut-rhin,2.0,Autres,10.51
2002.0,haut-rhin,2.0,C,0.56
2002.0,haut-rhin,2.0,D,56.74
2002.0,haut-rhin,2.0,ED,11.51
2002.0,haut-rhin,2.0,EG,20.68
2002.0,haut-rhin,3.0,Autres,3.6
2002.0,haut-rhin,3.0,C,0.24
2002.0,haut-rhin,3.0,D,59.39
2002.0,haut-rhin,3.0,ED,14.74
2002.0,haut-rhin,3.0,EG,8.24
2002.0,haut-rhin,3.0,G,13.79
2002.0,haut-rhin,4.0,Autres,14.6
2002.0,haut-rhin,4.0,C,1.38
2002.0,haut-rhin,4.0,D,54.19
2002.0,haut-rhin,4.0,ED,11.63
2002.0,haut-rhin,4.0,EG,5.08
2002.0,haut-rhin,4.0,G,13.12
2002.0,haut-rhin,5.0,Autres,8.88
2002.0,haut-rhin,5.0,C,10.56
2002.0,haut-rhin,5.0,D,28.64
2002.0,haut-rhin,5.0,ED,10.88
2002.0,haut-rhin,5.0,EG,5.92
2002.0,haut-rhin,5.0,G,35.1
2002.0,haut-rhin,6.0,Autres,10.38
2002.0,haut-rhin,6.0,C,46.17
2002.0,haut-rhin,6.0,ED,18.37
2002.0,haut-rhin,6.0,EG,25.08
2002.0,haut-rhin,7.0,Autres,4.21
2002.0,haut-rhin,7.0,C,0.55
2002.0,haut-rhin,7.0,D,38.88
2002.0,haut-rhin,7.0,ED,16.14
2002.0,haut-rhin,7.0,EG,7.59
2002.0,haut-rhin,7.0,G,32.63
2002.0,haute-corse,1.0,Autres,9.42
2002.0,haute-corse,1.0,D,32.31
2002.0,haute-corse,1.0,ED,3.73
2002.0,haute-corse,1.0,EG,26.53
2002.0,haute-corse,1.0,G,28.02
2002.0,haute-corse,2.0,Autres,9.31
2002.0,haute-corse,2.0,D,35.72
2002.0,haute-corse,2.0,ED,5.07
2002.0,haute-corse,2.0,EG,45.72
2002.0,haute-corse,2.0,G,4.19
2002.0,haute-garonne,1.0,Autres,14.48
2002.0,haute-garonne,1.0,D,41.87
2002.0,haute-garonne,1.0,ED,8.22
2002.0,haute-garonne,1.0,EG,35.4
2002.0,haute-garonne,2.0,Autres,4.69
2002.0,haute-garonne,2.0,C,7.19
2002.0,haute-garonne,2.0,D,32.42
2002.0,haute-garonne,2.0,ED,10.61
2002.0,haute-garonne,2.0,EG,9.26
2002.0,haute-garonne,2.0,G,35.85
2002.0,haute-garonne,3.0,Autres,4.77
2002.0,haute-garonne,3.0,C,0.1
2002.0,haute-garonne,3.0,D,38.76
2002.0,haute-garonne,3.0,ED,8.89
2002.0,haute-garonne,3.0,EG,11.2
2002.0,haute-garonne,3.0,G,36.28
2002.0,haute-garonne,4.0,Autres,3.78
2002.0,haute-garonne,4.0,D,41.24
2002.0,haute-garonne,4.0,ED,8.35
2002.0,haute-garonne,4.0,EG,12.63
2002.0,haute-garonne,4.0,G,34.01
2002.0,haute-garonne,5.0,Autres,5.71
2002.0,haute-garonne,5.0,C,8.86
2002.0,haute-garonne,5.0,D,25.13
2002.0,haute-garonne,5.0,ED,11.52
2002.0,haute-garonne,5.0,EG,10.08
2002.0,haute-garonne,5.0,G,38.71
2002.0,haute-garonne,6.0,Autres,4.23
2002.0,haute-garonne,6.0,C,0.39
2002.0,haute-garonne,6.0,D,35.79
2002.0,haute-garonne,6.0,ED,11.95
2002.0,haute-garonne,6.0,EG,10.44
2002.0,haute-garonne,6.0,G,37.2
2002.0,haute-garonne,7.0,Autres,5.06
2002.0,haute-garonne,7.0,D,33.84
2002.0,haute-garonne,7.0,ED,11.19
2002.0,haute-garonne,7.0,EG,11.62
2002.0,haute-garonne,7.0,G,38.31
2002.0,haute-garonne,8.0,Autres,3.45
2002.0,haute-garonne,8.0,C,18.15
2002.0,haute-garonne,8.0,D,16.12
2002.0,haute-garonne,8.0,ED,8.97
2002.0,haute-garonne,8.0,EG,8.79
2002.0,haute-garonne,8.0,G,44.5
2002.0,haute-loire,1.0,Autres,1.71
2002.0,haute-loire,1.0,D,51.25
2002.0,haute-loire,1.0,ED,14.91
2002.0,haute-loire,1.0,EG,32.13
2002.0,haute-loire,2.0,Autres,0.72
2002.0,haute-loire,2.0,D,55.71
2002.0,haute-loire,2.0,ED,8.44
2002.0,haute-loire,2.0,EG,5.64
2002.0,haute-loire,2.0,G,29.5
2002.0,haute-marne,1.0,Autres,2.04
2002.0,haute-marne,1.0,D,49.19
2002.0,haute-marne,1.0,ED,12.63
2002.0,haute-marne,1.0,EG,17.42
2002.0,haute-marne,1.0,G,18.72
2002.0,haute-marne,2.0,Autres,1.47
2002.0,haute-marne,2.0,D,49.14
2002.0,haute-marne,2.0,ED,18.67
2002.0,haute-marne,2.0,EG,12.27
2002.0,haute-marne,2.0,G,18.45
2002.0,haute-saone,1.0,Autres,5.53
2002.0,haute-saone,1.0,C,0.38
2002.0,haute-saone,1.0,D,47.76
2002.0,haute-saone,1.0,ED,14.09
2002.0,haute-saone,1.0,EG,8.63
2002.0,haute-saone,1.0,G,23.6
2002.0,haute-saone,2.0,Autres,1.4
2002.0,haute-saone,2.0,C,0.4
2002.0,haute-saone,2.0,D,32.99
2002.0,haute-saone,2.0,ED,20.65
2002.0,haute-saone,2.0,EG,11.3
2002.0,haute-saone,2.0,G,33.26
2002.0,haute-saone,3.0,Autres,1.78
2002.0,haute-saone,3.0,C,0.38
2002.0,haute-saone,3.0,D,39.87
2002.0,haute-saone,3.0,ED,14.86
2002.0,haute-saone,3.0,EG,6.42
2002.0,haute-saone,3.0,G,36.68
2002.0,haute-savoie,1.0,Autres,3.29
2002.0,haute-savoie,1.0,C,0.46
2002.0,haute-savoie,1.0,D,49.7
2002.0,haute-savoie,1.0,ED,15.25
2002.0,haute-savoie,1.0,EG,5.97
2002.0,haute-savoie,1.0,G,25.33
2002.0,haute-savoie,2.0,Autres,4.71
2002.0,haute-savoie,2.0,C,47.61
2002.0,haute-savoie,2.0,D,2.35
2002.0,haute-savoie,2.0,ED,15.05
2002.0,haute-savoie,2.0,EG,30.29
2002.0,haute-savoie,3.0,Autres,9.13
2002.0,haute-savoie,3.0,D,49.43
2002.0,haute-savoie,3.0,ED,21.31
2002.0,haute-savoie,3.0,EG,20.11
2002.0,haute-savoie,4.0,Autres,4.52
2002.0,haute-savoie,4.0,D,55.5
2002.0,haute-savoie,4.0,ED,14.13
2002.0,haute-savoie,4.0,EG,5.32
2002.0,haute-savoie,4.0,G,20.52
2002.0,haute-savoie,5.0,Autres,1.95
2002.0,haute-savoie,5.0,D,54.28
2002.0,haute-savoie,5.0,ED,14.69
2002.0,haute-savoie,5.0,EG,4.86
2002.0,haute-savoie,5.0,G,24.23
2002.0,haute-vienne,1.0,Autres,5.2
2002.0,haute-vienne,1.0,C,16.69
2002.0,haute-vienne,1.0,D,29.58
2002.0,haute-vienne,1.0,ED,5.08
2002.0,haute-vienne,1.0,EG,10.87
2002.0,haute-vienne,1.0,G,32.59
2002.0,haute-vienne,2.0,Autres,0.64
2002.0,haute-vienne,2.0,D,38.77
2002.0,haute-vienne,2.0,ED,6.91
2002.0,haute-vienne,2.0,EG,16.85
2002.0,haute-vienne,2.0,G,36.83
2002.0,haute-vienne,3.0,Autres,0.77
2002.0,haute-vienne,3.0,C,5.17
2002.0,haute-vienne,3.0,D,32.14
2002.0,haute-vienne,3.0,ED,7.43
2002.0,haute-vienne,3.0,EG,12.57
2002.0,haute-vienne,3.0,G,41.92
2002.0,haute-vienne,4.0,Autres,1.73
2002.0,haute-vienne,4.0,C,3.72
2002.0,haute-vienne,4.0,D,26.3
2002.0,haute-vienne,4.0,ED,6.44
2002.0,haute-vienne,4.0,EG,13.13
2002.0,haute-vienne,4.0,G,48.68
2002.0,hautes-alpes,1.0,Autres,3.21
2002.0,hautes-alpes,1.0,C,16.42
2002.0,hautes-alpes,1.0,D,33.32
2002.0,hautes-alpes,1.0,ED,7.78
2002.0,hautes-alpes,1.0,EG,10.75
2002.0,hautes-alpes,1.0,G,28.51
2002.0,hautes-alpes,2.0,Autres,4.03
2002.0,hautes-alpes,2.0,C,0.0
2002.0,hautes-alpes,2.0,D,42.99
2002.0,hautes-alpes,2.0,ED,7.15
2002.0,hautes-alpes,2.0,EG,45.83
2002.0,hautes-pyrenees,1.0,Autres,2.07
2002.0,hautes-pyrenees,1.0,D,35.45
2002.0,hautes-pyrenees,1.0,ED,7.71
2002.0,hautes-pyrenees,1.0,EG,13.56
2002.0,hautes-pyrenees,1.0,G,41.22
2002.0,hautes-pyrenees,2.0,Autres,1.11
2002.0,hautes-pyrenees,2.0,D,43.3
2002.0,hautes-pyrenees,2.0,ED,7.21
2002.0,hautes-pyrenees,2.0,EG,48.2
2002.0,hautes-pyrenees,3.0,Autres,1.11
2002.0,hautes-pyrenees,3.0,D,30.8
2002.0,hautes-pyrenees,3.0,ED,9.56
2002.0,hautes-pyrenees,3.0,EG,15.94
2002.0,hautes-pyrenees,3.0,G,42.6
2002.0,hauts-de-seine,1.0,Autres,5.9
2002.0,hauts-de-seine,1.0,D,27.48
2002.0,hauts-de-seine,1.0,ED,9.67
2002.0,hauts-de-seine,1.0,EG,38.68
2002.0,hauts-de-seine,1.0,G,18.28
2002.0,hauts-de-seine,2.0,Autres,6.01
2002.0,hauts-de-seine,2.0,D,55.26
2002.0,hauts-de-seine,2.0,ED,7.98
2002.0,hauts-de-seine,2.0,EG,8.25
2002.0,hauts-de-seine,2.0,G,22.53
2002.0,hauts-de-seine,3.0,Autres,6.87
2002.0,hauts-de-seine,3.0,D,55.25
2002.0,hauts-de-seine,3.0,ED,8.53
2002.0,hauts-de-seine,3.0,EG,6.44
2002.0,hauts-de-seine,3.0,G,22.91
2002.0,hauts-de-seine,4.0,Autres,3.16
2002.0,hauts-de-seine,4.0,C,9.9
2002.0,hauts-de-seine,4.0,D,31.17
2002.0,hauts-de-seine,4.0,ED,8.7
2002.0,hauts-de-seine,4.0,EG,31.78
2002.0,hauts-de-seine,4.0,G,15.3
2002.0,hauts-de-seine,5.0,Autres,3.69
2002.0,hauts-de-seine,5.0,C,0.09
2002.0,hauts-de-seine,5.0,D,55.82
2002.0,hauts-de-seine,5.0,ED,7.85
2002.0,hauts-de-seine,5.0,EG,9.17
2002.0,hauts-de-seine,5.0,G,23.38
2002.0,hauts-de-seine,6.0,Autres,5.06
2002.0,hauts-de-seine,6.0,D,69.53
2002.0,hauts-de-seine,6.0,ED,7.44
2002.0,hauts-de-seine,6.0,EG,5.03
2002.0,hauts-de-seine,6.0,G,12.96
2002.0,hauts-de-seine,7.0,Autres,4.69
2002.0,hauts-de-seine,7.0,D,62.52
2002.0,hauts-de-seine,7.0,ED,7.63
2002.0,hauts-de-seine,7.0,EG,5.16
2002.0,hauts-de-seine,7.0,G,20.0
2002.0,hauts-de-seine,8.0,Autres,7.49
2002.0,hauts-de-seine,8.0,C,24.69
2002.0,hauts-de-seine,8.0,D,30.61
2002.0,hauts-de-seine,8.0,ED,6.35
2002.0,hauts-de-seine,8.0,EG,30.87
2002.0,hauts-de-seine,9.0,Autres,6.04
2002.0,hauts-de-seine,9.0,D,61.02
2002.0,hauts-de-seine,9.0,ED,7.78
2002.0,hauts-de-seine,9.0,EG,4.53
2002.0,hauts-de-seine,9.0,G,20.64
2002.0,hauts-de-seine,10.0,Autres,3.98
2002.0,hauts-de-seine,10.0,C,46.03
2002.0,hauts-de-seine,10.0,D,9.12
2002.0,hauts-de-seine,10.0,ED,6.27
2002.0,hauts-de-seine,10.0,EG,8.21
