year,Departement,Circ,Parti,Score
1997.0,alpes-maritimes,5.0,D,33.14
1997.0,alpes-maritimes,5.0,ED,22.55
1997.0,alpes-maritimes,5.0,EG,21.93
1997.0,alpes-maritimes,5.0,G,19.03
1997.0,alpes-maritimes,6.0,Autres,4.44
1997.0,alpes-maritimes,6.0,D,43.54
1997.0,alpes-maritimes,6.0,ED,21.2
1997.0,alpes-maritimes,6.0,EG,14.84
1997.0,alpes-maritimes,6.0,G,15.99
1997.0,alpes-maritimes,7.0,Autres,3.41
1997.0,alpes-maritimes,7.0,C,38.9
1997.0,alpes-maritimes,7.0,D,6.07
1997.0,alpes-maritimes,7.0,ED,23.31
1997.0,alpes-maritimes,7.0,EG,12.01
1997.0,alpes-maritimes,7.0,G,16.3
1997.0,alpes-maritimes,8.0,Autres,3.51
1997.0,alpes-maritimes,8.0,C,25.35
1997.0,alpes-maritimes,8.0,D,20.43
1997.0,alpes-maritimes,8.0,ED,27.63
1997.0,alpes-maritimes,8.0,EG,11.26
1997.0,alpes-maritimes,8.0,G,11.83
1997.0,alpes-maritimes,9.0,Autres,2.4
1997.0,alpes-maritimes,9.0,C,19.25
1997.0,alpes-maritimes,9.0,D,19.43
1997.0,alpes-maritimes,9.0,ED,22.1
1997.0,alpes-maritimes,9.0,EG,36.8
1997.0,ardeche,1.0,C,30.06
1997.0,ardeche,1.0,D,2.64
1997.0,ardeche,1.0,ED,14.16
1997.0,ardeche,1.0,EG,21.25
1997.0,ardeche,1.0,G,31.88
1997.0,ardeche,2.0,Autres,4.78
1997.0,ardeche,2.0,D,35.84
1997.0,ardeche,2.0,ED,13.86
1997.0,ardeche,2.0,EG,14.07
1997.0,ardeche,2.0,G,31.44
1997.0,ardeche,3.0,Autres,5.6
1997.0,ardeche,3.0,D,35.22
1997.0,ardeche,3.0,ED,14.29
1997.0,ardeche,3.0,EG,16.58
1997.0,ardeche,3.0,G,28.3
1997.0,ardennes,1.0,Autres,1.48
1997.0,ardennes,1.0,C,29.57
1997.0,ardennes,1.0,D,3.09
1997.0,ardennes,1.0,ED,21.81
1997.0,ardennes,1.0,EG,16.63
1997.0,ardennes,1.0,G,27.42
1997.0,ardennes,2.0,Autres,0.51
1997.0,ardennes,2.0,C,25.93
1997.0,ardennes,2.0,D,1.69
1997.0,ardennes,2.0,ED,20.56
1997.0,ardennes,2.0,EG,25.64
1997.0,ardennes,2.0,G,25.67
1997.0,ardennes,3.0,D,41.63
1997.0,ardennes,3.0,ED,16.84
1997.0,ardennes,3.0,EG,14.66
1997.0,ardennes,3.0,G,26.87
1997.0,ariege,1.0,Autres,2.8
1997.0,ariege,1.0,D,21.0
1997.0,ariege,1.0,ED,9.96
1997.0,ariege,1.0,EG,21.41
1997.0,ariege,1.0,G,44.82
1997.0,ariege,2.0,Autres,1.39
1997.0,ariege,2.0,C,27.74
1997.0,ariege,2.0,D,2.17
1997.0,ariege,2.0,ED,8.85
1997.0,ariege,2.0,EG,22.49
1997.0,ariege,2.0,G,37.37
1997.0,aube,1.0,Autres,1.3
1997.0,aube,1.0,C,34.34
1997.0,aube,1.0,D,8.15
1997.0,aube,1.0,ED,20.13
1997.0,aube,1.0,EG,13.59
1997.0,aube,1.0,G,22.49
1997.0,aube,2.0,Autres,2.35
1997.0,aube,2.0,C,12.7
1997.0,aube,2.0,D,26.21
1997.0,aube,2.0,ED,20.29
1997.0,aube,2.0,EG,14.62
1997.0,aube,2.0,G,23.82
1997.0,aube,3.0,Autres,1.25
1997.0,aube,3.0,D,36.43
1997.0,aube,3.0,ED,20.26
1997.0,aube,3.0,EG,18.01
1997.0,aube,3.0,G,24.05
1997.0,aude,1.0,Autres,1.84
1997.0,aude,1.0,C,24.15
1997.0,aude,1.0,D,2.59
1997.0,aude,1.0,ED,15.06
1997.0,aude,1.0,EG,21.95
1997.0,aude,1.0,G,34.43
1997.0,aude,2.0,Autres,2.93
1997.0,aude,2.0,D,27.4
1997.0,aude,2.0,ED,15.8
1997.0,aude,2.0,EG,20.93
1997.0,aude,2.0,G,32.94
1997.0,aude,3.0,Autres,1.3
1997.0,aude,3.0,D,29.87
1997.0,aude,3.0,ED,11.91
1997.0,aude,3.0,EG,16.02
1997.0,aude,3.0,G,40.89
1997.0,aveyron,1.0,Autres,1.69
1997.0,aveyron,1.0,C,39.46
1997.0,aveyron,1.0,D,15.41
1997.0,aveyron,1.0,ED,8.41
1997.0,aveyron,1.0,EG,11.6
1997.0,aveyron,1.0,G,23.43
1997.0,aveyron,2.0,Autres,1.55
1997.0,aveyron,2.0,C,36.55
1997.0,aveyron,2.0,D,2.16
1997.0,aveyron,2.0,ED,5.86
1997.0,aveyron,2.0,EG,9.56
1997.0,aveyron,2.0,G,44.32
1997.0,aveyron,3.0,Autres,1.26
1997.0,aveyron,3.0,D,49.35
1997.0,aveyron,3.0,ED,7.95
1997.0,aveyron,3.0,EG,14.05
1997.0,aveyron,3.0,G,27.39
1997.0,bas-rhin,1.0,Autres,2.65
1997.0,bas-rhin,1.0,C,31.41
1997.0,bas-rhin,1.0,D,2.32
1997.0,bas-rhin,1.0,ED,14.01
1997.0,bas-rhin,1.0,EG,10.3
1997.0,bas-rhin,1.0,G,39.3
1997.0,bas-rhin,2.0,Autres,7.4
1997.0,bas-rhin,2.0,C,28.19
1997.0,bas-rhin,2.0,D,1.95
1997.0,bas-rhin,2.0,ED,20.47
1997.0,bas-rhin,2.0,EG,14.68
1997.0,bas-rhin,2.0,G,27.29
1997.0,bas-rhin,3.0,Autres,3.6
1997.0,bas-rhin,3.0,D,25.89
1997.0,bas-rhin,3.0,ED,22.66
1997.0,bas-rhin,3.0,EG,12.77
1997.0,bas-rhin,3.0,G,35.07
1997.0,bas-rhin,4.0,Autres,6.05
1997.0,bas-rhin,4.0,C,34.93
1997.0,bas-rhin,4.0,D,5.99
1997.0,bas-rhin,4.0,ED,22.23
1997.0,bas-rhin,4.0,EG,12.07
1997.0,bas-rhin,4.0,G,18.73
1997.0,bas-rhin,5.0,Autres,1.79
1997.0,bas-rhin,5.0,C,37.52
1997.0,bas-rhin,5.0,D,3.67
1997.0,bas-rhin,5.0,ED,24.36
1997.0,bas-rhin,5.0,EG,10.18
1997.0,bas-rhin,5.0,G,22.47
1997.0,bas-rhin,6.0,Autres,11.74
1997.0,bas-rhin,6.0,C,45.39
1997.0,bas-rhin,6.0,D,2.78
1997.0,bas-rhin,6.0,ED,19.5
1997.0,bas-rhin,6.0,EG,8.89
1997.0,bas-rhin,6.0,G,11.7
1997.0,bas-rhin,7.0,Autres,7.61
1997.0,bas-rhin,7.0,C,45.37
1997.0,bas-rhin,7.0,D,2.96
1997.0,bas-rhin,7.0,ED,25.24
1997.0,bas-rhin,7.0,EG,18.81
1997.0,bas-rhin,8.0,Autres,5.22
1997.0,bas-rhin,8.0,C,46.6
1997.0,bas-rhin,8.0,D,1.84
1997.0,bas-rhin,8.0,ED,20.17
1997.0,bas-rhin,8.0,EG,10.45
1997.0,bas-rhin,8.0,G,15.72
1997.0,bas-rhin,9.0,Autres,9.26
1997.0,bas-rhin,9.0,D,38.39
1997.0,bas-rhin,9.0,ED,24.04
1997.0,bas-rhin,9.0,EG,11.86
1997.0,bas-rhin,9.0,G,16.44
1997.0,bouches-du-rhone,1.0,Autres,2.97
1997.0,bouches-du-rhone,1.0,C,31.12
1997.0,bouches-du-rhone,1.0,D,1.66
1997.0,bouches-du-rhone,1.0,ED,23.95
1997.0,bouches-du-rhone,1.0,EG,16.88
1997.0,bouches-du-rhone,1.0,G,23.41
1997.0,bouches-du-rhone,2.0,Autres,1.03
1997.0,bouches-du-rhone,2.0,C,40.88
1997.0,bouches-du-rhone,2.0,D,2.36
1997.0,bouches-du-rhone,2.0,ED,20.91
1997.0,bouches-du-rhone,2.0,EG,14.48
1997.0,bouches-du-rhone,2.0,G,20.34
1997.0,bouches-du-rhone,3.0,Autres,1.89
1997.0,bouches-du-rhone,3.0,C,29.04
1997.0,bouches-du-rhone,3.0,D,1.27
1997.0,bouches-du-rhone,3.0,ED,24.16
1997.0,bouches-du-rhone,3.0,EG,17.31
1997.0,bouches-du-rhone,3.0,G,26.35
1997.0,bouches-du-rhone,4.0,Autres,4.03
1997.0,bouches-du-rhone,4.0,D,12.14
1997.0,bouches-du-rhone,4.0,ED,30.89
1997.0,bouches-du-rhone,4.0,EG,38.26
1997.0,bouches-du-rhone,4.0,G,14.67
1997.0,bouches-du-rhone,5.0,Autres,4.88
1997.0,bouches-du-rhone,5.0,D,32.11
1997.0,bouches-du-rhone,5.0,ED,23.76
1997.0,bouches-du-rhone,5.0,EG,16.16
1997.0,bouches-du-rhone,5.0,G,23.09
1997.0,bouches-du-rhone,6.0,Autres,2.2
1997.0,bouches-du-rhone,6.0,C,30.73
1997.0,bouches-du-rhone,6.0,D,1.92
1997.0,bouches-du-rhone,6.0,ED,24.92
1997.0,bouches-du-rhone,6.0,EG,16.61
1997.0,bouches-du-rhone,6.0,G,23.62
1997.0,bouches-du-rhone,7.0,Autres,1.77
1997.0,bouches-du-rhone,7.0,D,16.41
1997.0,bouches-du-rhone,7.0,ED,31.23
1997.0,bouches-du-rhone,7.0,EG,26.02
1997.0,bouches-du-rhone,7.0,G,24.57
1997.0,bouches-du-rhone,8.0,Autres,0.99
1997.0,bouches-du-rhone,8.0,D,20.6
1997.0,bouches-du-rhone,8.0,ED,28.18
1997.0,bouches-du-rhone,8.0,EG,21.35
1997.0,bouches-du-rhone,8.0,G,28.88
1997.0,bouches-du-rhone,9.0,C,26.28
1997.0,bouches-du-rhone,9.0,D,2.68
1997.0,bouches-du-rhone,9.0,ED,22.64
1997.0,bouches-du-rhone,9.0,EG,38.23
1997.0,bouches-du-rhone,9.0,G,10.18
1997.0,bouches-du-rhone,10.0,Autres,1.7
1997.0,bouches-du-rhone,10.0,D,24.25
1997.0,bouches-du-rhone,10.0,ED,24.31
1997.0,bouches-du-rhone,10.0,EG,35.9
1997.0,bouches-du-rhone,10.0,G,13.85
1997.0,bouches-du-rhone,11.0,Autres,3.33
1997.0,bouches-du-rhone,11.0,C,29.0
1997.0,bouches-du-rhone,11.0,D,3.03
1997.0,bouches-du-rhone,11.0,ED,25.06
1997.0,bouches-du-rhone,11.0,EG,15.23
1997.0,bouches-du-rhone,11.0,G,24.36
1997.0,bouches-du-rhone,12.0,Autres,3.8
1997.0,bouches-du-rhone,12.0,D,14.12
1997.0,bouches-du-rhone,12.0,ED,35.45
1997.0,bouches-du-rhone,12.0,EG,15.62
1997.0,bouches-du-rhone,12.0,G,31.02
1997.0,bouches-du-rhone,13.0,Autres,3.65
1997.0,bouches-du-rhone,13.0,C,24.22
1997.0,bouches-du-rhone,13.0,D,0.91
1997.0,bouches-du-rhone,13.0,ED,17.45
1997.0,bouches-du-rhone,13.0,EG,34.54
1997.0,bouches-du-rhone,13.0,G,19.23
1997.0,bouches-du-rhone,14.0,Autres,5.15
1997.0,bouches-du-rhone,14.0,D,35.74
1997.0,bouches-du-rhone,14.0,ED,18.47
1997.0,bouches-du-rhone,14.0,EG,13.63
1997.0,bouches-du-rhone,14.0,G,27.01
1997.0,bouches-du-rhone,15.0,Autres,1.72
1997.0,bouches-du-rhone,15.0,D,31.97
1997.0,bouches-du-rhone,15.0,ED,24.6
1997.0,bouches-du-rhone,15.0,EG,18.5
1997.0,bouches-du-rhone,15.0,G,23.22
1997.0,bouches-du-rhone,16.0,Autres,1.02
1997.0,bouches-du-rhone,16.0,D,24.31
1997.0,bouches-du-rhone,16.0,ED,22.27
1997.0,bouches-du-rhone,16.0,EG,26.62
1997.0,bouches-du-rhone,16.0,G,25.79
1997.0,calvados,1.0,Autres,3.8
1997.0,calvados,1.0,C,33.93
1997.0,calvados,1.0,D,3.63
1997.0,calvados,1.0,ED,10.14
1997.0,calvados,1.0,EG,15.91
1997.0,calvados,1.0,G,32.58
1997.0,calvados,2.0,Autres,2.27
1997.0,calvados,2.0,D,26.93
1997.0,calvados,2.0,ED,10.31
1997.0,calvados,2.0,EG,21.34
1997.0,calvados,2.0,G,39.15
1997.0,calvados,3.0,Autres,3.69
1997.0,calvados,3.0,D,37.1
1997.0,calvados,3.0,ED,12.65
1997.0,calvados,3.0,EG,13.67
1997.0,calvados,3.0,G,32.87
1997.0,calvados,4.0,Autres,2.0
1997.0,calvados,4.0,C,37.55
1997.0,calvados,4.0,D,8.68
1997.0,calvados,4.0,ED,13.85
1997.0,calvados,4.0,EG,12.89
1997.0,calvados,4.0,G,25.04
1997.0,calvados,5.0,Autres,1.39
1997.0,calvados,5.0,C,34.38
1997.0,calvados,5.0,D,8.11
1997.0,calvados,5.0,ED,11.68
1997.0,calvados,5.0,EG,14.35
1997.0,calvados,5.0,G,30.1
1997.0,calvados,6.0,Autres,3.23
1997.0,calvados,6.0,C,37.05
1997.0,calvados,6.0,D,3.76
1997.0,calvados,6.0,ED,11.43
1997.0,calvados,6.0,EG,15.69
1997.0,calvados,6.0,G,28.83
1997.0,cantal,1.0,Autres,1.27
1997.0,cantal,1.0,C,36.94
1997.0,cantal,1.0,D,3.91
1997.0,cantal,1.0,ED,5.82
1997.0,cantal,1.0,EG,6.83
1997.0,cantal,1.0,G,45.23
1997.0,cantal,2.0,D,60.13
1997.0,cantal,2.0,ED,7.03
1997.0,cantal,2.0,EG,7.82
1997.0,cantal,2.0,G,25.01
1997.0,charente,1.0,Autres,6.79
1997.0,charente,1.0,C,33.98
1997.0,charente,1.0,D,2.55
1997.0,charente,1.0,ED,10.7
1997.0,charente,1.0,EG,16.93
1997.0,charente,1.0,G,29.05
1997.0,charente,2.0,Autres,5.12
1997.0,charente,2.0,D,39.35
1997.0,charente,2.0,ED,11.17
1997.0,charente,2.0,EG,12.67
1997.0,charente,2.0,G,31.69
1997.0,charente,3.0,D,36.14
1997.0,charente,3.0,ED,9.33
1997.0,charente,3.0,EG,20.76
1997.0,charente,3.0,G,33.77
1997.0,charente,4.0,Autres,1.89
1997.0,charente,4.0,C,23.97
1997.0,charente,4.0,D,2.86
1997.0,charente,4.0,ED,9.93
1997.0,charente,4.0,EG,18.26
1997.0,charente,4.0,G,43.08
1997.0,charente-maritime,1.0,Autres,1.36
1997.0,charente-maritime,1.0,C,26.62
1997.0,charente-maritime,1.0,D,3.72
1997.0,charente-maritime,1.0,ED,10.23
1997.0,charente-maritime,1.0,EG,15.28
1997.0,charente-maritime,1.0,G,42.81
1997.0,charente-maritime,2.0,Autres,10.36
1997.0,charente-maritime,2.0,C,31.52
1997.0,charente-maritime,2.0,D,3.81
1997.0,charente-maritime,2.0,ED,11.33
1997.0,charente-maritime,2.0,EG,15.8
1997.0,charente-maritime,2.0,G,27.18
1997.0,charente-maritime,3.0,Autres,5.32
1997.0,charente-maritime,3.0,C,32.53
1997.0,charente-maritime,3.0,D,3.95
1997.0,charente-maritime,3.0,ED,9.8
1997.0,charente-maritime,3.0,EG,14.4
1997.0,charente-maritime,3.0,G,34.0
1997.0,charente-maritime,4.0,Autres,2.79
1997.0,charente-maritime,4.0,C,37.35
1997.0,charente-maritime,4.0,D,5.11
1997.0,charente-maritime,4.0,ED,13.29
1997.0,charente-maritime,4.0,EG,14.42
1997.0,charente-maritime,4.0,G,27.04
1997.0,charente-maritime,5.0,Autres,2.8
1997.0,charente-maritime,5.0,D,46.69
1997.0,charente-maritime,5.0,ED,13.23
1997.0,charente-maritime,5.0,EG,13.05
1997.0,charente-maritime,5.0,G,24.21
1997.0,cher,1.0,Autres,4.6
1997.0,cher,1.0,D,36.53
1997.0,cher,1.0,ED,13.82
1997.0,cher,1.0,EG,25.05
1997.0,cher,1.0,G,20.01
1997.0,cher,2.0,Autres,2.81
1997.0,cher,2.0,C,27.43
1997.0,cher,2.0,D,3.35
1997.0,cher,2.0,ED,15.11
1997.0,cher,2.0,EG,34.99
1997.0,cher,2.0,G,16.3
1997.0,cher,3.0,Autres,7.28
1997.0,cher,3.0,D,35.85
1997.0,cher,3.0,ED,12.54
1997.0,cher,3.0,EG,19.11
1997.0,cher,3.0,G,25.22
1997.0,correze,1.0,Autres,2.21
1997.0,correze,1.0,D,38.27
1997.0,correze,1.0,ED,5.92
1997.0,correze,1.0,EG,18.2
1997.0,correze,1.0,G,35.4
1997.0,correze,2.0,D,46.25
1997.0,correze,2.0,ED,8.75
1997.0,correze,2.0,EG,15.92
1997.0,correze,2.0,G,29.07
1997.0,correze,3.0,D,48.3
1997.0,correze,3.0,ED,5.35
1997.0,correze,3.0,EG,19.8
1997.0,correze,3.0,G,26.54
1997.0,corse-du-sud,1.0,Autres,3.77
1997.0,corse-du-sud,1.0,C,44.85
1997.0,corse-du-sud,1.0,ED,9.05
1997.0,corse-du-sud,1.0,EG,17.22
1997.0,corse-du-sud,1.0,G,25.11
1997.0,corse-du-sud,2.0,Autres,4.7
1997.0,corse-du-sud,2.0,D,60.45
1997.0,corse-du-sud,2.0,ED,6.58
1997.0,corse-du-sud,2.0,EG,21.19
1997.0,corse-du-sud,2.0,G,7.08
1997.0,cote-d-or,1.0,Autres,3.01
1997.0,cote-d-or,1.0,D,40.89
1997.0,cote-d-or,1.0,ED,15.35
1997.0,cote-d-or,1.0,EG,14.86
1997.0,cote-d-or,1.0,G,25.89
1997.0,cote-d-or,2.0,Autres,5.58
1997.0,cote-d-or,2.0,D,33.79
1997.0,cote-d-or,2.0,ED,19.72
1997.0,cote-d-or,2.0,EG,15.58
1997.0,cote-d-or,2.0,G,25.34
1997.0,cote-d-or,3.0,Autres,33.74
1997.0,cote-d-or,3.0,D,26.81
1997.0,cote-d-or,3.0,ED,22.64
1997.0,cote-d-or,3.0,EG,16.81
1997.0,cote-d-or,4.0,Autres,1.93
1997.0,cote-d-or,4.0,C,39.97
1997.0,cote-d-or,4.0,ED,15.61
1997.0,cote-d-or,4.0,EG,13.89
1997.0,cote-d-or,4.0,G,28.6
1997.0,cote-d-or,5.0,Autres,1.85
1997.0,cote-d-or,5.0,D,34.45
1997.0,cote-d-or,5.0,ED,18.14
1997.0,cote-d-or,5.0,EG,12.32
1997.0,cote-d-or,5.0,G,33.24
1997.0,cotes-d-armor,1.0,Autres,4.05
1997.0,cotes-d-armor,1.0,C,0.29
1997.0,cotes-d-armor,1.0,D,31.93
1997.0,cotes-d-armor,1.0,ED,8.0
1997.0,cotes-d-armor,1.0,EG,28.09
1997.0,cotes-d-armor,1.0,G,27.64
1997.0,cotes-d-armor,2.0,C,17.15
1997.0,cotes-d-armor,2.0,D,17.88
1997.0,cotes-d-armor,2.0,ED,7.39
1997.0,cotes-d-armor,2.0,EG,12.77
1997.0,cotes-d-armor,2.0,G,44.82
1997.0,cotes-d-armor,3.0,Autres,0.59
1997.0,cotes-d-armor,3.0,D,40.48
1997.0,cotes-d-armor,3.0,ED,5.99
1997.0,cotes-d-armor,3.0,EG,13.57
1997.0,cotes-d-armor,3.0,G,39.37
1997.0,cotes-d-armor,4.0,Autres,2.21
1997.0,cotes-d-armor,4.0,D,33.03
1997.0,cotes-d-armor,4.0,ED,5.23
1997.0,cotes-d-armor,4.0,EG,36.47
1997.0,cotes-d-armor,4.0,G,23.07
1997.0,cotes-d-armor,5.0,Autres,6.56
1997.0,cotes-d-armor,5.0,C,34.37
1997.0,cotes-d-armor,5.0,D,0.07
1997.0,cotes-d-armor,5.0,ED,8.82
1997.0,cotes-d-armor,5.0,EG,19.11
1997.0,cotes-d-armor,5.0,G,31.06
1997.0,creuse,1.0,Autres,1.19
1997.0,creuse,1.0,C,8.23
1997.0,creuse,1.0,D,33.24
1997.0,creuse,1.0,ED,6.47
1997.0,creuse,1.0,EG,18.84
1997.0,creuse,1.0,G,32.02
1997.0,creuse,2.0,D,45.42
1997.0,creuse,2.0,ED,6.66
1997.0,creuse,2.0,EG,14.59
1997.0,creuse,2.0,G,33.34
1997.0,deux-sevres,1.0,Autres,2.36
1997.0,deux-sevres,1.0,C,36.33
1997.0,deux-sevres,1.0,D,2.71
1997.0,deux-sevres,1.0,ED,6.48
1997.0,deux-sevres,1.0,EG,14.4
1997.0,deux-sevres,1.0,G,37.72
1997.0,deux-sevres,2.0,Autres,1.2
1997.0,deux-sevres,2.0,C,30.33
1997.0,deux-sevres,2.0,D,3.36
1997.0,deux-sevres,2.0,ED,7.28
1997.0,deux-sevres,2.0,EG,8.72
1997.0,deux-sevres,2.0,G,49.11
1997.0,deux-sevres,3.0,Autres,3.01
1997.0,deux-sevres,3.0,C,48.61
1997.0,deux-sevres,3.0,D,4.01
1997.0,deux-sevres,3.0,ED,7.16
1997.0,deux-sevres,3.0,EG,9.47
1997.0,deux-sevres,3.0,G,27.74
1997.0,deux-sevres,4.0,Autres,1.67
1997.0,deux-sevres,4.0,C,47.5
1997.0,deux-sevres,4.0,D,6.08
1997.0,deux-sevres,4.0,ED,8.3
1997.0,deux-sevres,4.0,EG,15.07
1997.0,deux-sevres,4.0,G,21.39
1997.0,dordogne,1.0,Autres,1.57
1997.0,dordogne,1.0,D,36.23
1997.0,dordogne,1.0,ED,8.74
1997.0,dordogne,1.0,EG,21.67
1997.0,dordogne,1.0,G,31.78
1997.0,dordogne,2.0,Autres,22.94
1997.0,dordogne,2.0,D,35.03
1997.0,dordogne,2.0,ED,13.17
1997.0,dordogne,2.0,EG,1.78
1997.0,dordogne,2.0,G,27.07
1997.0,dordogne,3.0,Autres,0.15
1997.0,dordogne,3.0,D,37.18
1997.0,dordogne,3.0,ED,6.75
1997.0,dordogne,3.0,EG,30.5
1997.0,dordogne,3.0,G,25.43
1997.0,dordogne,4.0,Autres,1.35
1997.0,dordogne,4.0,D,35.48
1997.0,dordogne,4.0,ED,8.21
1997.0,dordogne,4.0,EG,25.65
1997.0,dordogne,4.0,G,29.31
1997.0,doubs,1.0,Autres,6.97
1997.0,doubs,1.0,D,33.8
1997.0,doubs,1.0,ED,17.48
1997.0,doubs,1.0,EG,13.1
1997.0,doubs,1.0,G,28.66
1997.0,doubs,2.0,Autres,2.09
1997.0,doubs,2.0,C,30.01
1997.0,doubs,2.0,D,5.87
1997.0,doubs,2.0,ED,16.05
1997.0,doubs,2.0,EG,18.02
1997.0,doubs,2.0,G,27.95
1997.0,doubs,3.0,D,35.58
1997.0,doubs,3.0,ED,15.55
1997.0,doubs,3.0,EG,19.22
1997.0,doubs,3.0,G,29.65
1997.0,doubs,4.0,Autres,3.73
1997.0,doubs,4.0,D,28.94
1997.0,doubs,4.0,ED,18.29
1997.0,doubs,4.0,EG,15.99
1997.0,doubs,4.0,G,33.05
1997.0,doubs,5.0,Autres,1.7
1997.0,doubs,5.0,D,45.21
1997.0,doubs,5.0,ED,14.22
1997.0,doubs,5.0,EG,13.19
1997.0,doubs,5.0,G,25.68
1997.0,drome,1.0,Autres,2.92
1997.0,drome,1.0,D,36.47
1997.0,drome,1.0,ED,15.9
1997.0,drome,1.0,EG,11.77
1997.0,drome,1.0,G,32.93
1997.0,drome,2.0,Autres,14.63
1997.0,drome,2.0,C,30.28
1997.0,drome,2.0,D,2.78
1997.0,drome,2.0,ED,21.25
1997.0,drome,2.0,EG,6.71
1997.0,drome,2.0,G,24.34
1997.0,drome,3.0,Autres,1.75
1997.0,drome,3.0,C,32.92
1997.0,drome,3.0,D,3.2
1997.0,drome,3.0,ED,15.36
1997.0,drome,3.0,EG,20.97
1997.0,drome,3.0,G,25.8
1997.0,drome,4.0,Autres,3.31
1997.0,drome,4.0,C,26.46
1997.0,drome,4.0,D,3.57
1997.0,drome,4.0,ED,22.34
1997.0,drome,4.0,EG,18.31
1997.0,drome,4.0,G,26.01
1997.0,essonne,1.0,Autres,3.12
1997.0,essonne,1.0,C,21.01
1997.0,essonne,1.0,D,3.62
1997.0,essonne,1.0,ED,19.28
1997.0,essonne,1.0,EG,24.87
1997.0,essonne,1.0,G,28.09
1997.0,essonne,2.0,Autres,2.91
1997.0,essonne,2.0,D,35.13
1997.0,essonne,2.0,ED,18.49
1997.0,essonne,2.0,EG,25.15
1997.0,essonne,2.0,G,18.32
1997.0,essonne,3.0,Autres,6.83
1997.0,essonne,3.0,D,31.71
1997.0,essonne,3.0,ED,15.83
1997.0,essonne,3.0,EG,18.06
1997.0,essonne,3.0,G,27.56
1997.0,essonne,4.0,Autres,5.64
1997.0,essonne,4.0,C,28.34
1997.0,essonne,4.0,D,8.1
1997.0,essonne,4.0,ED,13.55
1997.0,essonne,4.0,EG,20.21
1997.0,essonne,4.0,G,24.14
1997.0,essonne,5.0,Autres,8.05
1997.0,essonne,5.0,D,36.75
1997.0,essonne,5.0,ED,9.45
1997.0,essonne,5.0,EG,15.28
1997.0,essonne,5.0,G,30.46
1997.0,essonne,6.0,Autres,3.6
1997.0,essonne,6.0,D,31.3
1997.0,essonne,6.0,ED,13.71
1997.0,essonne,6.0,EG,23.46
1997.0,essonne,6.0,G,27.93
1997.0,essonne,7.0,Autres,6.94
1997.0,essonne,7.0,D,32.7
1997.0,essonne,7.0,ED,16.85
1997.0,essonne,7.0,EG,13.12
1997.0,essonne,7.0,G,30.4
1997.0,essonne,8.0,Autres,3.01
1997.0,essonne,8.0,D,32.75
1997.0,essonne,8.0,ED,15.25
1997.0,essonne,8.0,EG,19.69
1997.0,essonne,8.0,G,29.3
1997.0,essonne,9.0,Autres,3.85
1997.0,essonne,9.0,D,33.16
1997.0,essonne,9.0,ED,16.87
1997.0,essonne,9.0,EG,18.75
1997.0,essonne,9.0,G,27.38
1997.0,essonne,10.0,Autres,6.02
1997.0,essonne,10.0,C,22.93
1997.0,essonne,10.0,D,2.96
1997.0,essonne,10.0,ED,16.88
1997.0,essonne,10.0,EG,20.8
1997.0,essonne,10.0,G,30.41
1997.0,eure,1.0,Autres,4.41
1997.0,eure,1.0,D,36.74
1997.0,eure,1.0,ED,18.41
1997.0,eure,1.0,EG,21.69
1997.0,eure,1.0,G,18.74
1997.0,eure,2.0,Autres,3.63
1997.0,eure,2.0,D,32.04
1997.0,eure,2.0,ED,17.05
1997.0,eure,2.0,EG,19.8
1997.0,eure,2.0,G,27.47
1997.0,eure,3.0,C,40.39
1997.0,eure,3.0,D,3.24
1997.0,eure,3.0,ED,13.66
1997.0,eure,3.0,EG,16.85
1997.0,eure,3.0,G,25.86
1997.0,eure,4.0,Autres,3.32
1997.0,eure,4.0,C,28.68
1997.0,eure,4.0,D,2.34
1997.0,eure,4.0,ED,20.04
1997.0,eure,4.0,EG,19.02
1997.0,eure,4.0,G,26.59
1997.0,eure,5.0,Autres,2.7
1997.0,eure,5.0,D,31.38
1997.0,eure,5.0,ED,21.29
1997.0,eure,5.0,EG,23.37
1997.0,eure,5.0,G,21.26
1997.0,eure-et-loir,1.0,Autres,0.64
1997.0,eure-et-loir,1.0,D,34.53
1997.0,eure-et-loir,1.0,ED,16.4
1997.0,eure-et-loir,1.0,EG,16.97
1997.0,eure-et-loir,1.0,G,31.46
1997.0,eure-et-loir,2.0,Autres,7.74
1997.0,eure-et-loir,2.0,D,31.42
1997.0,eure-et-loir,2.0,ED,31.41
1997.0,eure-et-loir,2.0,EG,5.62
1997.0,eure-et-loir,2.0,G,23.81
1997.0,eure-et-loir,3.0,Autres,3.62
1997.0,eure-et-loir,3.0,C,29.56
1997.0,eure-et-loir,3.0,D,3.72
1997.0,eure-et-loir,3.0,ED,19.85
1997.0,eure-et-loir,3.0,EG,16.73
1997.0,eure-et-loir,3.0,G,26.52
1997.0,eure-et-loir,4.0,C,22.59
1997.0,eure-et-loir,4.0,D,23.93
1997.0,eure-et-loir,4.0,ED,16.96
1997.0,eure-et-loir,4.0,EG,36.52
1997.0,finistere,1.0,Autres,3.86
1997.0,finistere,1.0,D,40.72
1997.0,finistere,1.0,ED,8.44
1997.0,finistere,1.0,EG,17.2
1997.0,finistere,1.0,G,29.77
1997.0,finistere,2.0,Autres,2.29
1997.0,finistere,2.0,C,14.06
