year,Departement,Parti,Score
1995.0,hauts-de-seine,Autre,0.22
1995.0,hauts-de-seine,C,19.22
1995.0,hauts-de-seine,D,26.53
1995.0,hauts-de-seine,ED,15.07
1995.0,hauts-de-seine,EG,15.96
1995.0,hauts-de-seine,G,23.01
1995.0,herault,Autre,0.22
1995.0,herault,C,16.13
1995.0,herault,D,17.7
1995.0,herault,ED,23.08
1995.0,herault,EG,18.71
1995.0,herault,G,24.16
1995.0,ille-et-vilaine,Autre,0.25
1995.0,ille-et-vilaine,C,22.47
1995.0,ille-et-vilaine,D,21.04
1995.0,ille-et-vilaine,ED,13.46
1995.0,ille-et-vilaine,EG,17.15
1995.0,ille-et-vilaine,G,25.64
1995.0,indre,Autre,0.33
1995.0,indre,C,17.02
1995.0,indre,D,21.44
1995.0,indre,ED,18.92
1995.0,indre,EG,18.71
1995.0,indre,G,23.58
1995.0,indre-et-loire,Autre,0.29
1995.0,indre-et-loire,C,21.21
1995.0,indre-et-loire,D,18.08
1995.0,indre-et-loire,ED,19.24
1995.0,indre-et-loire,EG,16.56
1995.0,indre-et-loire,G,24.62
1995.0,isere,Autre,0.26
1995.0,isere,C,17.95
1995.0,isere,D,15.78
1995.0,isere,ED,21.81
1995.0,isere,EG,19.01
1995.0,isere,G,25.19
1995.0,jura,Autre,0.27
1995.0,jura,C,20.24
1995.0,jura,D,17.33
1995.0,jura,ED,20.87
1995.0,jura,EG,19.42
1995.0,jura,G,21.88
1995.0,la-reunion,Autre,0.94
1995.0,la-reunion,C,13.55
1995.0,la-reunion,D,35.16
1995.0,la-reunion,ED,5.13
1995.0,la-reunion,EG,15.24
1995.0,la-reunion,G,29.99
1995.0,landes,Autre,0.27
1995.0,landes,C,17.51
1995.0,landes,D,21.18
1995.0,landes,ED,13.1
1995.0,landes,EG,15.99
1995.0,landes,G,31.96
1995.0,loir-et-cher,Autre,0.28
1995.0,loir-et-cher,C,20.09
1995.0,loir-et-cher,D,17.66
1995.0,loir-et-cher,ED,22.74
1995.0,loir-et-cher,EG,16.55
1995.0,loir-et-cher,G,22.68
1995.0,loire,Autre,0.25
1995.0,loire,C,18.85
1995.0,loire,D,17.66
1995.0,loire,ED,25.98
1995.0,loire,EG,16.87
1995.0,loire,G,20.39
1995.0,loire-atlantique,Autre,0.28
1995.0,loire-atlantique,C,20.9
1995.0,loire-atlantique,D,18.5
1995.0,loire-atlantique,ED,16.58
1995.0,loire-atlantique,EG,17.6
1995.0,loire-atlantique,G,26.15
1995.0,loiret,Autre,0.3
1995.0,loiret,C,20.11
1995.0,loiret,D,20.47
1995.0,loiret,ED,21.68
1995.0,loiret,EG,16.46
1995.0,loiret,G,20.97
1995.0,lot,Autre,0.3
1995.0,lot,C,13.73
1995.0,lot,D,25.29
1995.0,lot,ED,12.06
1995.0,lot,EG,19.62
1995.0,lot,G,29.0
1995.0,lot-et-garonne,Autre,0.3
1995.0,lot-et-garonne,C,16.43
1995.0,lot-et-garonne,D,20.19
1995.0,lot-et-garonne,ED,21.02
1995.0,lot-et-garonne,EG,18.62
1995.0,lot-et-garonne,G,23.42
1995.0,lozere,Autre,0.3
1995.0,lozere,C,24.35
1995.0,lozere,D,26.84
1995.0,lozere,ED,13.56
1995.0,lozere,EG,14.4
1995.0,lozere,G,20.56
1995.0,maine-et-loire,Autre,0.3
1995.0,maine-et-loire,C,25.08
1995.0,maine-et-loire,D,20.03
1995.0,maine-et-loire,ED,19.07
1995.0,maine-et-loire,EG,14.6
1995.0,maine-et-loire,G,20.92
1995.0,manche,Autre,0.33
1995.0,manche,C,24.18
1995.0,manche,D,24.04
1995.0,manche,ED,16.39
1995.0,manche,EG,14.86
1995.0,manche,G,20.19
1995.0,marne,Autre,0.29
1995.0,marne,C,18.85
1995.0,marne,D,20.84
1995.0,marne,ED,22.87
1995.0,marne,EG,16.58
1995.0,marne,G,20.57
1995.0,martinique,Autre,0.85
1995.0,martinique,C,23.59
1995.0,martinique,D,29.14
1995.0,martinique,ED,2.55
1995.0,martinique,EG,7.48
1995.0,martinique,G,36.4
1995.0,mayenne,Autre,0.32
1995.0,mayenne,C,26.76
1995.0,mayenne,D,23.66
1995.0,mayenne,ED,15.9
1995.0,mayenne,EG,13.62
1995.0,mayenne,G,19.74
1995.0,mayotte,C,46.96
1995.0,mayotte,D,39.53
1995.0,mayotte,ED,2.5
1995.0,mayotte,EG,5.82
1995.0,mayotte,G,5.19
1995.0,meurthe-et-moselle,Autre,0.27
1995.0,meurthe-et-moselle,C,18.07
1995.0,meurthe-et-moselle,D,17.72
1995.0,meurthe-et-moselle,ED,22.06
1995.0,meurthe-et-moselle,EG,18.27
1995.0,meurthe-et-moselle,G,23.61
1995.0,meuse,Autre,0.32
1995.0,meuse,C,21.33
1995.0,meuse,D,17.38
1995.0,meuse,ED,24.82
1995.0,meuse,EG,14.9
1995.0,meuse,G,21.25
1995.0,morbihan,Autre,0.23
1995.0,morbihan,C,23.37
1995.0,morbihan,D,19.96
1995.0,morbihan,ED,17.84
1995.0,morbihan,EG,15.96
1995.0,morbihan,G,22.64
1995.0,moselle,Autre,0.29
1995.0,moselle,C,20.47
1995.0,moselle,D,17.18
1995.0,moselle,ED,27.39
1995.0,moselle,EG,15.26
1995.0,moselle,G,19.4
1995.0,nievre,Autre,0.27
1995.0,nievre,C,15.81
1995.0,nievre,D,18.04
1995.0,nievre,ED,16.1
1995.0,nievre,EG,19.76
1995.0,nievre,G,30.03
1995.0,nord,Autre,0.24
1995.0,nord,C,17.53
1995.0,nord,D,16.85
1995.0,nord,ED,22.22
1995.0,nord,EG,19.93
1995.0,nord,G,23.23
1995.0,nouvelle-caledonie,C,26.56
1995.0,nouvelle-caledonie,D,42.97
1995.0,nouvelle-caledonie,ED,10.02
1995.0,nouvelle-caledonie,EG,4.56
1995.0,nouvelle-caledonie,G,15.88
1995.0,oise,Autre,0.29
1995.0,oise,C,16.0
1995.0,oise,D,19.7
1995.0,oise,ED,25.08
1995.0,oise,EG,18.12
1995.0,oise,G,20.81
1995.0,orne,Autre,0.31
1995.0,orne,C,21.58
1995.0,orne,D,23.18
1995.0,orne,ED,20.73
1995.0,orne,EG,14.39
1995.0,orne,G,19.81
1995.0,paris,Autre,0.2
1995.0,paris,C,16.6
1995.0,paris,D,32.19
1995.0,paris,ED,11.85
1995.0,paris,EG,13.14
1995.0,paris,G,26.02
1995.0,pas-de-calais,Autre,0.25
1995.0,pas-de-calais,C,15.97
1995.0,pas-de-calais,D,16.91
1995.0,pas-de-calais,ED,19.47
1995.0,pas-de-calais,EG,22.23
1995.0,pas-de-calais,G,25.18
1995.0,polynesie-francaise,C,24.92
1995.0,polynesie-francaise,D,51.63
1995.0,polynesie-francaise,ED,5.8
1995.0,polynesie-francaise,EG,5.12
1995.0,polynesie-francaise,G,12.52
1995.0,puy-de-dome,Autre,0.3
1995.0,puy-de-dome,C,16.79
1995.0,puy-de-dome,D,22.48
1995.0,puy-de-dome,ED,15.12
1995.0,puy-de-dome,EG,19.93
1995.0,puy-de-dome,G,25.38
1995.0,pyrenees-atlantiques,Autre,0.28
1995.0,pyrenees-atlantiques,C,21.16
1995.0,pyrenees-atlantiques,D,23.04
1995.0,pyrenees-atlantiques,ED,13.6
1995.0,pyrenees-atlantiques,EG,16.33
1995.0,pyrenees-atlantiques,G,25.59
1995.0,pyrenees-orientales,Autre,0.22
1995.0,pyrenees-orientales,C,15.71
1995.0,pyrenees-orientales,D,19.01
1995.0,pyrenees-orientales,ED,23.81
1995.0,pyrenees-orientales,EG,18.23
1995.0,pyrenees-orientales,G,23.03
1995.0,rhone,Autre,0.25
1995.0,rhone,C,20.65
1995.0,rhone,D,18.51
1995.0,rhone,ED,23.43
1995.0,rhone,EG,15.46
1995.0,rhone,G,21.71
1995.0,saint-pierre-et-miquelon,C,23.48
1995.0,saint-pierre-et-miquelon,D,33.97
1995.0,saint-pierre-et-miquelon,ED,10.29
1995.0,saint-pierre-et-miquelon,EG,14.95
1995.0,saint-pierre-et-miquelon,G,17.31
1995.0,saone-et-loire,Autre,0.27
1995.0,saone-et-loire,C,19.1
1995.0,saone-et-loire,D,20.31
1995.0,saone-et-loire,ED,18.49
1995.0,saone-et-loire,EG,16.96
1995.0,saone-et-loire,G,24.88
1995.0,sarthe,Autre,0.32
1995.0,sarthe,C,21.63
1995.0,sarthe,D,18.76
1995.0,sarthe,ED,17.55
1995.0,sarthe,EG,18.26
1995.0,sarthe,G,23.48
1995.0,savoie,Autre,0.27
1995.0,savoie,C,20.3
1995.0,savoie,D,18.65
1995.0,savoie,ED,21.92
1995.0,savoie,EG,17.53
1995.0,savoie,G,21.33
1995.0,seine-et-marne,Autre,0.25
1995.0,seine-et-marne,C,15.57
1995.0,seine-et-marne,D,22.76
1995.0,seine-et-marne,ED,23.03
1995.0,seine-et-marne,EG,17.14
1995.0,seine-et-marne,G,21.25
1995.0,seine-maritime,Autre,0.26
1995.0,seine-maritime,C,18.32
1995.0,seine-maritime,D,16.95
1995.0,seine-maritime,ED,19.64
1995.0,seine-maritime,EG,21.18
1995.0,seine-maritime,G,23.65
1995.0,seine-saint-denis,Autre,0.23
1995.0,seine-saint-denis,C,11.79
1995.0,seine-saint-denis,D,19.9
1995.0,seine-saint-denis,ED,21.65
1995.0,seine-saint-denis,EG,23.03
1995.0,seine-saint-denis,G,23.39
1995.0,somme,Autre,0.28
1995.0,somme,C,16.99
1995.0,somme,D,18.85
1995.0,somme,ED,20.37
1995.0,somme,EG,20.72
1995.0,somme,G,22.79
1995.0,tarn,Autre,0.3
1995.0,tarn,C,17.64
1995.0,tarn,D,19.65
1995.0,tarn,ED,17.87
1995.0,tarn,EG,16.38
1995.0,tarn,G,28.17
1995.0,tarn-et-garonne,Autre,0.33
1995.0,tarn-et-garonne,C,15.98
1995.0,tarn-et-garonne,D,19.94
1995.0,tarn-et-garonne,ED,21.98
1995.0,tarn-et-garonne,EG,15.65
1995.0,tarn-et-garonne,G,26.11
1995.0,territoire-de-belfort,Autre,0.22
1995.0,territoire-de-belfort,C,15.44
1995.0,territoire-de-belfort,D,18.15
1995.0,territoire-de-belfort,ED,22.41
1995.0,territoire-de-belfort,EG,17.98
1995.0,territoire-de-belfort,G,25.8
1995.0,val-d-oise,Autre,0.25
1995.0,val-d-oise,C,14.9
1995.0,val-d-oise,D,22.05
1995.0,val-d-oise,ED,21.28
1995.0,val-d-oise,EG,19.29
1995.0,val-d-oise,G,22.23
1995.0,val-de-marne,Autre,0.21
1995.0,val-de-marne,C,14.94
1995.0,val-de-marne,D,23.4
1995.0,val-de-marne,ED,16.53
1995.0,val-de-marne,EG,21.28
1995.0,val-de-marne,G,23.64
1995.0,var,Autre,0.22
1995.0,var,C,21.09
1995.0,var,D,19.06
1995.0,var,ED,27.33
1995.0,var,EG,14.99
1995.0,var,G,17.3
1995.0,vaucluse,Autre,0.27
1995.0,vaucluse,C,17.79
1995.0,vaucluse,D,16.67
1995.0,vaucluse,ED,28.48
1995.0,vaucluse,EG,16.52
1995.0,vaucluse,G,20.27
1995.0,vendee,Autre,0.28
1995.0,vendee,C,20.19
1995.0,vendee,D,40.22
1995.0,vendee,ED,7.3
1995.0,vendee,EG,12.53
1995.0,vendee,G,19.47
1995.0,vienne,Autre,0.32
1995.0,vienne,C,18.27
1995.0,vienne,D,21.82
1995.0,vienne,ED,16.64
1995.0,vienne,EG,17.54
1995.0,vienne,G,25.41
1995.0,vosges,Autre,0.33
1995.0,vosges,C,17.99
1995.0,vosges,D,19.78
1995.0,vosges,ED,25.12
1995.0,vosges,EG,14.77
1995.0,vosges,G,22.01
1995.0,wallis-et-futuna,C,21.8
1995.0,wallis-et-futuna,D,43.53
1995.0,wallis-et-futuna,ED,1.76
1995.0,wallis-et-futuna,EG,3.04
1995.0,wallis-et-futuna,G,29.88
1995.0,yonne,Autre,0.31
1995.0,yonne,C,19.08
1995.0,yonne,D,20.23
1995.0,yonne,ED,23.03
1995.0,yonne,EG,16.55
1995.0,yonne,G,20.79
1995.0,yvelines,Autre,0.23
1995.0,yvelines,C,19.57
1995.0,yvelines,D,25.95
1995.0,yvelines,ED,18.22
1995.0,yvelines,EG,14.67
1995.0,yvelines,G,21.36
2002.0,ain,Autre,6.09
2002.0,ain,C,9.91
2002.0,ain,D,23.64
2002.0,ain,ED,29.4
2002.0,ain,EG,16.42
2002.0,ain,G,14.52
2002.0,aisne,Autre,4.67
2002.0,aisne,C,6.76
2002.0,aisne,D,22.94
2002.0,aisne,ED,27.9
2002.0,aisne,EG,21.13
2002.0,aisne,G,16.59
2002.0,allier,Autre,5.19
2002.0,allier,C,7.88
2002.0,allier,D,25.55
2002.0,allier,ED,20.35
2002.0,allier,EG,23.5
2002.0,allier,G,17.51
2002.0,alpes-de-haute-provence,Autre,5.86
2002.0,alpes-de-haute-provence,C,7.7
2002.0,alpes-de-haute-provence,D,21.13
2002.0,alpes-de-haute-provence,ED,28.41
2002.0,alpes-de-haute-provence,EG,21.13
2002.0,alpes-de-haute-provence,G,15.79
2002.0,alpes-maritimes,Autre,4.85
2002.0,alpes-maritimes,C,8.56
2002.0,alpes-maritimes,D,27.56
2002.0,alpes-maritimes,ED,30.97
2002.0,alpes-maritimes,EG,14.4
2002.0,alpes-maritimes,G,13.67
2002.0,ardeche,Autre,5.62
2002.0,ardeche,C,8.68
2002.0,ardeche,D,22.11
2002.0,ardeche,ED,27.06
2002.0,ardeche,EG,20.4
2002.0,ardeche,G,16.12
2002.0,ardennes,Autre,4.19
2002.0,ardennes,C,6.96
2002.0,ardennes,D,21.71
2002.0,ardennes,ED,30.45
2002.0,ardennes,EG,19.39
2002.0,ardennes,G,17.29
2002.0,ariege,Autre,4.65
2002.0,ariege,C,5.42
2002.0,ariege,D,17.22
2002.0,ariege,ED,25.09
2002.0,ariege,EG,22.04
2002.0,ariege,G,25.58
2002.0,aube,Autre,4.69
2002.0,aube,C,8.03
2002.0,aube,D,26.1
2002.0,aube,ED,29.39
2002.0,aube,EG,16.61
2002.0,aube,G,15.17
2002.0,aude,Autre,5.02
2002.0,aude,C,5.56
2002.0,aude,D,18.2
2002.0,aude,ED,29.25
2002.0,aude,EG,19.12
2002.0,aude,G,22.86
2002.0,aveyron,Autre,5.0
2002.0,aveyron,C,9.04
2002.0,aveyron,D,27.97
2002.0,aveyron,ED,21.89
2002.0,aveyron,EG,17.92
2002.0,aveyron,G,18.21
2002.0,bas-rhin,Autre,4.51
2002.0,bas-rhin,C,14.07
2002.0,bas-rhin,D,24.69
2002.0,bas-rhin,ED,28.29
2002.0,bas-rhin,EG,15.46
2002.0,bas-rhin,G,12.98
2002.0,bouches-du-rhone,Autre,5.51
2002.0,bouches-du-rhone,C,7.4
2002.0,bouches-du-rhone,D,21.56
2002.0,bouches-du-rhone,ED,31.33
2002.0,bouches-du-rhone,EG,18.46
2002.0,bouches-du-rhone,G,15.73
2002.0,calvados,Autre,4.78
2002.0,calvados,C,9.18
2002.0,calvados,D,24.54
2002.0,calvados,ED,23.11
2002.0,calvados,EG,20.44
2002.0,calvados,G,17.94
2002.0,cantal,Autre,4.42
2002.0,cantal,C,7.12
2002.0,cantal,D,34.56
2002.0,cantal,ED,22.18
2002.0,cantal,EG,15.96
2002.0,cantal,G,15.76
2002.0,charente,Autre,4.45
2002.0,charente,C,7.59
2002.0,charente,D,23.96
2002.0,charente,ED,23.0
2002.0,charente,EG,21.55
2002.0,charente,G,19.46
2002.0,charente-maritime,Autre,4.55
2002.0,charente-maritime,C,8.04
2002.0,charente-maritime,D,25.21
2002.0,charente-maritime,ED,24.52
2002.0,charente-maritime,EG,19.38
2002.0,charente-maritime,G,18.3
2002.0,cher,Autre,4.94
2002.0,cher,C,7.52
2002.0,cher,D,25.21
2002.0,cher,ED,23.59
2002.0,cher,EG,22.24
2002.0,cher,G,16.49
2002.0,correze,Autre,3.88
2002.0,correze,C,4.65
2002.0,correze,D,36.9
2002.0,correze,ED,16.31
2002.0,correze,EG,20.48
2002.0,correze,G,17.8
2002.0,corse-du-sud,Autre,6.76
2002.0,corse-du-sud,C,4.48
2002.0,corse-du-sud,D,30.48
2002.0,corse-du-sud,ED,26.57
2002.0,corse-du-sud,EG,14.38
2002.0,corse-du-sud,G,17.31
2002.0,cote-d-or,Autre,6.9
2002.0,cote-d-or,C,9.64
2002.0,cote-d-or,D,24.41
2002.0,cote-d-or,ED,23.88
2002.0,cote-d-or,EG,17.96
2002.0,cote-d-or,G,17.21
2002.0,cotes-d-armor,Autre,4.39
2002.0,cotes-d-armor,C,8.34
2002.0,cotes-d-armor,D,25.38
2002.0,cotes-d-armor,ED,16.74
2002.0,cotes-d-armor,EG,23.9
2002.0,cotes-d-armor,G,21.25
2002.0,creuse,Autre,4.74
2002.0,creuse,C,5.78
2002.0,creuse,D,29.6
2002.0,creuse,ED,19.78
2002.0,creuse,EG,20.39
2002.0,creuse,G,19.71
2002.0,deux-sevres,Autre,4.08
2002.0,deux-sevres,C,9.92
2002.0,deux-sevres,D,27.64
2002.0,deux-sevres,ED,17.24
2002.0,deux-sevres,EG,20.88
2002.0,deux-sevres,G,20.23
2002.0,dordogne,Autre,4.46
2002.0,dordogne,C,6.81
2002.0,dordogne,D,25.33
2002.0,dordogne,ED,22.09
2002.0,dordogne,EG,22.14
2002.0,dordogne,G,19.17
2002.0,doubs,Autre,9.08
2002.0,doubs,C,8.21
2002.0,doubs,D,23.84
2002.0,doubs,ED,25.05
2002.0,doubs,EG,17.52
2002.0,doubs,G,16.3
2002.0,drome,Autre,5.97
2002.0,drome,C,8.95
2002.0,drome,D,21.53
2002.0,drome,ED,28.79
2002.0,drome,EG,18.68
2002.0,drome,G,16.09
2002.0,essonne,Autre,7.3
2002.0,essonne,C,9.49
2002.0,essonne,D,24.02
2002.0,essonne,ED,19.66
2002.0,essonne,EG,19.28
2002.0,essonne,G,20.26
2002.0,eure,Autre,4.67
2002.0,eure,C,8.36
2002.0,eure,D,23.99
2002.0,eure,ED,27.72
2002.0,eure,EG,19.43
2002.0,eure,G,15.83
2002.0,eure-et-loir,Autre,4.93
2002.0,eure-et-loir,C,8.66
2002.0,eure-et-loir,D,25.87
2002.0,eure-et-loir,ED,27.07
2002.0,eure-et-loir,EG,17.02
2002.0,eure-et-loir,G,16.45
2002.0,finistere,Autre,4.78
2002.0,finistere,C,9.57
2002.0,finistere,D,27.26
2002.0,finistere,ED,15.3
2002.0,finistere,EG,22.24
2002.0,finistere,G,20.83
2002.0,francais-de-l-etranger,Autre,5.72
2002.0,francais-de-l-etranger,C,8.7
2002.0,francais-de-l-etranger,D,38.85
2002.0,francais-de-l-etranger,ED,8.32
2002.0,francais-de-l-etranger,EG,12.99
2002.0,francais-de-l-etranger,G,25.44
2002.0,gard,Autre,5.16
2002.0,gard,C,7.58
2002.0,gard,D,19.36
2002.0,gard,ED,33.31
2002.0,gard,EG,19.04
2002.0,gard,G,15.55
2002.0,gers,Autre,4.4
2002.0,gers,C,8.02
2002.0,gers,D,21.79
2002.0,gers,ED,25.8
2002.0,gers,EG,17.91
2002.0,gers,G,22.08
2002.0,gironde,Autre,4.81
2002.0,gironde,C,8.46
2002.0,gironde,D,22.74
2002.0,gironde,ED,23.62
2002.0,gironde,EG,20.36
2002.0,gironde,G,20.01
2002.0,guadeloupe,Autre,1.42
2002.0,guadeloupe,C,1.24
2002.0,guadeloupe,D,30.19
2002.0,guadeloupe,ED,3.58
2002.0,guadeloupe,EG,3.24
2002.0,guadeloupe,G,60.34
2002.0,guyane,Autre,2.48
2002.0,guyane,C,2.29
2002.0,guyane,D,20.69
2002.0,guyane,ED,6.22
2002.0,guyane,EG,4.99
2002.0,guyane,G,63.32
2002.0,haut-rhin,Autre,6.31
2002.0,haut-rhin,C,11.36
2002.0,haut-rhin,D,24.03
2002.0,haut-rhin,ED,29.53
2002.0,haut-rhin,EG,16.3
2002.0,haut-rhin,G,12.48
2002.0,haute-corse,Autre,7.26
2002.0,haute-corse,C,3.93
2002.0,haute-corse,D,29.61
2002.0,haute-corse,ED,24.49
2002.0,haute-corse,EG,14.28
2002.0,haute-corse,G,20.43
2002.0,haute-garonne,Autre,5.82
2002.0,haute-garonne,C,8.43
2002.0,haute-garonne,D,19.3
2002.0,haute-garonne,ED,22.23
2002.0,haute-garonne,EG,20.61
2002.0,haute-garonne,G,23.62
2002.0,haute-loire,Autre,5.41
2002.0,haute-loire,C,10.18
2002.0,haute-loire,D,25.52
2002.0,haute-loire,ED,25.88
2002.0,haute-loire,EG,18.56
2002.0,haute-loire,G,14.47
2002.0,haute-marne,Autre,4.48
2002.0,haute-marne,C,7.35
2002.0,haute-marne,D,24.8
2002.0,haute-marne,ED,30.46
2002.0,haute-marne,EG,18.33
2002.0,haute-marne,G,14.58
2002.0,haute-saone,Autre,8.68
2002.0,haute-saone,C,6.84
2002.0,haute-saone,D,22.42
2002.0,haute-saone,ED,30.41
2002.0,haute-saone,EG,16.75
2002.0,haute-saone,G,14.89
2002.0,haute-savoie,Autre,5.67
2002.0,haute-savoie,C,11.48
2002.0,haute-savoie,D,26.22
2002.0,haute-savoie,ED,25.39
2002.0,haute-savoie,EG,17.7
2002.0,haute-savoie,G,13.55
2002.0,haute-vienne,Autre,5.26
2002.0,haute-vienne,C,6.24
2002.0,haute-vienne,D,25.36
2002.0,haute-vienne,ED,18.18
2002.0,haute-vienne,EG,23.49
2002.0,haute-vienne,G,21.45
2002.0,hautes-alpes,Autre,5.86
2002.0,hautes-alpes,C,9.24
2002.0,hautes-alpes,D,23.83
2002.0,hautes-alpes,ED,24.45
2002.0,hautes-alpes,EG,21.04
2002.0,hautes-alpes,G,15.59
2002.0,hautes-pyrenees,Autre,4.41
2002.0,hautes-pyrenees,C,9.39
2002.0,hautes-pyrenees,D,19.59
2002.0,hautes-pyrenees,ED,22.73
2002.0,hautes-pyrenees,EG,21.57
2002.0,hautes-pyrenees,G,22.3
2002.0,hauts-de-seine,Autre,6.52
2002.0,hauts-de-seine,C,11.39
2002.0,hauts-de-seine,D,31.34
2002.0,hauts-de-seine,ED,14.36
2002.0,hauts-de-seine,EG,16.32
2002.0,hauts-de-seine,G,20.07
2002.0,herault,Autre,5.34
2002.0,herault,C,7.1
2002.0,herault,D,19.3
2002.0,herault,ED,31.18
2002.0,herault,EG,19.01
2002.0,herault,G,18.06
2002.0,ille-et-vilaine,Autre,4.55
2002.0,ille-et-vilaine,C,10.32
2002.0,ille-et-vilaine,D,28.0
2002.0,ille-et-vilaine,ED,15.03
2002.0,ille-et-vilaine,EG,21.79
2002.0,ille-et-vilaine,G,20.32
2002.0,indre,Autre,4.35
2002.0,indre,C,6.96
2002.0,indre,D,25.65
2002.0,indre,ED,24.89
2002.0,indre,EG,19.99
2002.0,indre,G,18.18
2002.0,indre-et-loire,Autre,5.62
2002.0,indre-et-loire,C,9.12
2002.0,indre-et-loire,D,25.78
2002.0,indre-et-loire,ED,21.21
2002.0,indre-et-loire,EG,19.69
2002.0,indre-et-loire,G,18.55
2002.0,isere,Autre,6.76
2002.0,isere,C,9.19
2002.0,isere,D,20.88
2002.0,isere,ED,23.69
2002.0,isere,EG,21.36
2002.0,isere,G,18.13
2002.0,jura,Autre,7.29
2002.0,jura,C,9.03
2002.0,jura,D,23.02
2002.0,jura,ED,25.39
2002.0,jura,EG,20.12
2002.0,jura,G,15.16
2002.0,la-reunion,Autre,3.13
2002.0,la-reunion,C,3.45
2002.0,la-reunion,D,39.11
2002.0,la-reunion,ED,5.17
2002.0,la-reunion,EG,8.02
2002.0,la-reunion,G,41.11
2002.0,landes,Autre,3.88
2002.0,landes,C,8.33
2002.0,landes,D,22.63
2002.0,landes,ED,23.74
2002.0,landes,EG,18.14
2002.0,landes,G,23.29
2002.0,loir-et-cher,Autre,4.84
2002.0,loir-et-cher,C,9.29
2002.0,loir-et-cher,D,23.79
2002.0,loir-et-cher,ED,27.37
2002.0,loir-et-cher,EG,18.43
2002.0,loir-et-cher,G,16.29
2002.0,loire,Autre,6.05
2002.0,loire,C,9.85
2002.0,loire,D,22.42
2002.0,loire,ED,27.76
2002.0,loire,EG,18.91
2002.0,loire,G,15.0
2002.0,loire-atlantique,Autre,5.08
2002.0,loire-atlantique,C,10.41
2002.0,loire-atlantique,D,24.81
2002.0,loire-atlantique,ED,17.58
2002.0,loire-atlantique,EG,21.91
2002.0,loire-atlantique,G,20.22
2002.0,loiret,Autre,5.34
2002.0,loiret,C,9.22
2002.0,loiret,D,25.08
2002.0,loiret,ED,27.3
2002.0,loiret,EG,16.92
2002.0,loiret,G,16.13
2002.0,lot,Autre,5.53
2002.0,lot,C,6.87
2002.0,lot,D,23.05
2002.0,lot,ED,22.39
2002.0,lot,EG,21.62
2002.0,lot,G,20.55
2002.0,lot-et-garonne,Autre,4.07
2002.0,lot-et-garonne,C,8.16
2002.0,lot-et-garonne,D,21.47
2002.0,lot-et-garonne,ED,30.81
2002.0,lot-et-garonne,EG,18.08
2002.0,lot-et-garonne,G,17.42
2002.0,lozere,Autre,4.77
2002.0,lozere,C,9.04
2002.0,lozere,D,30.41
2002.0,lozere,ED,23.6
2002.0,lozere,EG,17.46
2002.0,lozere,G,14.72
2002.0,maine-et-loire,Autre,4.35
2002.0,maine-et-loire,C,12.24
2002.0,maine-et-loire,D,28.92
2002.0,maine-et-loire,ED,18.02
2002.0,maine-et-loire,EG,19.37
2002.0,maine-et-loire,G,17.08
2002.0,manche,Autre,4.78
2002.0,manche,C,8.56
2002.0,manche,D,30.44
2002.0,manche,ED,23.02
2002.0,manche,EG,17.81
2002.0,manche,G,15.36
2002.0,marne,Autre,4.75
2002.0,marne,C,9.64
2002.0,marne,D,25.9
2002.0,marne,ED,25.67
2002.0,marne,EG,18.72
2002.0,marne,G,15.31
2002.0,martinique,Autre,2.26
2002.0,martinique,C,1.12
2002.0,martinique,D,34.27
2002.0,martinique,ED,2.2
2002.0,martinique,EG,3.21
2002.0,martinique,G,56.94
2002.0,mayenne,Autre,3.93
2002.0,mayenne,C,10.65
2002.0,mayenne,D,33.27
2002.0,mayenne,ED,17.26
2002.0,mayenne,EG,18.65
2002.0,mayenne,G,16.25
2002.0,mayotte,Autre,3.73
2002.0,mayotte,C,13.0
2002.0,mayotte,D,48.85
2002.0,mayotte,ED,4.42
2002.0,mayotte,EG,5.98
2002.0,mayotte,G,24.04
2002.0,meurthe-et-moselle,Autre,5.73
2002.0,meurthe-et-moselle,C,8.23
2002.0,meurthe-et-moselle,D,23.01
2002.0,meurthe-et-moselle,ED,22.97
2002.0,meurthe-et-moselle,EG,22.0
2002.0,meurthe-et-moselle,G,18.08
2002.0,meuse,Autre,4.46
2002.0,meuse,C,9.17
2002.0,meuse,D,24.39
2002.0,meuse,ED,27.69
2002.0,meuse,EG,18.48
2002.0,meuse,G,15.81
2002.0,morbihan,Autre,4.18
2002.0,morbihan,C,8.86
2002.0,morbihan,D,28.58
2002.0,morbihan,ED,19.91
2002.0,morbihan,EG,19.75
2002.0,morbihan,G,18.71
2002.0,moselle,Autre,4.58
2002.0,moselle,C,8.23
2002.0,moselle,D,23.47
2002.0,moselle,ED,28.37
2002.0,moselle,EG,19.31
2002.0,moselle,G,16.03
2002.0,nievre,Autre,5.29
2002.0,nievre,C,6.7
2002.0,nievre,D,21.33
2002.0,nievre,ED,23.28
2002.0,nievre,EG,21.74
2002.0,nievre,G,21.66
2002.0,nord,Autre,4.62
2002.0,nord,C,7.99
2002.0,nord,D,22.2
2002.0,nord,ED,25.53
2002.0,nord,EG,21.58
2002.0,nord,G,18.09
2002.0,nouvelle-caledonie,Autre,1.83
2002.0,nouvelle-caledonie,C,3.83
2002.0,nouvelle-caledonie,D,50.42
2002.0,nouvelle-caledonie,ED,12.47
2002.0,nouvelle-caledonie,EG,7.71
2002.0,nouvelle-caledonie,G,23.72
