year,Departement,Parti,Score
2002.0,oise,Autre,5.16
2002.0,oise,C,7.74
2002.0,oise,D,22.97
2002.0,oise,ED,29.22
2002.0,oise,EG,19.32
2002.0,oise,G,15.6
2002.0,orne,Autre,3.69
2002.0,orne,C,9.03
2002.0,orne,D,28.78
2002.0,orne,ED,25.94
2002.0,orne,EG,17.69
2002.0,orne,G,14.87
2002.0,paris,Autre,6.62
2002.0,paris,C,10.37
2002.0,paris,D,32.0
2002.0,paris,ED,10.89
2002.0,paris,EG,16.39
2002.0,paris,G,23.72
2002.0,pas-de-calais,Autre,5.31
2002.0,pas-de-calais,C,6.01
2002.0,pas-de-calais,D,20.38
2002.0,pas-de-calais,ED,27.03
2002.0,pas-de-calais,EG,22.74
2002.0,pas-de-calais,G,18.54
2002.0,polynesie-francaise,Autre,1.04
2002.0,polynesie-francaise,C,1.49
2002.0,polynesie-francaise,D,63.29
2002.0,polynesie-francaise,ED,5.15
2002.0,polynesie-francaise,EG,3.81
2002.0,polynesie-francaise,G,25.22
2002.0,puy-de-dome,Autre,6.33
2002.0,puy-de-dome,C,8.99
2002.0,puy-de-dome,D,23.51
2002.0,puy-de-dome,ED,19.39
2002.0,puy-de-dome,EG,22.83
2002.0,puy-de-dome,G,18.96
2002.0,pyrenees-atlantiques,Autre,3.84
2002.0,pyrenees-atlantiques,C,14.62
2002.0,pyrenees-atlantiques,D,22.05
2002.0,pyrenees-atlantiques,ED,20.7
2002.0,pyrenees-atlantiques,EG,19.27
2002.0,pyrenees-atlantiques,G,19.53
2002.0,pyrenees-orientales,Autre,5.16
2002.0,pyrenees-orientales,C,7.45
2002.0,pyrenees-orientales,D,20.88
2002.0,pyrenees-orientales,ED,29.17
2002.0,pyrenees-orientales,EG,19.12
2002.0,pyrenees-orientales,G,18.21
2002.0,rhone,Autre,6.65
2002.0,rhone,C,11.26
2002.0,rhone,D,25.21
2002.0,rhone,ED,23.51
2002.0,rhone,EG,17.03
2002.0,rhone,G,16.33
2002.0,saint-pierre-et-miquelon,Autre,4.22
2002.0,saint-pierre-et-miquelon,C,5.46
2002.0,saint-pierre-et-miquelon,D,33.26
2002.0,saint-pierre-et-miquelon,ED,16.38
2002.0,saint-pierre-et-miquelon,EG,20.91
2002.0,saint-pierre-et-miquelon,G,19.78
2002.0,saone-et-loire,Autre,5.16
2002.0,saone-et-loire,C,7.92
2002.0,saone-et-loire,D,25.08
2002.0,saone-et-loire,ED,24.62
2002.0,saone-et-loire,EG,18.72
2002.0,saone-et-loire,G,18.5
2002.0,sarthe,Autre,4.69
2002.0,sarthe,C,8.27
2002.0,sarthe,D,26.17
2002.0,sarthe,ED,20.73
2002.0,sarthe,EG,21.75
2002.0,sarthe,G,18.4
2002.0,savoie,Autre,6.33
2002.0,savoie,C,9.59
2002.0,savoie,D,24.12
2002.0,savoie,ED,25.52
2002.0,savoie,EG,19.33
2002.0,savoie,G,15.12
2002.0,seine-et-marne,Autre,6.35
2002.0,seine-et-marne,C,8.65
2002.0,seine-et-marne,D,24.63
2002.0,seine-et-marne,ED,24.18
2002.0,seine-et-marne,EG,18.42
2002.0,seine-et-marne,G,17.79
2002.0,seine-maritime,Autre,4.68
2002.0,seine-maritime,C,7.77
2002.0,seine-maritime,D,23.23
2002.0,seine-maritime,ED,22.63
2002.0,seine-maritime,EG,23.02
2002.0,seine-maritime,G,18.67
2002.0,seine-saint-denis,Autre,6.4
2002.0,seine-saint-denis,C,6.63
2002.0,seine-saint-denis,D,20.26
2002.0,seine-saint-denis,ED,21.0
2002.0,seine-saint-denis,EG,22.62
2002.0,seine-saint-denis,G,23.09
2002.0,somme,Autre,4.18
2002.0,somme,C,7.99
2002.0,somme,D,21.02
2002.0,somme,ED,30.58
2002.0,somme,EG,21.08
2002.0,somme,G,15.16
2002.0,tarn,Autre,4.85
2002.0,tarn,C,7.6
2002.0,tarn,D,22.19
2002.0,tarn,ED,25.77
2002.0,tarn,EG,19.14
2002.0,tarn,G,20.45
2002.0,tarn-et-garonne,Autre,4.55
2002.0,tarn-et-garonne,C,7.34
2002.0,tarn-et-garonne,D,21.66
2002.0,tarn-et-garonne,ED,31.2
2002.0,tarn-et-garonne,EG,17.22
2002.0,tarn-et-garonne,G,18.03
2002.0,territoire-de-belfort,Autre,19.42
2002.0,territoire-de-belfort,C,6.71
2002.0,territoire-de-belfort,D,17.85
2002.0,territoire-de-belfort,ED,28.62
2002.0,territoire-de-belfort,EG,16.11
2002.0,territoire-de-belfort,G,11.28
2002.0,val-d-oise,Autre,6.63
2002.0,val-d-oise,C,8.85
2002.0,val-d-oise,D,24.03
2002.0,val-d-oise,ED,21.69
2002.0,val-d-oise,EG,18.76
2002.0,val-d-oise,G,20.04
2002.0,val-de-marne,Autre,6.86
2002.0,val-de-marne,C,9.24
2002.0,val-de-marne,D,25.05
2002.0,val-de-marne,ED,17.17
2002.0,val-de-marne,EG,20.43
2002.0,val-de-marne,G,21.27
2002.0,var,Autre,5.29
2002.0,var,C,7.82
2002.0,var,D,26.46
2002.0,var,ED,31.54
2002.0,var,EG,15.28
2002.0,var,G,13.6
2002.0,vaucluse,Autre,4.85
2002.0,vaucluse,C,7.41
2002.0,vaucluse,D,21.19
2002.0,vaucluse,ED,35.77
2002.0,vaucluse,EG,16.43
2002.0,vaucluse,G,14.36
2002.0,vendee,Autre,3.85
2002.0,vendee,C,10.62
2002.0,vendee,D,31.61
2002.0,vendee,ED,19.8
2002.0,vendee,EG,17.52
2002.0,vendee,G,16.59
2002.0,vienne,Autre,4.53
2002.0,vienne,C,8.48
2002.0,vienne,D,25.96
2002.0,vienne,ED,19.84
2002.0,vienne,EG,21.76
2002.0,vienne,G,19.42
2002.0,vosges,Autre,5.5
2002.0,vosges,C,8.22
2002.0,vosges,D,24.51
2002.0,vosges,ED,26.9
2002.0,vosges,EG,19.02
2002.0,vosges,G,15.85
2002.0,wallis-et-futuna,Autre,7.5
2002.0,wallis-et-futuna,C,1.05
2002.0,wallis-et-futuna,D,51.03
2002.0,wallis-et-futuna,ED,1.29
2002.0,wallis-et-futuna,EG,2.86
2002.0,wallis-et-futuna,G,36.26
2002.0,yonne,Autre,5.24
2002.0,yonne,C,8.17
2002.0,yonne,D,24.96
2002.0,yonne,ED,28.64
2002.0,yonne,EG,17.65
2002.0,yonne,G,15.33
2002.0,yvelines,Autre,6.46
2002.0,yvelines,C,11.55
2002.0,yvelines,D,30.39
2002.0,yvelines,ED,18.33
2002.0,yvelines,EG,15.71
2002.0,yvelines,G,17.58
2007.0,ain,C,19.62
2007.0,ain,D,34.5
2007.0,ain,ED,15.97
2007.0,ain,EG,9.24
2007.0,ain,G,20.67
2007.0,aisne,C,13.51
2007.0,aisne,D,29.3
2007.0,aisne,ED,21.23
2007.0,aisne,EG,12.53
2007.0,aisne,G,23.42
2007.0,allier,C,18.26
2007.0,allier,D,28.06
2007.0,allier,ED,13.92
2007.0,allier,EG,14.11
2007.0,allier,G,25.64
2007.0,alpes-de-haute-provence,C,16.59
2007.0,alpes-de-haute-provence,D,29.98
2007.0,alpes-de-haute-provence,ED,15.43
2007.0,alpes-de-haute-provence,EG,12.76
2007.0,alpes-de-haute-provence,G,25.24
2007.0,alpes-maritimes,C,15.03
2007.0,alpes-maritimes,D,43.59
2007.0,alpes-maritimes,ED,15.8
2007.0,alpes-maritimes,EG,7.67
2007.0,alpes-maritimes,G,17.9
2007.0,ardeche,C,18.55
2007.0,ardeche,D,27.64
2007.0,ardeche,ED,16.1
2007.0,ardeche,EG,12.57
2007.0,ardeche,G,25.14
2007.0,ardennes,C,14.23
2007.0,ardennes,D,29.04
2007.0,ardennes,ED,20.1
2007.0,ardennes,EG,12.06
2007.0,ardennes,G,24.56
2007.0,ariege,C,15.74
2007.0,ariege,D,21.91
2007.0,ariege,ED,13.2
2007.0,ariege,EG,14.14
2007.0,ariege,G,35.0
2007.0,aube,C,16.05
2007.0,aube,D,35.15
2007.0,aube,ED,19.68
2007.0,aube,EG,9.43
2007.0,aube,G,19.69
2007.0,aude,C,13.87
2007.0,aude,D,26.29
2007.0,aude,ED,16.3
2007.0,aude,EG,12.83
2007.0,aude,G,30.7
2007.0,aveyron,C,21.59
2007.0,aveyron,D,28.74
2007.0,aveyron,ED,11.16
2007.0,aveyron,EG,11.34
2007.0,aveyron,G,27.17
2007.0,bas-rhin,C,22.37
2007.0,bas-rhin,D,36.24
2007.0,bas-rhin,ED,15.77
2007.0,bas-rhin,EG,8.56
2007.0,bas-rhin,G,17.05
2007.0,bouches-du-rhone,C,15.05
2007.0,bouches-du-rhone,D,34.24
2007.0,bouches-du-rhone,ED,16.4
2007.0,bouches-du-rhone,EG,10.55
2007.0,bouches-du-rhone,G,23.78
2007.0,calvados,C,20.23
2007.0,calvados,D,29.25
2007.0,calvados,ED,13.85
2007.0,calvados,EG,11.49
2007.0,calvados,G,25.18
2007.0,cantal,C,20.13
2007.0,cantal,D,33.36
2007.0,cantal,ED,12.68
2007.0,cantal,EG,9.82
2007.0,cantal,G,24.0
2007.0,charente,C,17.14
2007.0,charente,D,27.11
2007.0,charente,ED,14.18
2007.0,charente,EG,11.22
2007.0,charente,G,30.33
2007.0,charente-maritime,C,17.22
2007.0,charente-maritime,D,30.09
2007.0,charente-maritime,ED,15.04
2007.0,charente-maritime,EG,9.99
2007.0,charente-maritime,G,27.66
2007.0,cher,C,17.95
2007.0,cher,D,28.51
2007.0,cher,ED,16.01
2007.0,cher,EG,13.98
2007.0,cher,G,23.56
2007.0,correze,C,17.99
2007.0,correze,D,28.04
2007.0,correze,ED,11.64
2007.0,correze,EG,12.6
2007.0,correze,G,29.73
2007.0,corse-du-sud,C,12.98
2007.0,corse-du-sud,D,37.54
2007.0,corse-du-sud,ED,18.78
2007.0,corse-du-sud,EG,11.07
2007.0,corse-du-sud,G,19.64
2007.0,cote-d-or,C,19.25
2007.0,cote-d-or,D,32.08
2007.0,cote-d-or,ED,14.85
2007.0,cote-d-or,EG,9.68
2007.0,cote-d-or,G,24.14
2007.0,cotes-d-armor,C,21.08
2007.0,cotes-d-armor,D,25.8
2007.0,cotes-d-armor,ED,10.52
2007.0,cotes-d-armor,EG,12.54
2007.0,cotes-d-armor,G,30.05
2007.0,creuse,C,16.66
2007.0,creuse,D,27.41
2007.0,creuse,ED,13.49
2007.0,creuse,EG,13.42
2007.0,creuse,G,29.02
2007.0,deux-sevres,C,18.95
2007.0,deux-sevres,D,26.56
2007.0,deux-sevres,ED,11.54
2007.0,deux-sevres,EG,9.06
2007.0,deux-sevres,G,33.89
2007.0,dordogne,C,17.46
2007.0,dordogne,D,26.91
2007.0,dordogne,ED,13.42
2007.0,dordogne,EG,12.39
2007.0,dordogne,G,29.81
2007.0,doubs,C,16.96
2007.0,doubs,D,32.39
2007.0,doubs,ED,15.36
2007.0,doubs,EG,10.43
2007.0,doubs,G,24.87
2007.0,drome,C,18.55
2007.0,drome,D,29.93
2007.0,drome,ED,16.16
2007.0,drome,EG,11.15
2007.0,drome,G,24.23
2007.0,essonne,C,20.47
2007.0,essonne,D,31.51
2007.0,essonne,ED,10.96
2007.0,essonne,EG,9.78
2007.0,essonne,G,27.28
2007.0,eure,C,18.23
2007.0,eure,D,31.41
2007.0,eure,ED,17.64
2007.0,eure,EG,11.46
2007.0,eure,G,21.24
2007.0,eure-et-loir,C,18.21
2007.0,eure-et-loir,D,33.13
2007.0,eure-et-loir,ED,16.82
2007.0,eure-et-loir,EG,9.68
2007.0,eure-et-loir,G,22.15
2007.0,finistere,C,22.74
2007.0,finistere,D,27.27
2007.0,finistere,ED,9.32
2007.0,finistere,EG,11.47
2007.0,finistere,G,29.19
2007.0,francais-de-l-etranger,C,21.54
2007.0,francais-de-l-etranger,D,38.49
2007.0,francais-de-l-etranger,ED,4.37
2007.0,francais-de-l-etranger,EG,5.68
2007.0,francais-de-l-etranger,G,29.92
2007.0,gard,C,15.71
2007.0,gard,D,30.45
2007.0,gard,ED,18.8
2007.0,gard,EG,11.72
2007.0,gard,G,23.31
2007.0,gers,C,20.23
2007.0,gers,D,26.08
2007.0,gers,ED,12.48
2007.0,gers,EG,10.03
2007.0,gers,G,31.19
2007.0,gironde,C,19.75
2007.0,gironde,D,28.05
2007.0,gironde,ED,12.64
2007.0,gironde,EG,10.3
2007.0,gironde,G,29.27
2007.0,guadeloupe,C,8.51
2007.0,guadeloupe,D,42.63
2007.0,guadeloupe,ED,3.88
2007.0,guadeloupe,EG,6.71
2007.0,guadeloupe,G,38.28
2007.0,guyane,C,12.51
2007.0,guyane,D,41.35
2007.0,guyane,ED,6.34
2007.0,guyane,EG,7.27
2007.0,guyane,G,32.53
2007.0,haut-rhin,C,20.04
2007.0,haut-rhin,D,36.12
2007.0,haut-rhin,ED,17.08
2007.0,haut-rhin,EG,9.56
2007.0,haut-rhin,G,17.19
2007.0,haute-corse,C,11.83
2007.0,haute-corse,D,36.54
2007.0,haute-corse,ED,17.3
2007.0,haute-corse,EG,10.68
2007.0,haute-corse,G,23.65
2007.0,haute-garonne,C,19.36
2007.0,haute-garonne,D,26.68
2007.0,haute-garonne,ED,10.74
2007.0,haute-garonne,EG,10.13
2007.0,haute-garonne,G,33.09
2007.0,haute-loire,C,21.31
2007.0,haute-loire,D,28.8
2007.0,haute-loire,ED,15.8
2007.0,haute-loire,EG,11.51
2007.0,haute-loire,G,22.58
2007.0,haute-marne,C,15.44
2007.0,haute-marne,D,31.71
2007.0,haute-marne,ED,21.45
2007.0,haute-marne,EG,10.92
2007.0,haute-marne,G,20.47
2007.0,haute-saone,C,14.57
2007.0,haute-saone,D,30.44
2007.0,haute-saone,ED,20.4
2007.0,haute-saone,EG,11.14
2007.0,haute-saone,G,23.47
2007.0,haute-savoie,C,22.09
2007.0,haute-savoie,D,37.45
2007.0,haute-savoie,ED,12.58
2007.0,haute-savoie,EG,9.12
2007.0,haute-savoie,G,18.75
2007.0,haute-vienne,C,17.76
2007.0,haute-vienne,D,25.1
2007.0,haute-vienne,ED,12.28
2007.0,haute-vienne,EG,13.4
2007.0,haute-vienne,G,31.46
2007.0,hautes-alpes,C,19.8
2007.0,hautes-alpes,D,30.66
2007.0,hautes-alpes,ED,13.12
2007.0,hautes-alpes,EG,11.94
2007.0,hautes-alpes,G,24.49
2007.0,hautes-pyrenees,C,23.41
2007.0,hautes-pyrenees,D,22.76
2007.0,hautes-pyrenees,ED,11.16
2007.0,hautes-pyrenees,EG,11.8
2007.0,hautes-pyrenees,G,30.88
2007.0,hauts-de-seine,C,21.3
2007.0,hauts-de-seine,D,38.27
2007.0,hauts-de-seine,ED,7.03
2007.0,hauts-de-seine,EG,7.41
2007.0,hauts-de-seine,G,25.97
2007.0,herault,C,15.31
2007.0,herault,D,31.14
2007.0,herault,ED,16.47
2007.0,herault,EG,11.03
2007.0,herault,G,26.05
2007.0,ille-et-vilaine,C,23.81
2007.0,ille-et-vilaine,D,28.13
2007.0,ille-et-vilaine,ED,9.39
2007.0,ille-et-vilaine,EG,10.45
2007.0,ille-et-vilaine,G,28.22
2007.0,indre,C,17.92
2007.0,indre,D,26.95
2007.0,indre,ED,16.91
2007.0,indre,EG,13.14
2007.0,indre,G,25.07
2007.0,indre-et-loire,C,20.24
2007.0,indre-et-loire,D,30.7
2007.0,indre-et-loire,ED,13.28
2007.0,indre-et-loire,EG,10.89
2007.0,indre-et-loire,G,24.87
2007.0,isere,C,19.31
2007.0,isere,D,30.21
2007.0,isere,ED,12.94
2007.0,isere,EG,10.7
2007.0,isere,G,26.86
2007.0,jura,C,18.62
2007.0,jura,D,29.1
2007.0,jura,ED,17.44
2007.0,jura,EG,12.17
2007.0,jura,G,22.67
2007.0,la-reunion,C,13.29
2007.0,la-reunion,D,25.09
2007.0,la-reunion,ED,5.77
2007.0,la-reunion,EG,9.63
2007.0,la-reunion,G,46.22
2007.0,landes,C,20.03
2007.0,landes,D,27.42
2007.0,landes,ED,10.89
2007.0,landes,EG,10.25
2007.0,landes,G,31.42
2007.0,loir-et-cher,C,19.42
2007.0,loir-et-cher,D,29.84
2007.0,loir-et-cher,ED,17.89
2007.0,loir-et-cher,EG,10.93
2007.0,loir-et-cher,G,21.93
2007.0,loire,C,19.97
2007.0,loire,D,29.67
2007.0,loire,ED,15.65
2007.0,loire,EG,10.89
2007.0,loire,G,23.82
2007.0,loire-atlantique,C,20.82
2007.0,loire-atlantique,D,28.01
2007.0,loire-atlantique,ED,10.91
2007.0,loire-atlantique,EG,10.49
2007.0,loire-atlantique,G,29.77
2007.0,loiret,C,18.15
2007.0,loiret,D,33.66
2007.0,loiret,ED,16.02
2007.0,loiret,EG,9.68
2007.0,loiret,G,22.49
2007.0,lot,C,19.92
2007.0,lot,D,24.22
2007.0,lot,ED,11.31
2007.0,lot,EG,12.57
2007.0,lot,G,31.98
2007.0,lot-et-garonne,C,18.47
2007.0,lot-et-garonne,D,29.17
2007.0,lot-et-garonne,ED,16.69
2007.0,lot-et-garonne,EG,10.44
2007.0,lot-et-garonne,G,25.22
2007.0,lozere,C,21.09
2007.0,lozere,D,31.81
2007.0,lozere,ED,13.44
2007.0,lozere,EG,10.94
2007.0,lozere,G,22.72
2007.0,maine-et-loire,C,23.2
2007.0,maine-et-loire,D,30.97
2007.0,maine-et-loire,ED,12.61
2007.0,maine-et-loire,EG,9.99
2007.0,maine-et-loire,G,23.24
2007.0,manche,C,20.92
2007.0,manche,D,32.06
2007.0,manche,ED,14.76
2007.0,manche,EG,10.76
2007.0,manche,G,21.5
2007.0,marne,C,17.79
2007.0,marne,D,33.75
2007.0,marne,ED,17.39
2007.0,marne,EG,10.36
2007.0,marne,G,20.72
2007.0,martinique,C,8.61
2007.0,martinique,D,33.77
2007.0,martinique,ED,2.81
2007.0,martinique,EG,6.35
2007.0,martinique,G,48.48
2007.0,mayenne,C,23.59
2007.0,mayenne,D,32.12
2007.0,mayenne,ED,11.9
2007.0,mayenne,EG,9.75
2007.0,mayenne,G,22.63
2007.0,mayotte,C,25.67
2007.0,mayotte,D,30.48
2007.0,mayotte,ED,5.73
2007.0,mayotte,EG,10.19
2007.0,mayotte,G,27.94
2007.0,meurthe-et-moselle,C,18.27
2007.0,meurthe-et-moselle,D,28.46
2007.0,meurthe-et-moselle,ED,15.22
2007.0,meurthe-et-moselle,EG,12.52
2007.0,meurthe-et-moselle,G,25.52
2007.0,meuse,C,17.56
2007.0,meuse,D,29.98
2007.0,meuse,ED,20.29
2007.0,meuse,EG,11.04
2007.0,meuse,G,21.13
2007.0,morbihan,C,21.98
2007.0,morbihan,D,29.8
2007.0,morbihan,ED,12.46
2007.0,morbihan,EG,10.62
2007.0,morbihan,G,25.13
2007.0,moselle,C,18.82
2007.0,moselle,D,30.57
2007.0,moselle,ED,17.4
2007.0,moselle,EG,11.12
2007.0,moselle,G,22.08
2007.0,nievre,C,15.44
2007.0,nievre,D,26.31
2007.0,nievre,ED,15.96
2007.0,nievre,EG,12.95
2007.0,nievre,G,29.35
2007.0,nord,C,15.64
2007.0,nord,D,29.3
2007.0,nord,ED,17.1
2007.0,nord,EG,13.14
2007.0,nord,G,24.83
2007.0,nouvelle-caledonie,C,8.85
2007.0,nouvelle-caledonie,D,49.74
2007.0,nouvelle-caledonie,ED,6.82
2007.0,nouvelle-caledonie,EG,10.86
2007.0,nouvelle-caledonie,G,23.73
2007.0,oise,C,15.95
2007.0,oise,D,32.9
2007.0,oise,ED,18.54
2007.0,oise,EG,11.31
2007.0,oise,G,21.31
2007.0,orne,C,19.05
2007.0,orne,D,32.33
2007.0,orne,ED,17.49
2007.0,orne,EG,10.48
2007.0,orne,G,20.64
2007.0,paris,C,20.73
2007.0,paris,D,35.07
2007.0,paris,ED,5.84
2007.0,paris,EG,6.61
2007.0,paris,G,31.75
2007.0,pas-de-calais,C,13.65
2007.0,pas-de-calais,D,25.68
2007.0,pas-de-calais,ED,20.37
2007.0,pas-de-calais,EG,14.96
2007.0,pas-de-calais,G,25.34
2007.0,polynesie-francaise,C,7.15
2007.0,polynesie-francaise,D,45.23
2007.0,polynesie-francaise,ED,2.42
2007.0,polynesie-francaise,EG,3.52
2007.0,polynesie-francaise,G,41.68
2007.0,puy-de-dome,C,20.33
2007.0,puy-de-dome,D,26.28
2007.0,puy-de-dome,ED,11.37
2007.0,puy-de-dome,EG,12.71
2007.0,puy-de-dome,G,29.32
2007.0,pyrenees-atlantiques,C,29.61
2007.0,pyrenees-atlantiques,D,24.93
2007.0,pyrenees-atlantiques,ED,9.07
2007.0,pyrenees-atlantiques,EG,10.08
2007.0,pyrenees-atlantiques,G,26.31
2007.0,pyrenees-orientales,C,14.21
2007.0,pyrenees-orientales,D,32.2
2007.0,pyrenees-orientales,ED,17.33
2007.0,pyrenees-orientales,EG,11.46
2007.0,pyrenees-orientales,G,24.82
2007.0,rhone,C,20.91
2007.0,rhone,D,35.07
2007.0,rhone,ED,11.51
2007.0,rhone,EG,8.64
2007.0,rhone,G,23.86
2007.0,saint-pierre-et-miquelon,C,23.03
2007.0,saint-pierre-et-miquelon,D,24.93
2007.0,saint-pierre-et-miquelon,ED,8.96
2007.0,saint-pierre-et-miquelon,EG,16.44
2007.0,saint-pierre-et-miquelon,G,26.64
2007.0,saone-et-loire,C,18.23
2007.0,saone-et-loire,D,29.88
2007.0,saone-et-loire,ED,15.41
2007.0,saone-et-loire,EG,10.69
2007.0,saone-et-loire,G,25.8
2007.0,sarthe,C,18.33
2007.0,sarthe,D,29.02
2007.0,sarthe,ED,15.1
2007.0,sarthe,EG,12.07
2007.0,sarthe,G,25.48
2007.0,savoie,C,20.07
2007.0,savoie,D,33.12
2007.0,savoie,ED,13.83
2007.0,savoie,EG,11.14
2007.0,savoie,G,21.83
2007.0,seine-et-marne,C,18.76
2007.0,seine-et-marne,D,33.54
2007.0,seine-et-marne,ED,13.98
2007.0,seine-et-marne,EG,9.93
2007.0,seine-et-marne,G,23.8
2007.0,seine-maritime,C,17.16
2007.0,seine-maritime,D,28.42
2007.0,seine-maritime,ED,14.86
2007.0,seine-maritime,EG,13.65
2007.0,seine-maritime,G,25.91
2007.0,seine-saint-denis,C,16.72
2007.0,seine-saint-denis,D,26.85
2007.0,seine-saint-denis,ED,10.63
2007.0,seine-saint-denis,EG,11.67
2007.0,seine-saint-denis,G,34.13
2007.0,somme,C,14.29
2007.0,somme,D,27.73
2007.0,somme,ED,19.89
2007.0,somme,EG,13.18
2007.0,somme,G,24.89
2007.0,tarn,C,18.78
2007.0,tarn,D,26.95
2007.0,tarn,ED,14.15
2007.0,tarn,EG,10.84
2007.0,tarn,G,29.3
2007.0,tarn-et-garonne,C,17.43
2007.0,tarn-et-garonne,D,28.7
2007.0,tarn-et-garonne,ED,17.02
2007.0,tarn-et-garonne,EG,10.08
2007.0,tarn-et-garonne,G,26.76
2007.0,territoire-de-belfort,C,15.27
2007.0,territoire-de-belfort,D,29.99
2007.0,territoire-de-belfort,ED,17.92
2007.0,territoire-de-belfort,EG,11.82
2007.0,territoire-de-belfort,G,25.0
2007.0,val-d-oise,C,19.0
2007.0,val-d-oise,D,32.37
2007.0,val-d-oise,ED,11.33
2007.0,val-d-oise,EG,9.54
2007.0,val-d-oise,G,27.76
2007.0,val-de-marne,C,19.76
2007.0,val-de-marne,D,31.82
2007.0,val-de-marne,ED,9.01
2007.0,val-de-marne,EG,10.42
2007.0,val-de-marne,G,29.0
2007.0,var,C,15.31
2007.0,var,D,39.74
2007.0,var,ED,17.32
2007.0,var,EG,8.92
2007.0,var,G,18.71
2007.0,vaucluse,C,15.46
2007.0,vaucluse,D,32.63
2007.0,vaucluse,ED,20.74
2007.0,vaucluse,EG,9.72
2007.0,vaucluse,G,21.45
2007.0,vendee,C,20.77
2007.0,vendee,D,29.72
2007.0,vendee,ED,19.36
2007.0,vendee,EG,8.47
2007.0,vendee,G,21.67
2007.0,vienne,C,19.01
2007.0,vienne,D,27.86
2007.0,vienne,ED,13.49
2007.0,vienne,EG,10.5
2007.0,vienne,G,29.16
2007.0,vosges,C,17.72
2007.0,vosges,D,29.05
2007.0,vosges,ED,19.22
2007.0,vosges,EG,11.25
2007.0,vosges,G,22.77
2007.0,wallis-et-futuna,C,11.2
2007.0,wallis-et-futuna,D,43.55
2007.0,wallis-et-futuna,ED,1.75
2007.0,wallis-et-futuna,EG,4.05
2007.0,wallis-et-futuna,G,39.46
2007.0,yonne,C,17.47
2007.0,yonne,D,32.28
2007.0,yonne,ED,18.77
2007.0,yonne,EG,10.76
2007.0,yonne,G,20.71
2007.0,yvelines,C,21.86
2007.0,yvelines,D,37.66
2007.0,yvelines,ED,9.72
2007.0,yvelines,EG,7.66
2007.0,yvelines,G,23.11
2012.0,ain,Autre,0.27
2012.0,ain,C,10.16
2012.0,ain,D,30.41
2012.0,ain,ED,22.95
2012.0,ain,EG,13.46
2012.0,ain,G,22.75
2012.0,aisne,Autre,0.25
2012.0,aisne,C,6.68
2012.0,aisne,D,24.2
2012.0,aisne,ED,28.29
2012.0,aisne,EG,13.49
2012.0,aisne,G,27.1
2012.0,allier,Autre,0.22
2012.0,allier,C,8.65
2012.0,allier,D,24.02
2012.0,allier,ED,20.3
2012.0,allier,EG,17.12
2012.0,allier,G,29.68
2012.0,alpes-de-haute-provence,Autre,0.28
2012.0,alpes-de-haute-provence,C,7.42
2012.0,alpes-de-haute-provence,D,25.47
2012.0,alpes-de-haute-provence,ED,22.54
2012.0,alpes-de-haute-provence,EG,19.92
2012.0,alpes-de-haute-provence,G,24.36
2012.0,alpes-maritimes,Autre,0.21
2012.0,alpes-maritimes,C,6.69
2012.0,alpes-maritimes,D,37.19
2012.0,alpes-maritimes,ED,25.09
2012.0,alpes-maritimes,EG,11.6
2012.0,alpes-maritimes,G,19.21
2012.0,ardeche,Autre,0.26
2012.0,ardeche,C,9.15
2012.0,ardeche,D,23.76
2012.0,ardeche,ED,21.98
2012.0,ardeche,EG,18.87
2012.0,ardeche,G,25.98
2012.0,ardennes,Autre,0.24
2012.0,ardennes,C,7.52
2012.0,ardennes,D,24.43
2012.0,ardennes,ED,26.31
2012.0,ardennes,EG,12.56
2012.0,ardennes,G,28.93
2012.0,ariege,Autre,0.23
2012.0,ariege,C,6.67
2012.0,ariege,D,18.72
2012.0,ariege,ED,18.3
2012.0,ariege,EG,21.71
2012.0,ariege,G,34.36
2012.0,aube,Autre,0.25
2012.0,aube,C,8.37
2012.0,aube,D,30.33
2012.0,aube,ED,27.29
2012.0,aube,EG,10.96
2012.0,aube,G,22.79
2012.0,aude,Autre,0.21
2012.0,aude,C,6.04
2012.0,aude,D,21.63
2012.0,aude,ED,24.69
2012.0,aude,EG,17.02
2012.0,aude,G,30.41
2012.0,aveyron,Autre,0.24
2012.0,aveyron,C,12.55
2012.0,aveyron,D,25.51
2012.0,aveyron,ED,15.8
2012.0,aveyron,EG,16.46
2012.0,aveyron,G,29.44
2012.0,bas-rhin,Autre,0.28
2012.0,bas-rhin,C,11.94
2012.0,bas-rhin,D,33.62
2012.0,bas-rhin,ED,22.94
2012.0,bas-rhin,EG,11.64
2012.0,bas-rhin,G,19.58
2012.0,bouches-du-rhone,Autre,0.22
2012.0,bouches-du-rhone,C,6.35
2012.0,bouches-du-rhone,D,27.5
2012.0,bouches-du-rhone,ED,24.73
2012.0,bouches-du-rhone,EG,16.69
2012.0,bouches-du-rhone,G,24.51
2012.0,calvados,Autre,0.25
2012.0,calvados,C,10.1
2012.0,calvados,D,27.34
2012.0,calvados,ED,18.27
2012.0,calvados,EG,14.69
2012.0,calvados,G,29.34
2012.0,cantal,Autre,0.24
2012.0,cantal,C,11.16
2012.0,cantal,D,28.61
2012.0,cantal,ED,16.78
2012.0,cantal,EG,12.38
2012.0,cantal,G,30.84
2012.0,charente,Autre,0.25
2012.0,charente,C,8.81
2012.0,charente,D,23.06
